,avg,fix,lefteye,raw,righteye,state,time,timestamp,Run,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Behavior_Image_Start
23736,"{'x': 1014.5975, 'y': 579.9626}",True,"{'avg': {'x': 1000.9918, 'y': 580.7291}, 'pcenter': {'x': 0.4737, 'y': 0.3833}, 'psize': 35.6317, 'raw': {'x': 1011.1786, 'y': 584.9483}}","{'x': 1023.8102, 'y': 587.6246}","{'avg': {'x': 1030.8441, 'y': 585.8806}, 'pcenter': {'x': 0.6465, 'y': 0.3651}, 'psize': 37.3151, 'raw': {'x': 1036.4417, 'y': 590.3008}}",7,719791567,1579120272.847,0,1036.4417,590.3008,1011.1786,584.9483,1023.81015,587.62455,27,102,2,/variabl,0.0,1579120272.8358002
23737,"{'x': 1015.6241, 'y': 580.5183}",True,"{'avg': {'x': 1000.5657, 'y': 581.8824}, 'pcenter': {'x': 0.4736, 'y': 0.3835}, 'psize': 35.9896, 'raw': {'x': 991.9763, 'y': 598.3527}}","{'x': 1011.4639, 'y': 596.5437}","{'avg': {'x': 1030.8854, 'y': 586.6678}, 'pcenter': {'x': 0.6464, 'y': 0.3652}, 'psize': 37.3634, 'raw': {'x': 1030.9515, 'y': 594.7348}}",7,719791601,1579120272.881,0,1030.9515,594.7348,991.9763,598.3527,1011.4639,596.54375,27,102,2,/variabl,0.0,1579120272.8358002
23738,"{'x': 1015.8606, 'y': 580.9609}",True,"{'avg': {'x': 1000.3756, 'y': 582.4321}, 'pcenter': {'x': 0.4736, 'y': 0.3835}, 'psize': 35.7257, 'raw': {'x': 996.4033, 'y': 590.3985}}","{'x': 1016.9291, 'y': 588.4808}","{'avg': {'x': 1031.3708, 'y': 586.9436}, 'pcenter': {'x': 0.6464, 'y': 0.3651}, 'psize': 37.5392, 'raw': {'x': 1037.4548, 'y': 586.563}}",7,719791635,1579120272.915,0,1037.4548,586.563,996.4033,590.3985,1016.92905,588.48075,27,102,2,/variabl,0.0,1579120272.8358002
23739,"{'x': 1016.2783, 'y': 581.4111}",True,"{'avg': {'x': 1000.9051, 'y': 583.1842}, 'pcenter': {'x': 0.4737, 'y': 0.3834}, 'psize': 35.873, 'raw': {'x': 1008.49, 'y': 591.1795}}","{'x': 1016.9782, 'y': 586.5201}","{'avg': {'x': 1031.0605, 'y': 586.7119}, 'pcenter': {'x': 0.6464, 'y': 0.3651}, 'psize': 37.5354, 'raw': {'x': 1025.4664, 'y': 581.8607}}",7,719791679,1579120272.959,0,1025.4664,581.8607,1008.49,591.1795,1016.9782,586.5201,27,102,2,/variabl,0.0,1579120272.8358002
23740,"{'x': 1016.346, 'y': 581.8088}",True,"{'avg': {'x': 1001.2844, 'y': 583.7692}, 'pcenter': {'x': 0.4739, 'y': 0.3833}, 'psize': 35.6951, 'raw': {'x': 1005.1219, 'y': 589.517}}","{'x': 1018.3226, 'y': 583.3456}","{'avg': {'x': 1031.1885, 'y': 586.2469}, 'pcenter': {'x': 0.6466, 'y': 0.3652}, 'psize': 37.6214, 'raw': {'x': 1031.5232, 'y': 577.1743}}",7,719791713,1579120272.993,0,1031.5232,577.1743,1005.1219,589.517,1018.3225500000001,583.34565,27,102,2,/variabl,0.0,1579120272.8358002
23741,"{'x': 1016.4895, 'y': 582.1977}",True,"{'avg': {'x': 1001.6407, 'y': 584.4038}, 'pcenter': {'x': 0.4739, 'y': 0.3833}, 'psize': 35.6595, 'raw': {'x': 1006.588, 'y': 588.0248}}","{'x': 1018.0886, 'y': 583.2275}","{'avg': {'x': 1031.0552, 'y': 585.8003}, 'pcenter': {'x': 0.6466, 'y': 0.3652}, 'psize': 37.5855, 'raw': {'x': 1029.5892, 'y': 578.4303}}",7,719791747,1579120273.027,0,1029.5892,578.4303,1006.588,588.0248,1018.0885999999999,583.2275500000001,27,102,2,/variabl,0.0,1579120272.8358002
23742,"{'x': 1016.9085, 'y': 582.5798}",True,"{'avg': {'x': 1001.3586, 'y': 584.7569}, 'pcenter': {'x': 0.4739, 'y': 0.3833}, 'psize': 35.7899, 'raw': {'x': 994.6301, 'y': 587.334}}","{'x': 1010.7995, 'y': 585.4718}","{'avg': {'x': 1030.6067, 'y': 585.6766}, 'pcenter': {'x': 0.6466, 'y': 0.3652}, 'psize': 37.4802, 'raw': {'x': 1026.9689, 'y': 583.6096}}",7,719791780,1579120273.06,0,1026.9689,583.6096,994.6301,587.334,1010.7995000000001,585.4718,27,102,2,/variabl,0.0,1579120272.8358002
23743,"{'x': 1016.8998, 'y': 582.9285}",True,"{'avg': {'x': 1001.9481, 'y': 585.3914}, 'pcenter': {'x': 0.474, 'y': 0.3833}, 'psize': 35.8751, 'raw': {'x': 1007.6359, 'y': 591.9158}}","{'x': 1021.913, 'y': 585.9695}","{'avg': {'x': 1031.0327, 'y': 585.3682}, 'pcenter': {'x': 0.6467, 'y': 0.3652}, 'psize': 37.5822, 'raw': {'x': 1036.1901, 'y': 580.0231}}",7,719791826,1579120273.106,0,1036.1901,580.0231,1007.6359,591.9158,1021.913,585.96945,27,102,2,/variabl,0.0,1579120272.8358002
23744,"{'x': 1017.1873, 'y': 583.297}",True,"{'avg': {'x': 1002.2319, 'y': 585.8826}, 'pcenter': {'x': 0.4739, 'y': 0.3832}, 'psize': 35.713, 'raw': {'x': 1002.4892, 'y': 588.0292}}","{'x': 1016.5769, 'y': 589.2813}","{'avg': {'x': 1030.9019, 'y': 585.5362}, 'pcenter': {'x': 0.6467, 'y': 0.3653}, 'psize': 37.7538, 'raw': {'x': 1030.6647, 'y': 590.5334}}",7,719791860,1579120273.14,0,1030.6647,590.5334,1002.4892,588.0292,1016.57695,589.2813,27,102,2,/variabl,0.0,1579120272.8358002
23745,"{'x': 1017.1652, 'y': 583.6334}",True,"{'avg': {'x': 1002.4768, 'y': 586.5231}, 'pcenter': {'x': 0.474, 'y': 0.3833}, 'psize': 35.8955, 'raw': {'x': 1005.0223, 'y': 591.373}}","{'x': 1017.1332, 'y': 583.5336}","{'avg': {'x': 1030.9452, 'y': 584.8817}, 'pcenter': {'x': 0.6466, 'y': 0.3652}, 'psize': 37.7096, 'raw': {'x': 1029.2441, 'y': 575.6941}}",7,719791893,1579120273.173,0,1029.2441,575.6941,1005.0223,591.373,1017.1332,583.5335500000001,27,102,2,/variabl,0.0,1579120272.8358002
23746,"{'x': 1017.3161, 'y': 583.9041}",True,"{'avg': {'x': 1002.3185, 'y': 587.3724}, 'pcenter': {'x': 0.4739, 'y': 0.3835}, 'psize': 35.5629, 'raw': {'x': 995.9019, 'y': 596.2028}}","{'x': 1013.2652, 'y': 586.5383}","{'avg': {'x': 1030.9191, 'y': 584.2469}, 'pcenter': {'x': 0.6466, 'y': 0.3652}, 'psize': 37.4429, 'raw': {'x': 1030.6285, 'y': 576.8737}}",7,719791936,1579120273.216,0,1030.6285,576.8737,995.9019,596.2028,1013.2652,586.5382500000001,27,102,2,/variabl,0.0,1579120272.8358002
23747,"{'x': 1017.4819, 'y': 584.152}",True,"{'avg': {'x': 1002.8051, 'y': 587.5459}, 'pcenter': {'x': 0.4739, 'y': 0.3833}, 'psize': 35.3242, 'raw': {'x': 1009.9137, 'y': 587.9395}}","{'x': 1019.9205, 'y': 588.0812}","{'avg': {'x': 1030.8822, 'y': 584.2473}, 'pcenter': {'x': 0.6466, 'y': 0.3653}, 'psize': 37.2335, 'raw': {'x': 1029.9274, 'y': 588.223}}",7,719791971,1579120273.251,0,1029.9274,588.223,1009.9137,587.9395,1019.92055,588.08125,27,102,2,/variabl,0.0,1579120272.8358002
23748,"{'x': 1016.9726, 'y': 584.3777}",True,"{'avg': {'x': 1002.5584, 'y': 587.6389}, 'pcenter': {'x': 0.474, 'y': 0.3833}, 'psize': 34.9023, 'raw': {'x': 999.8161, 'y': 588.3182}}","{'x': 1011.7709, 'y': 584.6075}","{'avg': {'x': 1030.4313, 'y': 583.9763}, 'pcenter': {'x': 0.6466, 'y': 0.3654}, 'psize': 36.9575, 'raw': {'x': 1023.7256, 'y': 580.8968}}",7,719792007,1579120273.287,0,1023.7256,580.8968,999.8161,588.3182,1011.77085,584.6075000000001,27,102,2,/variabl,0.0,1579120272.8358002
23749,"{'x': 1017.1274, 'y': 584.5993}",True,"{'avg': {'x': 1002.2615, 'y': 588.0095}, 'pcenter': {'x': 0.4739, 'y': 0.3834}, 'psize': 33.9849, 'raw': {'x': 997.3012, 'y': 591.9225}}","{'x': 1014.8201, 'y': 589.2966}","{'avg': {'x': 1030.3578, 'y': 584.2178}, 'pcenter': {'x': 0.6466, 'y': 0.3653}, 'psize': 36.4499, 'raw': {'x': 1032.3389, 'y': 586.6707}}",7,719792042,1579120273.322,0,1032.3389,586.6707,997.3012,591.9225,1014.82005,589.2966,27,102,2,/variabl,0.0,1579120272.8358002
23750,"{'x': 1016.9103, 'y': 584.8804}",True,"{'avg': {'x': 1001.7813, 'y': 588.9568}, 'pcenter': {'x': 0.4737, 'y': 0.3835}, 'psize': 33.7075, 'raw': {'x': 995.5383, 'y': 597.5363}}","{'x': 1007.7323, 'y': 592.6}","{'avg': {'x': 1029.7251, 'y': 584.4559}, 'pcenter': {'x': 0.6463, 'y': 0.3653}, 'psize': 36.3139, 'raw': {'x': 1019.9263, 'y': 587.6638}}",7,719792076,1579120273.356,0,1019.9263,587.6638,995.5383,597.5363,1007.7323,592.60005,27,102,2,/variabl,0.0,1579120272.8358002
