,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button
0,;alfkjgkj,Presentation,0,00939960627fa_sunarceibpcyacbmfga.jpg,00144931230fb_sunaathajvxrgptwhoj.jpg,00939960627fa.jpg,sunarceibpcyacbmfga.jpg,00144931230fb.jpg,sunaathajvxrgptwhoj.jpg,,,>,Place,,,,,1,,,
1,;alfkjgkj,Presentation,0,00789960620fa_sunagpancjmxqfazssf.jpg,00988960627fa_sunbmaiocftdtvnzgap.jpg,00789960620fa.jpg,sunagpancjmxqfazssf.jpg,00988960627fa.jpg,sunbmaiocftdtvnzgap.jpg,,,>,Place,,,,,1,,,
2,;alfkjgkj,Presentation,0,00663941121fa_sunadnjjzohjhbohlwq.jpg,00997960627fa_sunbtpilbhhbmhmeuzq.jpg,00663941121fa.jpg,sunadnjjzohjhbohlwq.jpg,00997960627fa.jpg,sunbtpilbhhbmhmeuzq.jpg,,,>,Place,,,,,1,,,
3,;alfkjgkj,Presentation,0,00562941031fa_sunacjnahdmqfnjfwqx.jpg,00985960627fa_sunbgklxeqjhdbyfhhy.jpg,00562941031fa.jpg,sunacjnahdmqfnjfwqx.jpg,00985960627fa.jpg,sunbgklxeqjhdbyfhhy.jpg,,,>,Place,,,,,1,,,
4,;alfkjgkj,Presentation,0,00913960530fa_sunaooffzffbhcpirmm.jpg,00705960530fa_sunaduslxfzlbxlllnz.jpg,00913960530fa.jpg,sunaooffzffbhcpirmm.jpg,00705960530fa.jpg,sunaduslxfzlbxlllnz.jpg,,,>,Place,,,,,1,,,
5,;alfkjgkj,Presentation,0,00681941121fa_sunadqmjrhfjyuzyvdd.jpg,00809960620fa_sunahbvlpavurqoxdeq.jpg,00681941121fa.jpg,sunadqmjrhfjyuzyvdd.jpg,00809960620fa.jpg,sunahbvlpavurqoxdeq.jpg,,,>,Place,,,,,1,,,
6,;alfkjgkj,Presentation,0,01010960627fa_suncnkvbhypnivcohyx.jpg,00891960530fa_sunalkiibhqpxfamlll.jpg,01010960627fa.jpg,suncnkvbhypnivcohyx.jpg,00891960530fa.jpg,sunalkiibhqpxfamlll.jpg,,,>,Place,,,,,1,,,
7,;alfkjgkj,Presentation,0,00073931230fa_sunaafbmtoniaasysgu.jpg,00766960620fa_sunafijbgncijwykrnl.jpg,00073931230fa.jpg,sunaafbmtoniaasysgu.jpg,00766960620fa.jpg,sunafijbgncijwykrnl.jpg,,,>,Place,,,,,0,,,
8,;alfkjgkj,Presentation,0,00218940128fa_sunabbwggenhfbftyvi.jpg,00071940128fa_sunaaexpnawiehinlpy.jpg,00218940128fa.jpg,sunabbwggenhfbftyvi.jpg,00071940128fa.jpg,sunaaexpnawiehinlpy.jpg,,,>,Place,,,,,1,,,
9,;alfkjgkj,Presentation,0,01009960627fa_sunbxzweleltykebgan.jpg,00942960627fa_sunarfdklgdnjgeqfjg.jpg,01009960627fa.jpg,sunbxzweleltykebgan.jpg,00942960627fa.jpg,sunarfdklgdnjgeqfjg.jpg,,,>,Place,,,,,1,,,
10,;alfkjgkj,Memory,0,,,,,,,00773941201fa.jpg,,,,,,,,,,,
11,;alfkjgkj,Memory,0,,,,,,,sunabzjxlmkwnwzimua.jpg,,,,,,,,,,,
12,;alfkjgkj,Memory,0,,,,,,,sunajjxttslobudoqbv.jpg,,,,,,,,,,,
13,;alfkjgkj,Memory,0,,,,,,,01000960627fa.jpg,,,,,,,,,,,
14,;alfkjgkj,Memory,0,,,,,,,sunbbfqwjpdxniyhies.jpg,,,,,,,,,,,
15,;alfkjgkj,Memory,0,,,,,,,sunahuynahneraqftyz.jpg,,,,,,,,,,,
16,;alfkjgkj,Memory,0,,,,,,,sunanaacmmosxrfwmvl.jpg,,,,,,,,,,,
17,;alfkjgkj,Memory,0,,,,,,,00648941031fa.jpg,,,,,,,,,,,
18,;alfkjgkj,Memory,0,,,,,,,00752960620fa.jpg,,,,,,,,,,,
19,;alfkjgkj,Memory,0,,,,,,,00663941121fa.jpg,,,,,,,,,,,
20,;alfkjgkj,Memory,0,,,,,,,sunaiwfobocrruqznsv.jpg,,,,,,,,,,,
21,;alfkjgkj,Memory,0,,,,,,,00908960530fa.jpg,,,,,,,,,,,
22,;alfkjgkj,Memory,0,,,,,,,sunanwjjyqqwzqrqagd.jpg,,,,,,,,,,,
23,;alfkjgkj,Memory,0,,,,,,,00129931230fb.jpg,,,,,,,,,,,
24,;alfkjgkj,Memory,0,,,,,,,00970960627fa.jpg,,,,,,,,,,,
25,;alfkjgkj,Memory,0,,,,,,,sunadfktsqjthoglcsm.jpg,,,,,,,,,,,
26,;alfkjgkj,Memory,0,,,,,,,00270940422fb.jpg,,,,,,,,,,,
27,;alfkjgkj,Memory,0,,,,,,,sunadbdqzigzwipuipr.jpg,,,,,,,,,,,
28,;alfkjgkj,Memory,0,,,,,,,sunaazzyhbvqjpmazjq.jpg,,,,,,,,,,,
29,;alfkjgkj,Memory,0,,,,,,,00986960627fa.jpg,,,,,,,,,,,
30,;alfkjgkj,Memory,0,,,,,,,00185940422fb.jpg,,,,,,,,,,,
31,;alfkjgkj,Memory,0,,,,,,,sunaaylzyqlqrsmfwif.jpg,,,,,,,,,,,
32,;alfkjgkj,Memory,0,,,,,,,00564940928fa.jpg,,,,,,,,,,,
33,;alfkjgkj,Memory,0,,,,,,,00554940519fa.jpg,,,,,,,,,,,
34,;alfkjgkj,Memory,0,,,,,,,sunahrltmuwbiehihpe.jpg,,,,,,,,,,,
35,;alfkjgkj,Memory,0,,,,,,,sunaakmxzhuceuiryah.jpg,,,,,,,,,,,
36,;alfkjgkj,Memory,0,,,,,,,sunavxokzybtomhbmvm.jpg,,,,,,,,,,,
37,;alfkjgkj,Memory,0,,,,,,,sunafowswglhxcsufpo.jpg,,,,,,,,,,,
38,;alfkjgkj,Memory,0,,,,,,,00681941121fa.jpg,,,,,,,,,,,
39,;alfkjgkj,Memory,0,,,,,,,00720960620fa.jpg,,,,,,,,,,,
40,;alfkjgkj,Memory,0,,,,,,,00868960307fa.jpg,,,,,,,,,,,
41,;alfkjgkj,Memory,0,,,,,,,sunaaemixhfquhnxxlm.jpg,,,,,,,,,,,
42,;alfkjgkj,Memory,0,,,,,,,00529940519fa.jpg,,,,,,,,,,,
43,;alfkjgkj,Memory,0,,,,,,,00972960627fa.jpg,,,,,,,,,,,
44,;alfkjgkj,Memory,0,,,,,,,00955960627fb.jpg,,,,,,,,,,,
45,;alfkjgkj,Memory,0,,,,,,,00670941121fa.jpg,,,,,,,,,,,
46,;alfkjgkj,Memory,0,,,,,,,00069931230fb.jpg,,,,,,,,,,,
47,;alfkjgkj,Memory,0,,,,,,,sunbprywzqxjcezkbch.jpg,,,,,,,,,,,
48,;alfkjgkj,Memory,0,,,,,,,00540940519fa.jpg,,,,,,,,,,,
49,;alfkjgkj,Memory,0,,,,,,,sunaletopenvvozhpxc.jpg,,,,,,,,,,,
50,;alfkjgkj,Presentation,1,00235940128fb_sunabclssnoeuigtawp.jpg,00481940519fa_sunabxsuqbleluwczoy.jpg,00235940128fb.jpg,sunabclssnoeuigtawp.jpg,00481940519fa.jpg,sunabxsuqbleluwczoy.jpg,,,>,Face,,,,,1,,,
51,;alfkjgkj,Presentation,1,00938960627fa_sunaqyylsngywqzwfmx.jpg,00866940307fa_sunajbwkywmsqkldfml.jpg,00938960627fa.jpg,sunaqyylsngywqzwfmx.jpg,00866940307fa.jpg,sunajbwkywmsqkldfml.jpg,,,>,Face,,,,,1,,,
52,;alfkjgkj,Presentation,1,00296940422fa_sunabrwnslxalcohfre.jpg,01207940128fa_sundbixjudsgeuuehrn.jpg,00296940422fa.jpg,sunabrwnslxalcohfre.jpg,01207940128fa.jpg,sundbixjudsgeuuehrn.jpg,,,>,Face,,,,,1,,,
53,;alfkjgkj,Presentation,1,00184940128fa_sunaavtbadenwnzeutj.jpg,00786941205fa_sunagmhildamktmqjss.jpg,00184940128fa.jpg,sunaavtbadenwnzeutj.jpg,00786941205fa.jpg,sunagmhildamktmqjss.jpg,,,>,Face,,,,,1,,,
54,;alfkjgkj,Presentation,1,00792941205fa_sunagsiwrmuixqgdimb.jpg,00773960620fa_sunafvsxtzaizojicxx.jpg,00792941205fa.jpg,sunagsiwrmuixqgdimb.jpg,00773960620fa.jpg,sunafvsxtzaizojicxx.jpg,,,>,Face,,,,,0,,,
55,;alfkjgkj,Presentation,1,00554940519fa_sunacfdkbsrughwqwtt.jpg,00796941205fa_sunaguchqqnrtodtezq.jpg,00554940519fa.jpg,sunacfdkbsrughwqwtt.jpg,00796941205fa.jpg,sunaguchqqnrtodtezq.jpg,,,>,Face,,,,,1,,,
56,;alfkjgkj,Presentation,1,00498960627fa_sunabzjxlmkwnwzimua.jpg,00209940128fb_sunabaergayifsgacxt.jpg,00498960627fa.jpg,sunabzjxlmkwnwzimua.jpg,00209940128fb.jpg,sunabaergayifsgacxt.jpg,,,>,Face,,,,,1,,,
57,;alfkjgkj,Presentation,1,00260940128fa_sunabgfhvifeijihhjw.jpg,00818940307fa_sunahpblecxtmuzkmxb.jpg,00260940128fa.jpg,sunabgfhvifeijihhjw.jpg,00818940307fa.jpg,sunahpblecxtmuzkmxb.jpg,,,>,Face,,,,,1,,,
58,;alfkjgkj,Presentation,1,00221940128fa_sunabcfpwlpolnutyju.jpg,00893960530Fa_sunaloffvbvysigxent.jpg,00221940128fa.jpg,sunabcfpwlpolnutyju.jpg,00893960530Fa.jpg,sunaloffvbvysigxent.jpg,,,>,Face,,,,,0,,,
59,;alfkjgkj,Presentation,1,00290940422fa_sunabqowuarvqqcnipn.jpg,00961960627fa_sunawotxrevnqvamsfp.jpg,00290940422fa.jpg,sunabqowuarvqqcnipn.jpg,00961960627fa.jpg,sunawotxrevnqvamsfp.jpg,,,>,Face,,,,,1,,,
60,;alfkjgkj,Memory,1,,,,,,,00973960627fa.jpg,,,,,,,,,,,
61,;alfkjgkj,Memory,1,,,,,,,sunaecpkgfewqqreqwe.jpg,,,,,,,,,,,
62,;alfkjgkj,Memory,1,,,,,,,00848940307fa.jpg,,,,,,,,,,,
63,;alfkjgkj,Memory,1,,,,,,,sunapqkyghktgtosuuk.jpg,,,,,,,,,,,
64,;alfkjgkj,Memory,1,,,,,,,00719941201fa.jpg,,,,,,,,,,,
65,;alfkjgkj,Memory,1,,,,,,,sunaamdjwemxpmmtypi.jpg,,,,,,,,,,,
66,;alfkjgkj,Memory,1,,,,,,,00761960627fa.jpg,,,,,,,,,,,
67,;alfkjgkj,Memory,1,,,,,,,sunadakkdovnuzlycvp.jpg,,,,,,,,,,,
68,;alfkjgkj,Memory,1,,,,,,,sunaeomlfaabhpswasy.jpg,,,,,,,,,,,
69,;alfkjgkj,Memory,1,,,,,,,00557940519fa.jpg,,,,,,,,,,,
70,;alfkjgkj,Memory,1,,,,,,,00149931230fa.jpg,,,,,,,,,,,
71,;alfkjgkj,Memory,1,,,,,,,sunadfndyrtqqiasoig.jpg,,,,,,,,,,,
72,;alfkjgkj,Memory,1,,,,,,,sunabyvpwkgsjtijdwj.jpg,,,,,,,,,,,
73,;alfkjgkj,Memory,1,,,,,,,sunabxsbfwjccqxxzxq.jpg,,,,,,,,,,,
74,;alfkjgkj,Memory,1,,,,,,,00913960530fa.jpg,,,,,,,,,,,
75,;alfkjgkj,Memory,1,,,,,,,sunaqyylsngywqzwfmx.jpg,,,,,,,,,,,
76,;alfkjgkj,Memory,1,,,,,,,00144931230fb.jpg,,,,,,,,,,,
77,;alfkjgkj,Memory,1,,,,,,,sunaooffzffbhcpirmm.jpg,,,,,,,,,,,
78,;alfkjgkj,Memory,1,,,,,,,00296940422fa.jpg,,,,,,,,,,,
79,;alfkjgkj,Memory,1,,,,,,,00768941205fa.jpg,,,,,,,,,,,
80,;alfkjgkj,Memory,1,,,,,,,sunahgtbwgsmtqeodwh.jpg,,,,,,,,,,,
81,;alfkjgkj,Memory,1,,,,,,,00800941205fb.jpg,,,,,,,,,,,
82,;alfkjgkj,Memory,1,,,,,,,00146960620fb.jpg,,,,,,,,,,,
83,;alfkjgkj,Memory,1,,,,,,,00805941205fa.jpg,,,,,,,,,,,
84,;alfkjgkj,Memory,1,,,,,,,00921960627fa.jpg,,,,,,,,,,,
85,;alfkjgkj,Memory,1,,,,,,,sunagwzdbtlixdhgolm.jpg,,,,,,,,,,,
86,;alfkjgkj,Memory,1,,,,,,,00214940128fa.jpg,,,,,,,,,,,
87,;alfkjgkj,Memory,1,,,,,,,00809960620fa.jpg,,,,,,,,,,,
88,;alfkjgkj,Memory,1,,,,,,,sunbaejotfklekvpxcz.jpg,,,,,,,,,,,
89,;alfkjgkj,Memory,1,,,,,,,00987960627fa.jpg,,,,,,,,,,,
90,;alfkjgkj,Memory,1,,,,,,,sunadflbrkckmepztql.jpg,,,,,,,,,,,
91,;alfkjgkj,Memory,1,,,,,,,sunacxtcahkymosigud.jpg,,,,,,,,,,,
92,;alfkjgkj,Memory,1,,,,,,,00784941205fb.jpg,,,,,,,,,,,
93,;alfkjgkj,Memory,1,,,,,,,sunbloeoiozwjjsiamp.jpg,,,,,,,,,,,
94,;alfkjgkj,Memory,1,,,,,,,00633940928fa.jpg,,,,,,,,,,,
95,;alfkjgkj,Memory,1,,,,,,,sunabyfxcxhdebvdyfd.jpg,,,,,,,,,,,
96,;alfkjgkj,Memory,1,,,,,,,sunahawfngukizslzsd.jpg,,,,,,,,,,,
97,;alfkjgkj,Memory,1,,,,,,,sunawksfbacycuhbrsc.jpg,,,,,,,,,,,
98,;alfkjgkj,Memory,1,,,,,,,00911960530fa.jpg,,,,,,,,,,,
99,;alfkjgkj,Memory,1,,,,,,,00771941205fa.jpg,,,,,,,,,,,
100,;alfkjgkj,Presentation,2,00915960620fa_sunapileznnbbmrwoei.jpg,00063931230fa_sunaaelyvurpntclgau.jpg,00915960620fa.jpg,sunapileznnbbmrwoei.jpg,00063931230fa.jpg,sunaaelyvurpntclgau.jpg,,,<,Face,,,,,1,,,
101,;alfkjgkj,Presentation,2,00086931230fa_sunaafynehyrzpsoaml.jpg,00978960627fa_sunbddbivbptlrlauhy.jpg,00086931230fa.jpg,sunaafynehyrzpsoaml.jpg,00978960627fa.jpg,sunbddbivbptlrlauhy.jpg,,,<,Face,,,,,1,,,
102,;alfkjgkj,Presentation,2,00308940422fb_sunabwfvcqqidycwypa.jpg,00675941121fa_sunadoxcchtmsxewsau.jpg,00308940422fb.jpg,sunabwfvcqqidycwypa.jpg,00675941121fa.jpg,sunadoxcchtmsxewsau.jpg,,,<,Face,,,,,1,,,
103,;alfkjgkj,Presentation,2,00124931230fa_sunaalhlvzmjmitybdn.jpg,00747941201fa_sunaeutbrtswvsozxyk.jpg,00124931230fa.jpg,sunaalhlvzmjmitybdn.jpg,00747941201fa.jpg,sunaeutbrtswvsozxyk.jpg,,,<,Face,,,,,1,,,
104,;alfkjgkj,Presentation,2,00841940307fa_sunaisiwfgppimtnmxl.jpg,00676941121fa_sunadpnqovzckyikrjo.jpg,00841940307fa.jpg,sunaisiwfgppimtnmxl.jpg,00676941121fa.jpg,sunadpnqovzckyikrjo.jpg,,,<,Face,,,,,1,,,
