Button,Time
"[['3', 317.86355113983154]]",1550774891.088822
"[['1', 350.8135302066803]]",1550774924.727927
"[['1', 162.72593593597412], ['2', 162.9912519454956], ['3', 163.10916805267334]]",1550775232.484476
"[['2', 170.85472702980042]]",1550775573.296146
"[['2', 231.19077801704407]]",1550775633.999621
"[['3', 40.990346908569336]]",1550775814.369826
"[['3', 132.5453178882599]]",1550775905.901223
"[['2', 147.55314207077026]]",1550775921.976495
"[['2', 94.66244602203369]]",1550777284.518237
