,avg,fix,lefteye,raw,righteye,state,time,timestamp,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Run
23179,"{'x': 1023.5582, 'y': 518.4088}",True,"{'avg': {'x': 1036.0432, 'y': 526.2492}, 'pcenter': {'x': 0.4885, 'y': 0.5187}, 'psize': 25.3878, 'raw': {'x': 1038.0947, 'y': 524.6857}}","{'x': 1024.9746, 'y': 522.2507}","{'avg': {'x': 1008.7339, 'y': 515.3785}, 'pcenter': {'x': 0.6295, 'y': 0.5168}, 'psize': 25.9204, 'raw': {'x': 1011.8546, 'y': 519.8159}}",7,179638031,1553884057.359,1011.8546,519.8159,1038.0947,524.6857,1024.97465,522.2508,14,72,1,/variabl,0.0,3
23180,"{'x': 1023.3855, 'y': 518.7802}",True,"{'avg': {'x': 1036.0168, 'y': 526.5801}, 'pcenter': {'x': 0.4885, 'y': 0.5187}, 'psize': 24.9726, 'raw': {'x': 1044.057, 'y': 526.312}}","{'x': 1032.7512, 'y': 522.3068}","{'avg': {'x': 1009.3795, 'y': 515.4056}, 'pcenter': {'x': 0.6295, 'y': 0.5169}, 'psize': 26.0714, 'raw': {'x': 1021.4455, 'y': 518.3015}}",7,179638076,1553884057.404,1021.4455,518.3015,1044.057,526.312,1032.75125,522.30675,14,72,1,/variabl,0.0,3
23181,"{'x': 1024.1835, 'y': 519.5089}",True,"{'avg': {'x': 1036.4054, 'y': 526.3278}, 'pcenter': {'x': 0.4886, 'y': 0.5187}, 'psize': 25.1636, 'raw': {'x': 1045.7063, 'y': 525.5704}}","{'x': 1035.5602, 'y': 513.9137}","{'avg': {'x': 1010.5145, 'y': 514.6055}, 'pcenter': {'x': 0.6296, 'y': 0.5167}, 'psize': 25.4793, 'raw': {'x': 1025.4141, 'y': 502.257}}",7,179638109,1553884057.437,1025.4141,502.257,1045.7063,525.5704,1035.5602,513.9137,14,72,1,/variabl,0.0,3
23182,"{'x': 1024.3621, 'y': 519.9221}",True,"{'avg': {'x': 1036.3478, 'y': 526.6401}, 'pcenter': {'x': 0.4885, 'y': 0.5187}, 'psize': 25.4234, 'raw': {'x': 1039.4985, 'y': 527.6422}}","{'x': 1027.6111, 'y': 525.9869}","{'avg': {'x': 1011.2282, 'y': 515.2802}, 'pcenter': {'x': 0.6295, 'y': 0.5169}, 'psize': 26.0139, 'raw': {'x': 1015.7238, 'y': 524.3317}}",7,179638142,1553884057.47,1015.7238,524.3317,1039.4985,527.6422,1027.61115,525.98695,14,72,1,/variabl,0.0,3
23183,"{'x': 1024.1366, 'y': 520.1302}",True,"{'avg': {'x': 1036.1128, 'y': 527.827}, 'pcenter': {'x': 0.4885, 'y': 0.5189}, 'psize': 25.6353, 'raw': {'x': 1036.5873, 'y': 547.5591}}","{'x': 1027.885, 'y': 537.4658}","{'avg': {'x': 1012.1606, 'y': 516.0898}, 'pcenter': {'x': 0.6295, 'y': 0.5168}, 'psize': 25.8624, 'raw': {'x': 1019.1828, 'y': 527.3726}}",7,179638187,1553884057.515,1019.1828,527.3726,1036.5873,547.5591,1027.8850499999999,537.46585,14,72,1,/variabl,0.0,3
23184,"{'x': 1024.6818, 'y': 520.7421}",True,"{'avg': {'x': 1036.5135, 'y': 528.5895}, 'pcenter': {'x': 0.4886, 'y': 0.5188}, 'psize': 25.854, 'raw': {'x': 1041.8307, 'y': 537.8256}}","{'x': 1031.0447, 'y': 532.7866}","{'avg': {'x': 1012.6666, 'y': 516.8588}, 'pcenter': {'x': 0.6295, 'y': 0.517}, 'psize': 26.0363, 'raw': {'x': 1020.2586, 'y': 527.7476}}",7,179638221,1553884057.549,1020.2586,527.7476,1041.8307,537.8256,1031.04465,532.7866,14,72,1,/variabl,0.0,3
23185,"{'x': 1024.905, 'y': 521.055}",True,"{'avg': {'x': 1037.1864, 'y': 527.712}, 'pcenter': {'x': 0.4886, 'y': 0.5186}, 'psize': 25.4035, 'raw': {'x': 1044.0765, 'y': 516.9765}}","{'x': 1027.2961, 'y': 510.2272}","{'avg': {'x': 1012.5395, 'y': 515.7995}, 'pcenter': {'x': 0.6294, 'y': 0.5166}, 'psize': 26.0496, 'raw': {'x': 1010.5158, 'y': 503.4779}}",7,179638256,1553884057.584,1010.5158,503.4779,1044.0765,516.9765,1027.29615,510.2272,14,72,1,/variabl,0.0,3
23186,"{'x': 1025.7146, 'y': 521.5677}",True,"{'avg': {'x': 1037.5674, 'y': 527.3037}, 'pcenter': {'x': 0.4886, 'y': 0.5186}, 'psize': 25.6563, 'raw': {'x': 1043.1266, 'y': 524.1735}}","{'x': 1037.8135, 'y': 529.616}","{'avg': {'x': 1013.8952, 'y': 517.0077}, 'pcenter': {'x': 0.6295, 'y': 0.5169}, 'psize': 26.0515, 'raw': {'x': 1032.5005, 'y': 535.0583}}",7,179638300,1553884057.628,1032.5005,535.0583,1043.1266,524.1735,1037.81355,529.6159,14,72,1,/variabl,0.0,3
23187,"{'x': 1025.0963, 'y': 521.4883}",True,"{'avg': {'x': 1037.7882, 'y': 529.4655}, 'pcenter': {'x': 0.4887, 'y': 0.5189}, 'psize': 25.9469, 'raw': {'x': 1041.9008, 'y': 559.4902}}","{'x': 1028.8663, 'y': 542.019}","{'avg': {'x': 1014.1543, 'y': 517.723}, 'pcenter': {'x': 0.6295, 'y': 0.5169}, 'psize': 26.1468, 'raw': {'x': 1015.832, 'y': 524.548}}",7,179638334,1553884057.662,1015.832,524.548,1041.9008,559.4902,1028.8663999999999,542.0191,14,72,1,/variabl,0.0,3
23188,"{'x': 1024.8958, 'y': 521.6452}",True,"{'avg': {'x': 1037.9537, 'y': 531.1826}, 'pcenter': {'x': 0.4886, 'y': 0.5189}, 'psize': 25.7054, 'raw': {'x': 1038.5222, 'y': 556.5851}}","{'x': 1028.8546, 'y': 540.4995}","{'avg': {'x': 1014.5146, 'y': 518.4092}, 'pcenter': {'x': 0.6295, 'y': 0.5169}, 'psize': 26.0096, 'raw': {'x': 1019.187, 'y': 524.414}}",7,179638369,1553884057.697,1019.187,524.414,1038.5222,556.5851,1028.8546000000001,540.49955,14,72,1,/variabl,0.0,3
