,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button
50,almost_practice,Presentation,1,00742941201fa_sunaenwuebvlpdmntju.jpg,00138931230fa_sunaapfaivxqoynnwwp.jpg,00742941201fa.jpg,sunaenwuebvlpdmntju.jpg,00138931230fa.jpg,sunaapfaivxqoynnwwp.jpg,,,<,Face,0.5832111835479736,,,,1,,,1
51,almost_practice,Presentation,1,00763941205fa_sunafhmnhsdurlvddpw.jpg,00812941205fa_sunahgtbwgsmtqeodwh.jpg,00763941205fa.jpg,sunafhmnhsdurlvddpw.jpg,00812941205fa.jpg,sunahgtbwgsmtqeodwh.jpg,,,<,Face,0.6135540008544922,,,,1,,,1
52,almost_practice,Presentation,1,00077931230fb_sunaafgqutfaishsxyu.jpg,00262940128fa_sunabizydfotqddlnjp.jpg,00077931230fb.jpg,sunaafgqutfaishsxyu.jpg,00262940128fa.jpg,sunabizydfotqddlnjp.jpg,,,<,Face,0.4149179458618164,,,,1,,,1
53,almost_practice,Presentation,1,00163931230fb_sunaavodbcpygkggnfp.jpg,00822940307fa_sunahqrxievfeusiqlt.jpg,00163931230fb.jpg,sunaavodbcpygkggnfp.jpg,00822940307fa.jpg,sunahqrxievfeusiqlt.jpg,,,<,Face,0.4487488269805908,,,,1,,,1
54,almost_practice,Presentation,1,00663941121fa_sunadnjjzohjhbohlwq.jpg,00943960627fa_sunarpsxqkduedrrzyi.jpg,00663941121fa.jpg,sunadnjjzohjhbohlwq.jpg,00943960627fa.jpg,sunarpsxqkduedrrzyi.jpg,,,<,Face,0.5830080509185791,,,,1,,,1
55,almost_practice,Presentation,1,00218940128fa_sunabbwggenhfbftyvi.jpg,00197940128fa_sunaaylzyqlqrsmfwif.jpg,00218940128fa.jpg,sunabbwggenhfbftyvi.jpg,00197940128fa.jpg,sunaaylzyqlqrsmfwif.jpg,,,<,Face,0.4343099594116211,,,,1,,,1
56,almost_practice,Presentation,1,00308940422fb_sunabwfvcqqidycwypa.jpg,00915960620fa_sunapileznnbbmrwoei.jpg,00308940422fb.jpg,sunabwfvcqqidycwypa.jpg,00915960620fa.jpg,sunapileznnbbmrwoei.jpg,,,<,Face,0.4671669006347656,,,,1,,,1
57,almost_practice,Presentation,1,00889960530fa_sunaletopenvvozhpxc.jpg,00903960620fa_sunanainkqdvktzoxyl.jpg,00889960530fa.jpg,sunaletopenvvozhpxc.jpg,00903960620fa.jpg,sunanainkqdvktzoxyl.jpg,,,<,Face,0.6835100650787354,,,,1,,,1
58,almost_practice,Presentation,1,00862940307fa_sunaizgnnplsvajzhkc.jpg,00793941205fa_sunagtjwilqjvxohypn.jpg,00862940307fa.jpg,sunaizgnnplsvajzhkc.jpg,00793941205fa.jpg,sunagtjwilqjvxohypn.jpg,,,<,Face,0.6885859966278076,,,,1,,,1
59,almost_practice,Presentation,1,00762941201fa_sunafgzgbisbopcyslr.jpg,00306940422fa_sunabueyoajufbkraki.jpg,00762941201fa.jpg,sunafgzgbisbopcyslr.jpg,00306940422fa.jpg,sunabueyoajufbkraki.jpg,,,<,Face,1.834388017654419,,,,1,,,1
