,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button
0,almost_practice,Presentation,0,00966960627fa_sunaygrtwrwfezqjizr.jpg,00884960530fa_sunakodkcslgqhqlgwl.jpg,00966960627fa.jpg,sunaygrtwrwfezqjizr.jpg,00884960530fa.jpg,sunakodkcslgqhqlgwl.jpg,,,<,Place,,,,,1,,,
1,almost_practice,Presentation,0,00670941121fa_sunadochqcucscehsgk.jpg,00983960627fa_sunbfyvfqiimvdaxlqn.jpg,00670941121fa.jpg,sunadochqcucscehsgk.jpg,00983960627fa.jpg,sunbfyvfqiimvdaxlqn.jpg,,,<,Place,,,,,0,,,
2,almost_practice,Presentation,0,00210940128fb_sunabanoxjtqxamkucc.jpg,01000960627fa_sunbvzmgrdvaakxusbu.jpg,00210940128fb.jpg,sunabanoxjtqxamkucc.jpg,01000960627fa.jpg,sunbvzmgrdvaakxusbu.jpg,,,<,Place,,,,,1,,,
3,almost_practice,Presentation,0,00827940307fa_sunahtfxgsrmkiulnwk.jpg,00815941205fa_sunahiphsekjihkafsl.jpg,00827940307fa.jpg,sunahtfxgsrmkiulnwk.jpg,00815941205fa.jpg,sunahiphsekjihkafsl.jpg,,,<,Place,,,,,1,,,
4,almost_practice,Presentation,0,00990960627fa_sunbpflsdaxnddnwcqi.jpg,00635941031fa_sunaddsaeicthrfbkhe.jpg,00990960627fa.jpg,sunbpflsdaxnddnwcqi.jpg,00635941031fa.jpg,sunaddsaeicthrfbkhe.jpg,,,<,Place,,,,,1,,,
5,almost_practice,Presentation,0,00902960530fa_sunanaacmmosxrfwmvl.jpg,01207940128fa_sundbixjudsgeuuehrn.jpg,00902960530fa.jpg,sunanaacmmosxrfwmvl.jpg,01207940128fa.jpg,sundbixjudsgeuuehrn.jpg,,,<,Place,,,,,1,,,
6,almost_practice,Presentation,0,00292940422fb_sunabrjdpmoedcdjbpo.jpg,00126931230fb_sunaamdjwemxpmmtypi.jpg,00292940422fb.jpg,sunabrjdpmoedcdjbpo.jpg,00126931230fb.jpg,sunaamdjwemxpmmtypi.jpg,,,<,Place,,,,,1,,,
7,almost_practice,Presentation,0,00743941201fa_sunaeoghzrjarigmwua.jpg,00891960530fa_sunalkiibhqpxfamlll.jpg,00743941201fa.jpg,sunaeoghzrjarigmwua.jpg,00891960530fa.jpg,sunalkiibhqpxfamlll.jpg,,,<,Place,,,,,0,,,
8,almost_practice,Presentation,0,00294940422fb_sunabrlndkruqokhury.jpg,00700941121fa_sunadsgmtznewzyasnk.jpg,00294940422fb.jpg,sunabrlndkruqokhury.jpg,00700941121fa.jpg,sunadsgmtznewzyasnk.jpg,,,<,Place,,,,,1,,,
9,almost_practice,Presentation,0,00977960627fa_sunbbxkanhzjgbwyxqs.jpg,00754941201fa_sunaffgsyyvoqdlkmnk.jpg,00977960627fa.jpg,sunbbxkanhzjgbwyxqs.jpg,00754941201fa.jpg,sunaffgsyyvoqdlkmnk.jpg,,,<,Place,,,,,1,,,
10,almost_practice,Memory,0,,,,,,,sunadcphrizvfpljiqt.jpg,,,,,,,,,,,
11,almost_practice,Memory,0,,,,,,,sunbbxkanhzjgbwyxqs.jpg,,,,,,,,,,,
12,almost_practice,Memory,0,,,,,,,sunaawqdbpihmlbwyyn.jpg,,,,,,,,,,,
13,almost_practice,Memory,0,,,,,,,00728941205fa.jpg,,,,,,,,,,,
14,almost_practice,Memory,0,,,,,,,sunbfzchmomnvzhbxdg.jpg,,,,,,,,,,,
15,almost_practice,Memory,0,,,,,,,00532960627fa.jpg,,,,,,,,,,,
16,almost_practice,Memory,0,,,,,,,sunahmhrncocyhsjpxk.jpg,,,,,,,,,,,
17,almost_practice,Memory,0,,,,,,,00905960530fa.jpg,,,,,,,,,,,
18,almost_practice,Memory,0,,,,,,,sunabllobxadqcyttej.jpg,,,,,,,,,,,
19,almost_practice,Memory,0,,,,,,,00294940422fb.jpg,,,,,,,,,,,
20,almost_practice,Memory,0,,,,,,,00949960627fb.jpg,,,,,,,,,,,
21,almost_practice,Memory,0,,,,,,,00081941031fa.jpg,,,,,,,,,,,
22,almost_practice,Memory,0,,,,,,,sunacvjlsylseoghjup.jpg,,,,,,,,,,,
23,almost_practice,Memory,0,,,,,,,00931960627fa.jpg,,,,,,,,,,,
24,almost_practice,Memory,0,,,,,,,sunaobtizabegtwfwul.jpg,,,,,,,,,,,
25,almost_practice,Memory,0,,,,,,,00198940128fb.jpg,,,,,,,,,,,
26,almost_practice,Memory,0,,,,,,,sunajawzbrlrwafowen.jpg,,,,,,,,,,,
27,almost_practice,Memory,0,,,,,,,sunaaxjpzcnxligjtjq.jpg,,,,,,,,,,,
28,almost_practice,Memory,0,,,,,,,00784941205fb.jpg,,,,,,,,,,,
29,almost_practice,Memory,0,,,,,,,00146960620fb.jpg,,,,,,,,,,,
30,almost_practice,Memory,0,,,,,,,sunaecpkgfewqqreqwe.jpg,,,,,,,,,,,
31,almost_practice,Memory,0,,,,,,,00082931230fa.jpg,,,,,,,,,,,
32,almost_practice,Memory,0,,,,,,,00163931230fb.jpg,,,,,,,,,,,
33,almost_practice,Memory,0,,,,,,,00744941201fa.jpg,,,,,,,,,,,
34,almost_practice,Memory,0,,,,,,,sunakmnfgklupjijsgf.jpg,,,,,,,,,,,
35,almost_practice,Memory,0,,,,,,,00960960627fa.jpg,,,,,,,,,,,
36,almost_practice,Memory,0,,,,,,,sunajoveqhiprwqgoco.jpg,,,,,,,,,,,
37,almost_practice,Memory,0,,,,,,,sunaatpeezlljqaxlhj.jpg,,,,,,,,,,,
38,almost_practice,Memory,0,,,,,,,sunahiphsekjihkafsl.jpg,,,,,,,,,,,
39,almost_practice,Memory,0,,,,,,,sunbxarcshsnqsefemx.jpg,,,,,,,,,,,
40,almost_practice,Memory,0,,,,,,,00955960627fb.jpg,,,,,,,,,,,
41,almost_practice,Memory,0,,,,,,,00185940422fb.jpg,,,,,,,,,,,
42,almost_practice,Memory,0,,,,,,,00967960627fa.jpg,,,,,,,,,,,
43,almost_practice,Memory,0,,,,,,,00745941205fa.jpg,,,,,,,,,,,
44,almost_practice,Memory,0,,,,,,,00903960620fa.jpg,,,,,,,,,,,
45,almost_practice,Memory,0,,,,,,,00922960627fa.jpg,,,,,,,,,,,
46,almost_practice,Memory,0,,,,,,,sunabxsuqbleluwczoy.jpg,,,,,,,,,,,
47,almost_practice,Memory,0,,,,,,,00943960627fa.jpg,,,,,,,,,,,
48,almost_practice,Memory,0,,,,,,,sunafgzgbisbopcyslr.jpg,,,,,,,,,,,
49,almost_practice,Memory,0,,,,,,,00860940307fa.jpg,,,,,,,,,,,
50,almost_practice,Presentation,1,00742941201fa_sunaenwuebvlpdmntju.jpg,00138931230fa_sunaapfaivxqoynnwwp.jpg,00742941201fa.jpg,sunaenwuebvlpdmntju.jpg,00138931230fa.jpg,sunaapfaivxqoynnwwp.jpg,,,<,Face,,,,,1,,,
51,almost_practice,Presentation,1,00763941205fa_sunafhmnhsdurlvddpw.jpg,00812941205fa_sunahgtbwgsmtqeodwh.jpg,00763941205fa.jpg,sunafhmnhsdurlvddpw.jpg,00812941205fa.jpg,sunahgtbwgsmtqeodwh.jpg,,,<,Face,,,,,1,,,
52,almost_practice,Presentation,1,00077931230fb_sunaafgqutfaishsxyu.jpg,00262940128fa_sunabizydfotqddlnjp.jpg,00077931230fb.jpg,sunaafgqutfaishsxyu.jpg,00262940128fa.jpg,sunabizydfotqddlnjp.jpg,,,<,Face,,,,,1,,,
53,almost_practice,Presentation,1,00163931230fb_sunaavodbcpygkggnfp.jpg,00822940307fa_sunahqrxievfeusiqlt.jpg,00163931230fb.jpg,sunaavodbcpygkggnfp.jpg,00822940307fa.jpg,sunahqrxievfeusiqlt.jpg,,,<,Face,,,,,1,,,
54,almost_practice,Presentation,1,00663941121fa_sunadnjjzohjhbohlwq.jpg,00943960627fa_sunarpsxqkduedrrzyi.jpg,00663941121fa.jpg,sunadnjjzohjhbohlwq.jpg,00943960627fa.jpg,sunarpsxqkduedrrzyi.jpg,,,<,Face,,,,,1,,,
55,almost_practice,Presentation,1,00218940128fa_sunabbwggenhfbftyvi.jpg,00197940128fa_sunaaylzyqlqrsmfwif.jpg,00218940128fa.jpg,sunabbwggenhfbftyvi.jpg,00197940128fa.jpg,sunaaylzyqlqrsmfwif.jpg,,,<,Face,,,,,1,,,
56,almost_practice,Presentation,1,00308940422fb_sunabwfvcqqidycwypa.jpg,00915960620fa_sunapileznnbbmrwoei.jpg,00308940422fb.jpg,sunabwfvcqqidycwypa.jpg,00915960620fa.jpg,sunapileznnbbmrwoei.jpg,,,<,Face,,,,,1,,,
57,almost_practice,Presentation,1,00889960530fa_sunaletopenvvozhpxc.jpg,00903960620fa_sunanainkqdvktzoxyl.jpg,00889960530fa.jpg,sunaletopenvvozhpxc.jpg,00903960620fa.jpg,sunanainkqdvktzoxyl.jpg,,,<,Face,,,,,1,,,
58,almost_practice,Presentation,1,00862940307fa_sunaizgnnplsvajzhkc.jpg,00793941205fa_sunagtjwilqjvxohypn.jpg,00862940307fa.jpg,sunaizgnnplsvajzhkc.jpg,00793941205fa.jpg,sunagtjwilqjvxohypn.jpg,,,<,Face,,,,,1,,,
59,almost_practice,Presentation,1,00762941201fa_sunafgzgbisbopcyslr.jpg,00306940422fa_sunabueyoajufbkraki.jpg,00762941201fa.jpg,sunafgzgbisbopcyslr.jpg,00306940422fa.jpg,sunabueyoajufbkraki.jpg,,,<,Face,,,,,1,,,
60,almost_practice,Memory,1,,,,,,,sunbmaiocftdtvnzgap.jpg,,,,,,,,,,,
61,almost_practice,Memory,1,,,,,,,sunaeisnjeetzmkbuad.jpg,,,,,,,,,,,
62,almost_practice,Memory,1,,,,,,,sunasrjlmglmjzbmqxb.jpg,,,,,,,,,,,
63,almost_practice,Memory,1,,,,,,,00095931230fa.jpg,,,,,,,,,,,
64,almost_practice,Memory,1,,,,,,,00910960530fa.jpg,,,,,,,,,,,
65,almost_practice,Memory,1,,,,,,,sunacfdkbsrughwqwtt.jpg,,,,,,,,,,,
66,almost_practice,Memory,1,,,,,,,sunabbafjowbzcvbucc.jpg,,,,,,,,,,,
67,almost_practice,Memory,1,,,,,,,00786941205fa.jpg,,,,,,,,,,,
68,almost_practice,Memory,1,,,,,,,00638941031fa.jpg,,,,,,,,,,,
69,almost_practice,Memory,1,,,,,,,00810941205fa.jpg,,,,,,,,,,,
70,almost_practice,Memory,1,,,,,,,sunbesrwkdsffeogeqq.jpg,,,,,,,,,,,
71,almost_practice,Memory,1,,,,,,,00812941205fa.jpg,,,,,,,,,,,
72,almost_practice,Memory,1,,,,,,,sunaooffzffbhcpirmm.jpg,,,,,,,,,,,
73,almost_practice,Memory,1,,,,,,,00847940307fa.jpg,,,,,,,,,,,
74,almost_practice,Memory,1,,,,,,,01207940128fa.jpg,,,,,,,,,,,
75,almost_practice,Memory,1,,,,,,,sunabasphceswhwwqvv.jpg,,,,,,,,,,,
76,almost_practice,Memory,1,,,,,,,sunahtfxgsrmkiulnwk.jpg,,,,,,,,,,,
77,almost_practice,Memory,1,,,,,,,00937960627fa.jpg,,,,,,,,,,,
78,almost_practice,Memory,1,,,,,,,sunaptrqvaooxfvktvw.jpg,,,,,,,,,,,
79,almost_practice,Memory,1,,,,,,,sunajrgtewnualfcerj.jpg,,,,,,,,,,,
80,almost_practice,Memory,1,,,,,,,00548940519fa.jpg,,,,,,,,,,,
81,almost_practice,Memory,1,,,,,,,00211940128fa.jpg,,,,,,,,,,,
82,almost_practice,Memory,1,,,,,,,sunaaiqiqcggrskoqgy.jpg,,,,,,,,,,,
83,almost_practice,Memory,1,,,,,,,00313940422fa.jpg,,,,,,,,,,,
84,almost_practice,Memory,1,,,,,,,suncnkvbhypnivcohyx.jpg,,,,,,,,,,,
85,almost_practice,Memory,1,,,,,,,00235940128fb.jpg,,,,,,,,,,,
86,almost_practice,Memory,1,,,,,,,sunahuynahneraqftyz.jpg,,,,,,,,,,,
87,almost_practice,Memory,1,,,,,,,00145931230fb.jpg,,,,,,,,,,,
88,almost_practice,Memory,1,,,,,,,00481940519fa.jpg,,,,,,,,,,,
89,almost_practice,Memory,1,,,,,,,00761960627fa.jpg,,,,,,,,,,,
90,almost_practice,Memory,1,,,,,,,00208940128fa.jpg,,,,,,,,,,,
91,almost_practice,Memory,1,,,,,,,00880960530fa.jpg,,,,,,,,,,,
92,almost_practice,Memory,1,,,,,,,sunarfdklgdnjgeqfjg.jpg,,,,,,,,,,,
