,Run,avg,fix,lefteye,raw,righteye,state,time,timestamp,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Behavior_Image_Start
37999,0,"{'x': 858.813, 'y': 502.492}",True,"{'avg': {'x': 581.8372, 'y': 459.592}, 'pcenter': {'x': 0.4474, 'y': 0.4518}, 'psize': 38.2261, 'raw': {'x': 554.5731, 'y': 558.0002}}","{'x': 765.6113, 'y': 545.0275}","{'avg': {'x': 1003.0789, 'y': 531.3572}, 'pcenter': {'x': 0.6017, 'y': 0.4547}, 'psize': 41.2019, 'raw': {'x': 976.6495, 'y': 532.0548}}",7.0,109449290.0,1570993737.802,976.6495,532.0548,554.5731,558.0002,765.6113,545.0274999999999,4,44,2,/sustain,0.0,1570993737.7752
38000,0,"{'x': 880.4658, 'y': 506.9115}",True,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 1009.2891, 'y': 538.7812}","{'avg': {'x': 1003.1611, 'y': 531.931}, 'pcenter': {'x': 0.6019, 'y': 0.4551}, 'psize': 40.7242, 'raw': {'x': 1009.2891, 'y': 538.7812}}",7.0,109449323.0,1570993737.835,1009.2891,538.7812,0.0,0.0,504.64455,269.3906,4,44,2,/sustain,0.0,1570993737.7752
38001,0,"{'x': 897.0721, 'y': 510.4326}",True,"{'avg': {'x': 579.0429, 'y': 452.6787}, 'pcenter': {'x': 0.4464, 'y': 0.4501}, 'psize': 33.2242, 'raw': {'x': 537.661, 'y': 347.9929}}","{'x': 767.8385, 'y': 442.4972}","{'avg': {'x': 1003.1802, 'y': 532.9435}, 'pcenter': {'x': 0.602, 'y': 0.4553}, 'psize': 40.8525, 'raw': {'x': 998.0159, 'y': 537.0015}}",7.0,109449366.0,1570993737.878,998.0159,537.0015,537.661,347.9929,767.83845,442.4972,4,44,2,/sustain,0.0,1570993737.7752
38002,0,"{'x': 893.6639, 'y': 509.9029}",True,"{'avg': {'x': 578.3439, 'y': 446.47}, 'pcenter': {'x': 0.4475, 'y': 0.4507}, 'psize': 36.0623, 'raw': {'x': 568.3124, 'y': 354.162}}","{'x': 775.9135, 'y': 445.5331}","{'avg': {'x': 1002.1869, 'y': 533.4002}, 'pcenter': {'x': 0.6019, 'y': 0.4554}, 'psize': 41.1712, 'raw': {'x': 983.5145, 'y': 536.9042}}",7.0,109449400.0,1570993737.912,983.5145,536.9042,568.3124,354.162,775.91345,445.5331,4,44,2,/sustain,0.0,1570993737.7752
38003,0,"{'x': 887.7872, 'y': 509.0013}",True,"{'avg': {'x': 576.9968, 'y': 449.7802}, 'pcenter': {'x': 0.4474, 'y': 0.4524}, 'psize': 37.7275, 'raw': {'x': 557.6448, 'y': 501.075}}","{'x': 777.8083, 'y': 520.8982}","{'avg': {'x': 1001.6028, 'y': 533.4646}, 'pcenter': {'x': 0.6018, 'y': 0.4555}, 'psize': 40.9224, 'raw': {'x': 997.9719, 'y': 540.7214}}",7.0,109449434.0,1570993737.946,997.9719,540.7214,557.6448,501.075,777.80835,520.8982,4,44,2,/sustain,0.0,1570993737.7752
38004,0,"{'x': 899.231, 'y': 511.5229}",True,"{'avg': {'x': 1014.2408, 'y': 137.4691}, 'pcenter': {'x': 0.4506, 'y': 0.4493}, 'psize': 23.403, 'raw': {'x': 1014.2408, 'y': 137.4691}}","{'x': 996.5612, 'y': 328.5722}","{'avg': {'x': 999.201, 'y': 533.4977}, 'pcenter': {'x': 0.6016, 'y': 0.4554}, 'psize': 41.3826, 'raw': {'x': 978.8815, 'y': 519.6754}}",7.0,109449477.0,1570993737.989,978.8815,519.6754,1014.2408,137.4691,996.56115,328.57225,4,44,2,/sustain,0.0,1570993737.7752
38005,0,"{'x': 884.3395, 'y': 514.9838}",True,"{'avg': {'x': 505.1717, 'y': 560.0792}, 'pcenter': {'x': 0.4469, 'y': 0.4532}, 'psize': 35.5658, 'raw': {'x': 505.1717, 'y': 560.0792}}","{'x': 748.9764, 'y': 542.9529}","{'avg': {'x': 997.8008, 'y': 532.6992}, 'pcenter': {'x': 0.6016, 'y': 0.4555}, 'psize': 40.8622, 'raw': {'x': 992.7812, 'y': 525.8266}}",7.0,109449510.0,1570993738.022,992.7812,525.8266,505.1717,560.0792,748.97645,542.9529,4,44,2,/sustain,0.0,1570993737.7752
38006,0,"{'x': 877.6157, 'y': 515.6357}",True,"{'avg': {'x': 541.3735, 'y': 501.7266}, 'pcenter': {'x': 0.4475, 'y': 0.4524}, 'psize': 39.6236, 'raw': {'x': 577.4832, 'y': 443.5227}}","{'x': 784.8864, 'y': 492.4477}","{'avg': {'x': 997.6035, 'y': 533.5868}, 'pcenter': {'x': 0.6016, 'y': 0.4557}, 'psize': 40.8286, 'raw': {'x': 992.2896, 'y': 541.3727}}",7.0,109449544.0,1570993738.056,992.2896,541.3727,577.4832,443.5227,784.8864,492.4477,4,44,2,/sustain,0.0,1570993737.7752
38007,0,"{'x': 869.2485, 'y': 515.4604}",True,"{'avg': {'x': 571.2416, 'y': 489.217}, 'pcenter': {'x': 0.4479, 'y': 0.4526}, 'psize': 40.3739, 'raw': {'x': 630.4147, 'y': 464.652}}","{'x': 806.9401, 'y': 505.2524}","{'avg': {'x': 996.668, 'y': 534.5937}, 'pcenter': {'x': 0.6016, 'y': 0.4559}, 'psize': 40.8724, 'raw': {'x': 983.4654, 'y': 545.8528}}",7.0,109449589.0,1570993738.101,983.4654,545.8528,630.4147,464.652,806.94005,505.25239999999997,4,44,2,/sustain,0.0,1570993737.7752
38008,0,"{'x': 862.1522, 'y': 514.7267}",True,"{'avg': {'x': 588.5433, 'y': 476.141}, 'pcenter': {'x': 0.4481, 'y': 0.4526}, 'psize': 39.8385, 'raw': {'x': 639.2056, 'y': 437.8549}}","{'x': 825.5752, 'y': 489.2598}","{'avg': {'x': 997.8614, 'y': 534.8202}, 'pcenter': {'x': 0.6018, 'y': 0.456}, 'psize': 40.8049, 'raw': {'x': 1011.9447, 'y': 540.6647}}",7.0,109449621.0,1570993738.133,1011.9447,540.6647,639.2056,437.8549,825.57515,489.25980000000004,4,44,2,/sustain,0.0,1570993737.7752
