,avg,fix,lefteye,raw,righteye,state,time,timestamp,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Run
63293,"{'x': 991.3508, 'y': 584.5457}",True,"{'avg': {'x': 957.6351, 'y': 626.6732}, 'pcenter': {'x': 0.4282, 'y': 0.4338}, 'psize': 29.4025, 'raw': {'x': 945.9366, 'y': 628.8213}}","{'x': 978.0323, 'y': 609.9165}","{'avg': {'x': 1014.7837, 'y': 587.4736}, 'pcenter': {'x': 0.5704, 'y': 0.4419}, 'psize': 29.7624, 'raw': {'x': 1010.1282, 'y': 591.0117}}",7,510639875,1539182673.667,1010.1282,591.0117,945.9366,628.8213,978.0324,609.9165,13,1,1,/sustain,0,3
63294,"{'x': 991.2556, 'y': 587.0167}",True,"{'avg': {'x': 957.4359, 'y': 627.2849}, 'pcenter': {'x': 0.4283, 'y': 0.4339}, 'psize': 29.2554, 'raw': {'x': 958.6189, 'y': 638.3342}}","{'x': 993.3039, 'y': 605.118}","{'avg': {'x': 1015.2088, 'y': 586.7925}, 'pcenter': {'x': 0.5704, 'y': 0.4417}, 'psize': 30.1219, 'raw': {'x': 1027.9889, 'y': 571.9019}}",7,510639919,1539182673.711,1027.9889,571.9019,958.6189,638.3342,993.3039000000001,605.11805,13,1,1,/sustain,0,3
63295,"{'x': 991.9139, 'y': 588.8618}",True,"{'avg': {'x': 956.5651, 'y': 629.0364}, 'pcenter': {'x': 0.4282, 'y': 0.4341}, 'psize': 29.5791, 'raw': {'x': 949.593, 'y': 660.9669}}","{'x': 983.8177, 'y': 631.0812}","{'avg': {'x': 1014.9597, 'y': 588.095}, 'pcenter': {'x': 0.5704, 'y': 0.442}, 'psize': 29.7024, 'raw': {'x': 1018.0424, 'y': 601.1956}}",7,510639953,1539182673.745,1018.0424,601.1956,949.593,660.9669,983.8177000000001,631.08125,13,1,1,/sustain,0,3
63296,"{'x': 991.6583, 'y': 591.1331}",True,"{'avg': {'x': 955.9731, 'y': 628.6396}, 'pcenter': {'x': 0.4283, 'y': 0.4338}, 'psize': 29.1496, 'raw': {'x': 953.7715, 'y': 627.8878}}","{'x': 987.312, 'y': 609.0411}","{'avg': {'x': 1015.0613, 'y': 588.2891}, 'pcenter': {'x': 0.5704, 'y': 0.4419}, 'psize': 29.8143, 'raw': {'x': 1020.8525, 'y': 590.1945}}",7,510639986,1539182673.778,1020.8525,590.1945,953.7715,627.8878,987.3119999999999,609.04115,13,1,1,/sustain,0,3
63297,"{'x': 992.7236, 'y': 592.473}",True,"{'avg': {'x': 953.1237, 'y': 628.0823}, 'pcenter': {'x': 0.428, 'y': 0.4338}, 'psize': 29.3721, 'raw': {'x': 917.3628, 'y': 622.9026}}","{'x': 970.293, 'y': 606.6319}","{'avg': {'x': 1015.611, 'y': 588.7021}, 'pcenter': {'x': 0.5703, 'y': 0.4419}, 'psize': 30.0923, 'raw': {'x': 1023.2232, 'y': 590.3612}}",7,510640031,1539182673.823,1023.2232,590.3612,917.3628,622.9026,970.293,606.6319000000001,13,1,1,/sustain,0,3
63298,"{'x': 991.6891, 'y': 594.9459}",True,"{'avg': {'x': 953.061, 'y': 627.6216}, 'pcenter': {'x': 0.4282, 'y': 0.4338}, 'psize': 28.6962, 'raw': {'x': 963.9615, 'y': 625.0422}}","{'x': 986.8767, 'y': 610.6614}","{'avg': {'x': 1015.2208, 'y': 589.5178}, 'pcenter': {'x': 0.5702, 'y': 0.4419}, 'psize': 29.9002, 'raw': {'x': 1009.792, 'y': 596.2806}}",7,510640065,1539182673.857,1009.792,596.2806,963.9615,625.0422,986.87675,610.6614,13,1,1,/sustain,0,3
63299,"{'x': 988.9068, 'y': 598.2899}",True,"{'avg': {'x': 953.4976, 'y': 626.9453}, 'pcenter': {'x': 0.4286, 'y': 0.4337}, 'psize': 28.3612, 'raw': {'x': 967.0372, 'y': 620.9922}}","{'x': 1010.3305, 'y': 609.533}","{'avg': {'x': 1017.7175, 'y': 590.4755}, 'pcenter': {'x': 0.5709, 'y': 0.4419}, 'psize': 30.1217, 'raw': {'x': 1053.6238, 'y': 598.0737}}",7,510640098,1539182673.89,1053.6238,598.0737,967.0372,620.9922,1010.3305,609.53295,13,1,1,/sustain,0,3
63300,"{'x': 989.2977, 'y': 599.5543}",True,"{'avg': {'x': 1222.8025, 'y': 613.0869}, 'pcenter': {'x': 0.4319, 'y': 0.4339}, 'psize': 27.9964, 'raw': {'x': 1222.8025, 'y': 613.0869}}","{'x': 1272.7058, 'y': 586.0477}","{'avg': {'x': 1322.609, 'y': 559.0086}, 'pcenter': {'x': 0.5741, 'y': 0.4422}, 'psize': 30.3426, 'raw': {'x': 1322.609, 'y': 559.0086}}",7,510640143,1539182673.935,1322.609,559.0086,1222.8025,613.0869,1272.70575,586.04775,13,1,1,/sustain,0,3
63301,"{'x': 1259.6272, 'y': 600.1191}",False,"{'avg': {'x': 1227.7499, 'y': 636.634}, 'pcenter': {'x': 0.4318, 'y': 0.4341}, 'psize': 28.0555, 'raw': {'x': 1227.7499, 'y': 636.634}}","{'x': 1259.6272, 'y': 600.1191}","{'avg': {'x': 1291.5046, 'y': 563.6042}, 'pcenter': {'x': 0.5739, 'y': 0.4423}, 'psize': 29.7386, 'raw': {'x': 1291.5046, 'y': 563.6042}}",7,510640177,1539182673.969,1291.5046,563.6042,1227.7499,636.634,1259.62725,600.1191,13,1,1,/sustain,0,3
63302,"{'x': 1255.903, 'y': 604.3829}",False,"{'avg': {'x': 1223.4364, 'y': 643.6323}, 'pcenter': {'x': 0.4317, 'y': 0.4343}, 'psize': 27.8191, 'raw': {'x': 1219.134, 'y': 650.6128}}","{'x': 1252.1881, 'y': 608.636}","{'avg': {'x': 1288.3695, 'y': 565.1336}, 'pcenter': {'x': 0.5738, 'y': 0.4423}, 'psize': 29.0057, 'raw': {'x': 1285.2422, 'y': 566.6592}}",7,510640210,1539182674.002,1285.2422,566.6592,1219.134,650.6128,1252.1880999999998,608.636,13,1,1,/sustain,0,3
