,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button
0,SingleRunTest,Presentation,0,00887960530_sunalcrtwiycqobgelp.jpg,00877960530fa_sunajxpkuhbizeveguy.jpg,00887960530.jpg,sunalcrtwiycqobgelp.jpg,00877960530fa.jpg,sunajxpkuhbizeveguy.jpg,,,<,Place,,,,,1,,,
1,SingleRunTest,Presentation,0,00862940307fa_sunaizgnnplsvajzhkc.jpg,00119931230fb_sunaakvmbftkrgqhjun.jpg,00862940307fa.jpg,sunaizgnnplsvajzhkc.jpg,00119931230fb.jpg,sunaakvmbftkrgqhjun.jpg,,,<,Place,,,,,1,,,
2,SingleRunTest,Presentation,0,00705960530fa_sunaduslxfzlbxlllnz.jpg,00316940422fa_sunabxmguapjekttvwm.jpg,00705960530fa.jpg,sunaduslxfzlbxlllnz.jpg,00316940422fa.jpg,sunabxmguapjekttvwm.jpg,,,<,Place,,,,,1,,,
3,SingleRunTest,Presentation,0,00730960620fa_sunaekgzpfilgjxpeyq.jpg,00859940307fa_sunaiycurtqsfkvcaso.jpg,00730960620fa.jpg,sunaekgzpfilgjxpeyq.jpg,00859940307fa.jpg,sunaiycurtqsfkvcaso.jpg,,,<,Place,,,,,1,,,
4,SingleRunTest,Presentation,0,00559940519fa_sunacjkmnpawfzbyvae.jpg,01004960627fa_sunbwtlihsuptkrckid.jpg,00559940519fa.jpg,sunacjkmnpawfzbyvae.jpg,01004960627fa.jpg,sunbwtlihsuptkrckid.jpg,,,<,Place,,,,,0,,,
5,SingleRunTest,Presentation,0,00071940128fa_sunaaexpnawiehinlpy.jpg,00483940519fa_sunabyvpwkgsjtijdwj.jpg,00071940128fa.jpg,sunaaexpnawiehinlpy.jpg,00483940519fa.jpg,sunabyvpwkgsjtijdwj.jpg,,,<,Place,,,,,1,,,
6,SingleRunTest,Presentation,0,00185940422fb_sunaawqdbpihmlbwyyn.jpg,00746941201fa_sunaetydippjxikifsb.jpg,00185940422fb.jpg,sunaawqdbpihmlbwyyn.jpg,00746941201fa.jpg,sunaetydippjxikifsb.jpg,,,<,Place,,,,,1,,,
7,SingleRunTest,Presentation,0,00532960627fa_sunaccdtpgenvcbcbcf.jpg,00576941031fa_sunacvjlsylseoghjup.jpg,00532960627fa.jpg,sunaccdtpgenvcbcbcf.jpg,00576941031fa.jpg,sunacvjlsylseoghjup.jpg,,,<,Place,,,,,0,,,
8,SingleRunTest,Presentation,0,00288940422fa_sunabppokiyglaxpcha.jpg,00982960627fa_sunbesrwkdsffeogeqq.jpg,00288940422fa.jpg,sunabppokiyglaxpcha.jpg,00982960627fa.jpg,sunbesrwkdsffeogeqq.jpg,,,<,Place,,,,,1,,,
9,SingleRunTest,Presentation,0,00077931230fb_sunaafgqutfaishsxyu.jpg,00773960620fa_sunafvsxtzaizojicxx.jpg,00077931230fb.jpg,sunaafgqutfaishsxyu.jpg,00773960620fa.jpg,sunafvsxtzaizojicxx.jpg,,,<,Place,,,,,1,,,
10,SingleRunTest,Memory,0,,,,,,,00483940519fa.jpg,,,,,,,,,,,
11,SingleRunTest,Memory,0,,,,,,,00316940422fa.jpg,,,,,,,,,,,
12,SingleRunTest,Memory,0,,,,,,,00559940519fa.jpg,,,,,,,,,,,
13,SingleRunTest,Memory,0,,,,,,,00947960627fa.jpg,,,,,,,,,,,
14,SingleRunTest,Memory,0,,,,,,,sunasmmcxdddtmtazwx.jpg,,,,,,,,,,,
15,SingleRunTest,Memory,0,,,,,,,sunaczwgyukesaajxnx.jpg,,,,,,,,,,,
16,SingleRunTest,Memory,0,,,,,,,00532960627fa.jpg,,,,,,,,,,,
17,SingleRunTest,Memory,0,,,,,,,00630940928fa.jpg,,,,,,,,,,,
18,SingleRunTest,Memory,0,,,,,,,sunagvjurcwdbixvnyi.jpg,,,,,,,,,,,
19,SingleRunTest,Memory,0,,,,,,,00635941031fa.jpg,,,,,,,,,,,
