,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button
10,SingleRunTest,Memory,0,,,,,,,00483940519fa.jpg,,,,,,2,,,,,
11,SingleRunTest,Memory,0,,,,,,,00316940422fa.jpg,,,,,,4,,,,,
12,SingleRunTest,Memory,0,,,,,,,00559940519fa.jpg,,,,,,3,,,,,
13,SingleRunTest,Memory,0,,,,,,,00947960627fa.jpg,,,,,,4,,,,,
14,SingleRunTest,Memory,0,,,,,,,sunasmmcxdddtmtazwx.jpg,,,,,,2,,,,,
15,SingleRunTest,Memory,0,,,,,,,sunaczwgyukesaajxnx.jpg,,,,,,1,,,,,
16,SingleRunTest,Memory,0,,,,,,,00532960627fa.jpg,,,,,,3,,,,,
17,SingleRunTest,Memory,0,,,,,,,00630940928fa.jpg,,,,,,1,,,,,
18,SingleRunTest,Memory,0,,,,,,,sunagvjurcwdbixvnyi.jpg,,,,,,4,,,,,
19,SingleRunTest,Memory,0,,,,,,,00635941031fa.jpg,,,,,,3,,,,,
20,SingleRunTest,Memory,0,,,,,,,sunajwqkfsykceonyig.jpg,,,,,,1,,,,,
21,SingleRunTest,Memory,0,,,,,,,sunaayehfdqcyxggsej.jpg,,,,,,1,,,,,
22,SingleRunTest,Memory,0,,,,,,,00077931230fb.jpg,,,,,,3,,,,,
23,SingleRunTest,Memory,0,,,,,,,sunayaepykrqvenaqqy.jpg,,,,,,1,,,,,
24,SingleRunTest,Memory,0,,,,,,,sunabppokiyglaxpcha.jpg,,,,,,2,,,,,
25,SingleRunTest,Memory,0,,,,,,,00953960627fa.jpg,,,,,,2,,,,,
26,SingleRunTest,Memory,0,,,,,,,00288940422fa.jpg,,,,,,2,,,,,
27,SingleRunTest,Memory,0,,,,,,,00746941201fa.jpg,,,,,,2,,,,,
28,SingleRunTest,Memory,0,,,,,,,00876960620fa.jpg,,,,,,1,,,,,
29,SingleRunTest,Memory,0,,,,,,,sunaccdtpgenvcbcbcf.jpg,,,,,,3,,,,,
30,SingleRunTest,Memory,0,,,,,,,sunabxmguapjekttvwm.jpg,,,,,,2,,,,,
31,SingleRunTest,Memory,0,,,,,,,sunacjkmnpawfzbyvae.jpg,,,,,,2,,,,,
32,SingleRunTest,Memory,0,,,,,,,00963960627fa.jpg,,,,,,1,,,,,
33,SingleRunTest,Memory,0,,,,,,,sunaizeyhvjzknwjudw.jpg,,,,,,2,,,,,
34,SingleRunTest,Memory,0,,,,,,,00730960620fa.jpg,,,,,,1,,,,,
35,SingleRunTest,Memory,0,,,,,,,sunahqldjibofgsfdgb.jpg,,,,,,3,,,,,
36,SingleRunTest,Memory,0,,,,,,,00800941205fb.jpg,,,,,,1,,,,,
37,SingleRunTest,Memory,0,,,,,,,sunatstrpjxhvtbaczf.jpg,,,,,,2,,,,,
38,SingleRunTest,Memory,0,,,,,,,sunabyvpwkgsjtijdwj.jpg,,,,,,3,,,,,
39,SingleRunTest,Memory,0,,,,,,,00982960627fa.jpg,,,,,,,,,,,
40,SingleRunTest,Memory,0,,,,,,,sunaddsaeicthrfbkhe.jpg,,,,,,,,,,,
41,SingleRunTest,Memory,0,,,,,,,00194940128fb.jpg,,,,,,,,,,,
42,SingleRunTest,Memory,0,,,,,,,sunaafgqutfaishsxyu.jpg,,,,,,,,,,,
43,SingleRunTest,Memory,0,,,,,,,sunbesrwkdsffeogeqq.jpg,,,,,,,,,,,
44,SingleRunTest,Memory,0,,,,,,,00819940307fa.jpg,,,,,,,,,,,
45,SingleRunTest,Memory,0,,,,,,,sunaetydippjxikifsb.jpg,,,,,,,,,,,
46,SingleRunTest,Memory,0,,,,,,,00860940307fa.jpg,,,,,,,,,,,
47,SingleRunTest,Memory,0,,,,,,,sunaekgzpfilgjxpeyq.jpg,,,,,,,,,,,
48,SingleRunTest,Memory,0,,,,,,,sunafvsxtzaizojicxx.jpg,,,,,,,,,,,
49,SingleRunTest,Memory,0,,,,,,,00773960620fa.jpg,,,,,,,,,,,
