,avg,fix,lefteye,raw,righteye,state,time,timestamp,Run,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Behavior_Image_Start
73764,"{'x': 1122.2471, 'y': 620.863}",True,"{'avg': {'x': 1103.5255, 'y': 611.148}, 'pcenter': {'x': 0.5031, 'y': 0.3611}, 'psize': 24.2309, 'raw': {'x': 1074.1459, 'y': 599.624}}","{'x': 1074.1459, 'y': 599.624}","{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.6439, 'y': 0.3838}, 'psize': 24.3048, 'raw': {'x': 0.0, 'y': 0.0}}",7,232851920,1555011013.072,3,0.0,0.0,1074.1459,599.624,537.07295,299.812,24,81,1,/variabl,0.0,1555011013.0305867
73765,"{'x': 1119.7426, 'y': 619.3203}",True,"{'avg': {'x': 1101.863, 'y': 608.6147}, 'pcenter': {'x': 0.5032, 'y': 0.3605}, 'psize': 24.4978, 'raw': {'x': 1090.3353, 'y': 590.5057}}","{'x': 1090.3353, 'y': 590.5057}","{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.6441, 'y': 0.3836}, 'psize': 24.3838, 'raw': {'x': 0.0, 'y': 0.0}}",7,232851953,1555011013.105,3,0.0,0.0,1090.3353,590.5057,545.16765,295.25285,24,81,1,/variabl,0.0,1555011013.0305867
73766,"{'x': 1117.4359, 'y': 617.9374}",True,"{'avg': {'x': 1099.5366, 'y': 607.5181}, 'pcenter': {'x': 0.5032, 'y': 0.3602}, 'psize': 24.178, 'raw': {'x': 1080.9066, 'y': 600.8458}}","{'x': 1080.9066, 'y': 600.8458}","{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.6442, 'y': 0.3833}, 'psize': 24.3999, 'raw': {'x': 0.0, 'y': 0.0}}",7,232851987,1555011013.139,3,0.0,0.0,1080.9066,600.8458,540.4533,300.4229,24,81,1,/variabl,0.0,1555011013.0305867
73767,"{'x': 1115.4227, 'y': 616.7308}",True,"{'avg': {'x': 1098.8053, 'y': 607.0651}, 'pcenter': {'x': 0.5032, 'y': 0.3598}, 'psize': 24.4812, 'raw': {'x': 1094.5627, 'y': 605.9597}}","{'x': 1094.5627, 'y': 605.9597}","{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.6441, 'y': 0.383}, 'psize': 24.4151, 'raw': {'x': 0.0, 'y': 0.0}}",7,232852030,1555011013.182,3,0.0,0.0,1094.5627,605.9597,547.28135,302.97985,24,81,1,/variabl,0.0,1555011013.0305867
73768,"{'x': 1113.5214, 'y': 615.5174}",True,"{'avg': {'x': 1096.9115, 'y': 605.1077}, 'pcenter': {'x': 0.5032, 'y': 0.3595}, 'psize': 24.8097, 'raw': {'x': 1079.9479, 'y': 587.7361}}","{'x': 1079.9479, 'y': 587.7361}","{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.6442, 'y': 0.3829}, 'psize': 24.2261, 'raw': {'x': 0.0, 'y': 0.0}}",7,232852064,1555011013.216,3,0.0,0.0,1079.9479,587.7361,539.97395,293.86805,24,81,1,/variabl,0.0,1555011013.0305867
73769,"{'x': 1116.8312, 'y': 615.0374}",True,"{'avg': {'x': 1108.9122, 'y': 605.1823}, 'pcenter': {'x': 0.5052, 'y': 0.3593}, 'psize': 24.7124, 'raw': {'x': 1246.3439, 'y': 609.6002}}","{'x': 1246.7751, 'y': 612.3289}","{'avg': {'x': 1154.142, 'y': 611.7435}, 'pcenter': {'x': 0.6459, 'y': 0.383}, 'psize': 24.4439, 'raw': {'x': 1247.2065, 'y': 615.0576}}",7,232852097,1555011013.249,3,1247.2065,615.0576,1246.3439,609.6002,1246.7752,612.3289,24,81,1,/variabl,0.0,1555011013.0305867
73770,"{'x': 1121.5892, 'y': 614.6475}",True,"{'avg': {'x': 1119.9889, 'y': 606.1672}, 'pcenter': {'x': 0.5056, 'y': 0.3593}, 'psize': 24.472, 'raw': {'x': 1249.2069, 'y': 621.011}}","{'x': 1244.7073, 'y': 616.9783}","{'avg': {'x': 1175.999, 'y': 612.0795}, 'pcenter': {'x': 0.6463, 'y': 0.3832}, 'psize': 24.0081, 'raw': {'x': 1240.2076, 'y': 612.9456}}",7,232852141,1555011013.293,3,1240.2076,612.9456,1249.2069,621.011,1244.70725,616.9783,24,81,1,/variabl,0.0,1555011013.0305867
73771,"{'x': 1127.2067, 'y': 614.1617}",True,"{'avg': {'x': 1244.0111, 'y': 585.4337}, 'pcenter': {'x': 0.506, 'y': 0.359}, 'psize': 24.7721, 'raw': {'x': 1244.0111, 'y': 585.4337}}","{'x': 1250.6978, 'y': 594.1232}","{'avg': {'x': 1192.7753, 'y': 610.2256}, 'pcenter': {'x': 0.6467, 'y': 0.3833}, 'psize': 24.5612, 'raw': {'x': 1257.3844, 'y': 602.8126}}",7,232852174,1555011013.326,3,1257.3844,602.8126,1244.0111,585.4337,1250.6977499999998,594.12315,24,81,1,/variabl,0.0,1555011013.0305867
73772,"{'x': 1235.7513, 'y': 593.8226}",False,"{'avg': {'x': 1263.686, 'y': 578.1078}, 'pcenter': {'x': 0.5062, 'y': 0.3589}, 'psize': 24.789, 'raw': {'x': 1263.686, 'y': 578.1078}}","{'x': 1263.4828, 'y': 596.5342}","{'avg': {'x': 1205.1458, 'y': 611.0401}, 'pcenter': {'x': 0.6469, 'y': 0.3834}, 'psize': 24.4686, 'raw': {'x': 1263.2795, 'y': 614.9605}}",7,232852209,1555011013.361,3,1263.2795,614.9605,1263.686,578.1078,1263.4827500000001,596.53415,24,81,1,/variabl,0.0,1555011013.0305867
73773,"{'x': 1237.3477, 'y': 606.178}",False,"{'avg': {'x': 1268.7871, 'y': 597.2224}, 'pcenter': {'x': 0.5062, 'y': 0.3592}, 'psize': 24.4049, 'raw': {'x': 1273.8752, 'y': 616.2882}}","{'x': 1257.2018, 'y': 622.7723}","{'avg': {'x': 1210.7899, 'y': 613.7431}, 'pcenter': {'x': 0.6468, 'y': 0.3835}, 'psize': 23.8059, 'raw': {'x': 1240.5283, 'y': 629.2565}}",7,232852243,1555011013.395,3,1240.5283,629.2565,1273.8752,616.2882,1257.20175,622.77235,24,81,1,/variabl,0.0,1555011013.0305867
