Button,Time
"[['1', 223.0009889602661]]",1538572022.768509
"[['2', 208.83666610717773]]",1538573414.347636
"[['2', 222.84729409217834]]",1538573824.012832
"[['3', 128.88560390472412]]",1538574144.365475
"[['4', 163.61099982261658]]",1538574179.060921
"[['4', 111.55027890205383], ['4', 111.99986100196838], ['4', 112.1849570274353]]",1538574488.208297
"[['4', 112.65176892280579]]",1538574488.376919
