,avg,fix,lefteye,raw,righteye,state,time,timestamp,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Run
74109,"{'x': 1038.7666, 'y': 482.8991}",True,"{'avg': {'x': 1020.0247, 'y': 476.9081}, 'pcenter': {'x': 0.4738, 'y': 0.5593}, 'psize': 28.1928, 'raw': {'x': 1019.0983, 'y': 478.0312}}","{'x': 1036.531, 'y': 488.2255}","{'avg': {'x': 1062.3492, 'y': 489.4673}, 'pcenter': {'x': 0.6079, 'y': 0.5567}, 'psize': 27.3213, 'raw': {'x': 1053.9637, 'y': 498.4198}}",7,1067319214,1553697996.718,1053.9637,498.4198,1019.0983,478.0312,1036.531,488.2255,327,85,1,/variabl,0,3
74110,"{'x': 1039.0863, 'y': 482.6182}",True,"{'avg': {'x': 1020.905, 'y': 478.2633}, 'pcenter': {'x': 0.4738, 'y': 0.5594}, 'psize': 28.62, 'raw': {'x': 1024.0968, 'y': 490.0062}}","{'x': 1037.0764, 'y': 496.3986}","{'avg': {'x': 1061.6975, 'y': 490.3583}, 'pcenter': {'x': 0.6079, 'y': 0.5567}, 'psize': 27.2427, 'raw': {'x': 1050.0559, 'y': 502.791}}",7,1067319258,1553697996.762,1050.0559,502.791,1024.0968,490.0062,1037.07635,496.3986,327,85,1,/variabl,0,3
74111,"{'x': 1039.4182, 'y': 482.4754}",True,"{'avg': {'x': 1020.4623, 'y': 478.8169}, 'pcenter': {'x': 0.4736, 'y': 0.5594}, 'psize': 28.7903, 'raw': {'x': 1010.6364, 'y': 478.0914}}","{'x': 1033.9238, 'y': 489.8077}","{'avg': {'x': 1061.3296, 'y': 491.1688}, 'pcenter': {'x': 0.6079, 'y': 0.5567}, 'psize': 27.277, 'raw': {'x': 1057.2112, 'y': 501.5241}}",7,1067319291,1553697996.795,1057.2112,501.5241,1010.6364,478.0914,1033.9238,489.80775,327,85,1,/variabl,0,3
74112,"{'x': 1039.6056, 'y': 482.5213}",True,"{'avg': {'x': 1020.0231, 'y': 479.8674}, 'pcenter': {'x': 0.4735, 'y': 0.5595}, 'psize': 28.8445, 'raw': {'x': 1009.8596, 'y': 484.5438}}","{'x': 1038.9185, 'y': 496.3286}","{'avg': {'x': 1061.6334, 'y': 492.9598}, 'pcenter': {'x': 0.6077, 'y': 0.5568}, 'psize': 27.3328, 'raw': {'x': 1067.9772, 'y': 508.1133}}",7,1067319335,1553697996.839,1067.9772,508.1133,1009.8596,484.5438,1038.9184,496.32854999999995,327,85,1,/variabl,0,3
74113,"{'x': 1040.2323, 'y': 482.805}",True,"{'avg': {'x': 1019.5254, 'y': 480.4071}, 'pcenter': {'x': 0.4733, 'y': 0.5597}, 'psize': 28.9204, 'raw': {'x': 1010.4056, 'y': 483.3795}}","{'x': 1035.1981, 'y': 486.1332}","{'avg': {'x': 1061.1626, 'y': 492.8192}, 'pcenter': {'x': 0.6074, 'y': 0.5568}, 'psize': 27.4643, 'raw': {'x': 1059.9907, 'y': 488.8869}}",7,1067319368,1553697996.872,1059.9907,488.8869,1010.4056,483.3795,1035.1981500000002,486.1332,327,85,1,/variabl,0,3
74114,"{'x': 1040.1134, 'y': 483.4267}",True,"{'avg': {'x': 836.2623, 'y': 503.5045}, 'pcenter': {'x': 0.4716, 'y': 0.5602}, 'psize': 28.7604, 'raw': {'x': 836.2623, 'y': 503.5045}}","{'x': 872.645, 'y': 498.4058}","{'avg': {'x': 1051.5194, 'y': 493.0986}, 'pcenter': {'x': 0.6057, 'y': 0.5571}, 'psize': 27.3285, 'raw': {'x': 909.0278, 'y': 493.307}}",7,1067319401,1553697996.905,909.0278,493.307,836.2623,503.5045,872.64505,498.40575,327,85,1,/variabl,0,3
74115,"{'x': 767.1348, 'y': 503.5629}",False,"{'avg': {'x': 767.1348, 'y': 503.5629}, 'pcenter': {'x': 0.4709, 'y': 0.5602}, 'psize': 28.9378, 'raw': {'x': 767.1348, 'y': 503.5629}}","{'x': 792.9301, 'y': 505.3722}","{'avg': {'x': 818.7255, 'y': 507.1815}, 'pcenter': {'x': 0.6049, 'y': 0.5573}, 'psize': 27.5549, 'raw': {'x': 818.7255, 'y': 507.1815}}",7,1067319446,1553697996.95,818.7255,507.1815,767.1348,503.5629,792.93015,505.3722,327,85,1,/variabl,0,3
74116,"{'x': 795.894, 'y': 502.2218}",False,"{'avg': {'x': 769.4166, 'y': 510.4233}, 'pcenter': {'x': 0.4711, 'y': 0.5604}, 'psize': 28.813, 'raw': {'x': 771.6926, 'y': 517.2662}}","{'x': 791.4153, 'y': 507.3831}","{'avg': {'x': 811.1381, 'y': 497.4998}, 'pcenter': {'x': 0.6051, 'y': 0.5575}, 'psize': 27.5784, 'raw': {'x': 811.1381, 'y': 497.4998}}",7,1067319479,1553697996.983,811.1381,497.4998,771.6926,517.2662,791.41535,507.38300000000004,327,85,1,/variabl,0,3
74117,"{'x': 795.5137, 'y': 502.2366}",False,"{'avg': {'x': 772.049, 'y': 508.3911}, 'pcenter': {'x': 0.4712, 'y': 0.5604}, 'psize': 28.7661, 'raw': {'x': 777.2686, 'y': 504.3178}}","{'x': 802.101, 'y': 499.3029}","{'avg': {'x': 819.0458, 'y': 495.8919}, 'pcenter': {'x': 0.6053, 'y': 0.5577}, 'psize': 27.3306, 'raw': {'x': 826.9335, 'y': 494.288}}",7,1067319513,1553697997.017,826.9335,494.288,777.2686,504.3178,802.10105,499.3029,327,85,1,/variabl,0,3
74118,"{'x': 796.89, 'y': 501.7271}",False,"{'avg': {'x': 773.2144, 'y': 506.6701}, 'pcenter': {'x': 0.4714, 'y': 0.5605}, 'psize': 28.3353, 'raw': {'x': 776.6181, 'y': 501.5645}}","{'x': 799.8264, 'y': 498.9412}","{'avg': {'x': 820.3946, 'y': 496.0318}, 'pcenter': {'x': 0.6054, 'y': 0.5578}, 'psize': 26.9281, 'raw': {'x': 823.0348, 'y': 496.318}}",7,1067319548,1553697997.052,823.0348,496.318,776.6181,501.5645,799.82645,498.94124999999997,327,85,1,/variabl,0,3
74119,"{'x': 802.2205, 'y': 500.8481}",False,"{'avg': {'x': 775.907, 'y': 515.8087}, 'pcenter': {'x': 0.4716, 'y': 0.5607}, 'psize': 27.8363, 'raw': {'x': 775.907, 'y': 515.8087}}","{'x': 793.3821, 'y': 510.3191}","{'avg': {'x': 818.0041, 'y': 498.2494}, 'pcenter': {'x': 0.6056, 'y': 0.5579}, 'psize': 26.1725, 'raw': {'x': 810.8572, 'y': 504.8295}}",7,1067319592,1553697997.096,810.8572,504.8295,775.907,515.8087,793.3821,510.31910000000005,327,85,1,/variabl,0,3
