,avg,fix,lefteye,raw,righteye,state,time,timestamp,Run,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Behavior_Image_Start
72099,"{'x': 997.8315, 'y': 512.9189}",True,"{'avg': {'x': 962.0596, 'y': 552.2923}, 'pcenter': {'x': 0.4987, 'y': 0.4733}, 'psize': 27.4575, 'raw': {'x': 954.6129, 'y': 557.6766}}","{'x': 993.1047, 'y': 566.592}","{'avg': {'x': 1027.7328, 'y': 543.6334}, 'pcenter': {'x': 0.6319, 'y': 0.4806}, 'psize': 26.542, 'raw': {'x': 1031.5964, 'y': 575.5074}}",7,888633648,1551371827.504,3,1031.5964,575.5074,954.6129,557.6766,993.10465,566.592,7,70,1,/variabl,0.0,1551371827.491757
72100,"{'x': 997.1183, 'y': 516.3425}",True,"{'avg': {'x': 962.7557, 'y': 555.176}, 'pcenter': {'x': 0.4988, 'y': 0.4734}, 'psize': 27.21, 'raw': {'x': 965.5615, 'y': 566.3719}}","{'x': 996.1171, 'y': 569.7122}","{'avg': {'x': 1027.5939, 'y': 547.0626}, 'pcenter': {'x': 0.6319, 'y': 0.4805}, 'psize': 26.7539, 'raw': {'x': 1026.6727, 'y': 573.0523}}",7,888633692,1551371827.548,3,1026.6727,573.0523,965.5615,566.3719,996.1171,569.7121,7,70,1,/variabl,0.0,1551371827.491757
72101,"{'x': 996.2357, 'y': 519.2839}",True,"{'avg': {'x': 963.6114, 'y': 555.5771}, 'pcenter': {'x': 0.4988, 'y': 0.4736}, 'psize': 27.3241, 'raw': {'x': 967.8096, 'y': 557.2686}}","{'x': 999.9667, 'y': 557.288}","{'avg': {'x': 1027.485, 'y': 549.0587}, 'pcenter': {'x': 0.6319, 'y': 0.4805}, 'psize': 26.5129, 'raw': {'x': 1032.1238, 'y': 557.3073}}",7,888633726,1551371827.582,3,1032.1238,557.3073,967.8096,557.2686,999.9667000000001,557.28795,7,70,1,/variabl,0.0,1551371827.491757
72102,"{'x': 996.1761, 'y': 522.7317}",True,"{'avg': {'x': 964.9003, 'y': 557.3809}, 'pcenter': {'x': 0.4988, 'y': 0.4734}, 'psize': 27.1776, 'raw': {'x': 972.3181, 'y': 567.5193}}","{'x': 999.2638, 'y': 571.3387}","{'avg': {'x': 1027.5278, 'y': 551.6687}, 'pcenter': {'x': 0.6319, 'y': 0.4806}, 'psize': 26.747, 'raw': {'x': 1026.2095, 'y': 575.158}}",7,888633760,1551371827.616,3,1026.2095,575.158,972.3181,567.5193,999.2638,571.33865,7,70,1,/variabl,0.0,1551371827.491757
72103,"{'x': 998.0646, 'y': 526.0563}",True,"{'avg': {'x': 968.3395, 'y': 556.6016}, 'pcenter': {'x': 0.499, 'y': 0.4732}, 'psize': 27.3624, 'raw': {'x': 991.08, 'y': 550.9661}}","{'x': 1004.5063, 'y': 556.5415}","{'avg': {'x': 1026.7693, 'y': 553.4903}, 'pcenter': {'x': 0.6321, 'y': 0.4805}, 'psize': 26.9894, 'raw': {'x': 1017.9326, 'y': 562.1169}}",7,888633804,1551371827.66,3,1017.9326,562.1169,991.08,550.9661,1004.5063,556.5415,7,70,1,/variabl,0.0,1551371827.491757
72104,"{'x': 999.7728, 'y': 529.1318}",True,"{'avg': {'x': 967.0868, 'y': 551.7126}, 'pcenter': {'x': 0.4991, 'y': 0.4731}, 'psize': 27.162, 'raw': {'x': 957.0814, 'y': 514.6868}}","{'x': 991.712, 'y': 539.9228}","{'avg': {'x': 1026.9927, 'y': 554.8553}, 'pcenter': {'x': 0.6323, 'y': 0.4805}, 'psize': 26.7016, 'raw': {'x': 1026.3428, 'y': 565.1588}}",7,888633838,1551371827.694,3,1026.3428,565.1588,957.0814,514.6868,991.7121,539.9228,7,70,1,/variabl,0.0,1551371827.491757
72105,"{'x': 999.8517, 'y': 532.0583}",True,"{'avg': {'x': 966.7792, 'y': 549.1104}, 'pcenter': {'x': 0.4992, 'y': 0.4731}, 'psize': 26.9964, 'raw': {'x': 963.8481, 'y': 527.9623}}","{'x': 994.548, 'y': 552.3959}","{'avg': {'x': 1026.931, 'y': 557.7554}, 'pcenter': {'x': 0.6323, 'y': 0.4806}, 'psize': 26.8742, 'raw': {'x': 1025.2479, 'y': 576.8294}}",7,888633872,1551371827.728,3,1025.2479,576.8294,963.8481,527.9623,994.548,552.39585,7,70,1,/variabl,0.0,1551371827.491757
72106,"{'x': 999.7377, 'y': 534.8394}",True,"{'avg': {'x': 966.3893, 'y': 546.7671}, 'pcenter': {'x': 0.4992, 'y': 0.4732}, 'psize': 26.9776, 'raw': {'x': 962.5515, 'y': 526.471}}","{'x': 991.2605, 'y': 554.2172}","{'avg': {'x': 1026.4342, 'y': 560.4783}, 'pcenter': {'x': 0.6323, 'y': 0.4806}, 'psize': 26.9424, 'raw': {'x': 1019.9694, 'y': 581.9634}}",7,888633915,1551371827.771,3,1019.9694,581.9634,962.5515,526.471,991.26045,554.2172,7,70,1,/variabl,0.0,1551371827.491757
72107,"{'x': 1000.1317, 'y': 537.6786}",True,"{'avg': {'x': 968.1376, 'y': 547.3991}, 'pcenter': {'x': 0.4994, 'y': 0.4733}, 'psize': 27.1846, 'raw': {'x': 985.1448, 'y': 555.1528}}","{'x': 1008.5586, 'y': 563.8741}","{'avg': {'x': 1026.5237, 'y': 562.6222}, 'pcenter': {'x': 0.6324, 'y': 0.4807}, 'psize': 26.5233, 'raw': {'x': 1031.9723, 'y': 572.5954}}",7,888633949,1551371827.805,3,1031.9723,572.5954,985.1448,555.1528,1008.55855,563.8741,7,70,1,/variabl,0.0,1551371827.491757
72108,"{'x': 1001.9161, 'y': 540.7596}",True,"{'avg': {'x': 970.7089, 'y': 550.6006}, 'pcenter': {'x': 0.4994, 'y': 0.4735}, 'psize': 26.892, 'raw': {'x': 997.1154, 'y': 585.5768}}","{'x': 1011.3044, 'y': 572.5436}","{'avg': {'x': 1026.5354, 'y': 563.1021}, 'pcenter': {'x': 0.6324, 'y': 0.4807}, 'psize': 26.1576, 'raw': {'x': 1025.4934, 'y': 559.5105}}",7,888633981,1551371827.837,3,1025.4934,559.5105,997.1154,585.5768,1011.3044,572.5436500000001,7,70,1,/variabl,0.0,1551371827.491757
72109,"{'x': 1001.7106, 'y': 543.0331}",True,"{'avg': {'x': 969.6426, 'y': 549.6989}, 'pcenter': {'x': 0.4992, 'y': 0.4733}, 'psize': 26.3269, 'raw': {'x': 956.2961, 'y': 539.813}}","{'x': 989.2859, 'y': 545.0729}","{'avg': {'x': 1025.9524, 'y': 563.5159}, 'pcenter': {'x': 0.6323, 'y': 0.4808}, 'psize': 25.8545, 'raw': {'x': 1022.2758, 'y': 550.3326}}",7,888634025,1551371827.881,3,1022.2758,550.3326,956.2961,539.813,989.28595,545.0727999999999,7,70,1,/variabl,0.0,1551371827.491757
72110,"{'x': 1001.231, 'y': 545.1904}",True,"{'avg': {'x': 969.6529, 'y': 552.1741}, 'pcenter': {'x': 0.4993, 'y': 0.4735}, 'psize': 25.792, 'raw': {'x': 968.8134, 'y': 581.8126}}","{'x': 993.6259, 'y': 559.8881}","{'avg': {'x': 1025.4315, 'y': 563.2285}, 'pcenter': {'x': 0.6323, 'y': 0.4807}, 'psize': 25.3408, 'raw': {'x': 1018.4382, 'y': 537.9636}}",7,888634060,1551371827.916,3,1018.4382,537.9636,968.8134,581.8126,993.6258,559.8881,7,70,1,/variabl,0.0,1551371827.491757
72111,"{'x': 999.3928, 'y': 547.0291}",True,"{'avg': {'x': 970.9008, 'y': 552.5137}, 'pcenter': {'x': 0.4993, 'y': 0.4735}, 'psize': 25.1993, 'raw': {'x': 985.4138, 'y': 556.1423}}","{'x': 999.3279, 'y': 540.5878}","{'avg': {'x': 1024.5912, 'y': 561.4636}, 'pcenter': {'x': 0.6322, 'y': 0.4807}, 'psize': 24.4112, 'raw': {'x': 1013.2421, 'y': 525.0334}}",7,888634094,1551371827.95,3,1013.2421,525.0334,985.4138,556.1423,999.3279500000001,540.58785,7,70,1,/variabl,0.0,1551371827.491757
72112,"{'x': 999.3071, 'y': 548.9815}",True,"{'avg': {'x': 972.4223, 'y': 553.5588}, 'pcenter': {'x': 0.4993, 'y': 0.4735}, 'psize': 25.0512, 'raw': {'x': 990.6252, 'y': 566.2934}}","{'x': 1006.145, 'y': 547.6432}","{'avg': {'x': 1024.1519, 'y': 559.9061}, 'pcenter': {'x': 0.6322, 'y': 0.4806}, 'psize': 24.0701, 'raw': {'x': 1021.6648, 'y': 528.993}}",7,888634138,1551371827.994,3,1021.6648,528.993,990.6252,566.2934,1006.145,547.6432,7,70,1,/variabl,0.0,1551371827.491757
72113,"{'x': 998.1725, 'y': 550.1431}",True,"{'avg': {'x': 972.187, 'y': 552.4666}, 'pcenter': {'x': 0.4992, 'y': 0.4733}, 'psize': 24.3665, 'raw': {'x': 967.0557, 'y': 536.7033}}","{'x': 998.5972, 'y': 531.332}","{'avg': {'x': 1024.0459, 'y': 558.4212}, 'pcenter': {'x': 0.6323, 'y': 0.4806}, 'psize': 23.9889, 'raw': {'x': 1030.1387, 'y': 525.9608}}",7,888634172,1551371828.028,3,1030.1387,525.9608,967.0557,536.7033,998.5971999999999,531.33205,7,70,1,/variabl,0.0,1551371827.491757
72114,"{'x': 997.3818, 'y': 551.1014}",True,"{'avg': {'x': 973.3741, 'y': 551.6252}, 'pcenter': {'x': 0.4994, 'y': 0.4732}, 'psize': 24.494, 'raw': {'x': 988.0311, 'y': 539.4802}}","{'x': 1003.1748, 'y': 530.3708}","{'avg': {'x': 1023.4985, 'y': 555.8275}, 'pcenter': {'x': 0.6323, 'y': 0.4806}, 'psize': 23.6862, 'raw': {'x': 1018.3185, 'y': 521.2614}}",7,888634206,1551371828.062,3,1018.3185,521.2614,988.0311,539.4802,1003.1748,530.3707999999999,7,70,1,/variabl,0.0,1551371827.491757
72115,"{'x': 997.4229, 'y': 552.2234}",True,"{'avg': {'x': 974.7426, 'y': 550.7601}, 'pcenter': {'x': 0.4994, 'y': 0.4733}, 'psize': 23.9327, 'raw': {'x': 991.932, 'y': 538.4479}}","{'x': 1013.8307, 'y': 547.2075}","{'avg': {'x': 1024.2683, 'y': 555.4591}, 'pcenter': {'x': 0.6323, 'y': 0.4808}, 'psize': 23.6085, 'raw': {'x': 1035.7295, 'y': 555.967}}",7,888634241,1551371828.097,3,1035.7295,555.967,991.932,538.4479,1013.83075,547.20745,7,70,1,/variabl,0.0,1551371827.491757
72116,"{'x': 998.0663, 'y': 553.5632}",True,"{'avg': {'x': 975.5054, 'y': 549.0286}, 'pcenter': {'x': 0.4992, 'y': 0.4733}, 'psize': 24.1171, 'raw': {'x': 983.7701, 'y': 524.333}}","{'x': 1007.8125, 'y': 530.5237}","{'avg': {'x': 1024.842, 'y': 554.0592}, 'pcenter': {'x': 0.6321, 'y': 0.4807}, 'psize': 23.5546, 'raw': {'x': 1031.8549, 'y': 536.7145}}",7,888634285,1551371828.141,3,1031.8549,536.7145,983.7701,524.333,1007.8125,530.5237500000001,7,70,1,/variabl,0.0,1551371827.491757
72117,"{'x': 997.7052, 'y': 553.5743}",True,"{'avg': {'x': 975.4681, 'y': 548.061}, 'pcenter': {'x': 0.4992, 'y': 0.4735}, 'psize': 24.2562, 'raw': {'x': 971.8713, 'y': 535.2308}}","{'x': 1004.3832, 'y': 539.6862}","{'avg': {'x': 1025.5376, 'y': 552.6699}, 'pcenter': {'x': 0.6321, 'y': 0.4808}, 'psize': 24.3787, 'raw': {'x': 1036.8951, 'y': 544.1415}}",7,888634318,1551371828.174,3,1036.8951,544.1415,971.8713,535.2308,1004.3832,539.68615,7,70,1,/variabl,0.0,1551371827.491757
72118,"{'x': 998.7027, 'y': 553.7206}",True,"{'avg': {'x': 976.3816, 'y': 545.5055}, 'pcenter': {'x': 0.4993, 'y': 0.4733}, 'psize': 24.2769, 'raw': {'x': 984.7523, 'y': 503.8567}}","{'x': 1001.889, 'y': 513.3141}","{'avg': {'x': 1025.3645, 'y': 549.8912}, 'pcenter': {'x': 0.6321, 'y': 0.4807}, 'psize': 24.2849, 'raw': {'x': 1019.0257, 'y': 522.7716}}",7,888634352,1551371828.208,3,1019.0257,522.7716,984.7523,503.8567,1001.889,513.31415,7,70,1,/variabl,0.0,1551371827.491757
72119,"{'x': 999.2922, 'y': 553.1136}",True,"{'avg': {'x': 976.4874, 'y': 542.6435}, 'pcenter': {'x': 0.4992, 'y': 0.4734}, 'psize': 24.4192, 'raw': {'x': 970.4482, 'y': 514.6108}}","{'x': 1001.7672, 'y': 521.7929}","{'avg': {'x': 1026.0096, 'y': 547.1374}, 'pcenter': {'x': 0.6322, 'y': 0.4808}, 'psize': 24.599, 'raw': {'x': 1033.0863, 'y': 528.975}}",7,888634396,1551371828.252,3,1033.0863,528.975,970.4482,514.6108,1001.76725,521.7929,7,70,1,/variabl,0.0,1551371827.491757
72120,"{'x': 998.1049, 'y': 552.3806}",True,"{'avg': {'x': 978.0023, 'y': 540.2212}, 'pcenter': {'x': 0.4993, 'y': 0.4732}, 'psize': 24.3797, 'raw': {'x': 995.7862, 'y': 508.7696}}","{'x': 1002.0728, 'y': 542.4306}","{'avg': {'x': 1024.8822, 'y': 548.1457}, 'pcenter': {'x': 0.6321, 'y': 0.4809}, 'psize': 24.7474, 'raw': {'x': 1008.3593, 'y': 576.0916}}",7,888634430,1551371828.286,3,1008.3593,576.0916,995.7862,508.7696,1002.07275,542.4306,7,70,1,/variabl,0.0,1551371827.491757
72121,"{'x': 998.1969, 'y': 551.7954}",True,"{'avg': {'x': 979.0913, 'y': 539.6829}, 'pcenter': {'x': 0.4993, 'y': 0.4733}, 'psize': 24.6912, 'raw': {'x': 985.9862, 'y': 542.7046}}","{'x': 1008.5086, 'y': 541.8453}","{'avg': {'x': 1025.1364, 'y': 546.8897}, 'pcenter': {'x': 0.6321, 'y': 0.4807}, 'psize': 24.6057, 'raw': {'x': 1031.031, 'y': 540.986}}",7,888634463,1551371828.319,3,1031.031,540.986,985.9862,542.7046,1008.5086,541.8453,7,70,1,/variabl,0.0,1551371827.491757
72122,"{'x': 0.0, 'y': 0.0}",False,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 0.0, 'y': 0.0}","{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}",8,888634507,1551371828.363,3,0.0,0.0,0.0,0.0,0.0,0.0,7,70,1,/variabl,0.0,1551371827.491757
72123,"{'x': 0.0, 'y': 0.0}",False,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 0.0, 'y': 0.0}","{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}",4,888634541,1551371828.397,3,0.0,0.0,0.0,0.0,0.0,0.0,7,70,1,/variabl,0.0,1551371827.491757
72124,"{'x': 0.0, 'y': 0.0}",False,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 0.0, 'y': 0.0}","{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}",4,888634574,1551371828.43,3,0.0,0.0,0.0,0.0,0.0,0.0,7,70,1,/variabl,0.0,1551371827.491757
