,avg,fix,lefteye,raw,righteye,state,time,timestamp,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Run
25567,"{'x': 998.0812, 'y': 566.7191}",True,"{'avg': {'x': 1008.3008, 'y': 592.7916}, 'pcenter': {'x': 0.5017, 'y': 0.4405}, 'psize': 21.5874, 'raw': {'x': 1004.7965, 'y': 598.2603}}","{'x': 985.0458, 'y': 586.3292}","{'avg': {'x': 978.174, 'y': 556.8268}, 'pcenter': {'x': 0.6419, 'y': 0.4395}, 'psize': 23.7963, 'raw': {'x': 965.295, 'y': 574.3981}}",7,60219150,1554838380.302,965.295,574.3981,1004.7965,598.2603,985.04575,586.3292,21,68,1,/variabl,0,3
25568,"{'x': 997.9608, 'y': 568.064}",True,"{'avg': {'x': 1008.7369, 'y': 594.0609}, 'pcenter': {'x': 0.5018, 'y': 0.4405}, 'psize': 21.8525, 'raw': {'x': 1013.3806, 'y': 606.1408}}","{'x': 988.99, 'y': 580.7878}","{'avg': {'x': 977.1753, 'y': 557.5763}, 'pcenter': {'x': 0.6419, 'y': 0.4394}, 'psize': 23.7167, 'raw': {'x': 964.5993, 'y': 555.4348}}",7,60219184,1554838380.336,964.5993,555.4348,1013.3806,606.1408,988.9899499999999,580.7878000000001,21,68,1,/variabl,0,3
25569,"{'x': 997.6398, 'y': 569.2355}",True,"{'avg': {'x': 1008.2574, 'y': 595.9151}, 'pcenter': {'x': 0.5017, 'y': 0.4405}, 'psize': 21.9776, 'raw': {'x': 1002.3995, 'y': 614.1417}}","{'x': 982.8831, 'y': 597.2177}","{'avg': {'x': 975.8749, 'y': 559.9014}, 'pcenter': {'x': 0.6419, 'y': 0.4395}, 'psize': 23.9355, 'raw': {'x': 963.3667, 'y': 580.2936}}",7,60219228,1554838380.38,963.3667,580.2936,1002.3995,614.1417,982.8831,597.21765,21,68,1,/variabl,0,3
25570,"{'x': 996.0619, 'y': 569.1659}",True,"{'avg': {'x': 1006.7559, 'y': 595.8839}, 'pcenter': {'x': 0.5017, 'y': 0.4403}, 'psize': 21.6744, 'raw': {'x': 988.7878, 'y': 586.7442}}","{'x': 973.6306, 'y': 578.4976}","{'avg': {'x': 974.3444, 'y': 561.1637}, 'pcenter': {'x': 0.6418, 'y': 0.4395}, 'psize': 24.0451, 'raw': {'x': 958.4734, 'y': 570.251}}",7,60219261,1554838380.413,958.4734,570.251,988.7878,586.7442,973.6306,578.4975999999999,21,68,1,/variabl,0,3
25571,"{'x': 995.2468, 'y': 570.0422}",True,"{'avg': {'x': 1006.1957, 'y': 598.4478}, 'pcenter': {'x': 0.5018, 'y': 0.4406}, 'psize': 22.1185, 'raw': {'x': 1004.0978, 'y': 626.267}}","{'x': 989.8746, 'y': 595.1221}","{'avg': {'x': 974.0873, 'y': 562.0485}, 'pcenter': {'x': 0.6419, 'y': 0.4394}, 'psize': 24.1856, 'raw': {'x': 975.6514, 'y': 563.9771}}",7,60219295,1554838380.447,975.6514,563.9771,1004.0978,626.267,989.8746,595.12205,21,68,1,/variabl,0,3
25572,"{'x': 994.8808, 'y': 571.3723}",True,"{'avg': {'x': 1005.7719, 'y': 598.7234}, 'pcenter': {'x': 0.5018, 'y': 0.4403}, 'psize': 21.7512, 'raw': {'x': 1002.9379, 'y': 597.1104}}","{'x': 983.713, 'y': 575.9011}","{'avg': {'x': 973.4028, 'y': 562.2259}, 'pcenter': {'x': 0.6419, 'y': 0.4393}, 'psize': 23.6794, 'raw': {'x': 964.4882, 'y': 554.6919}}",7,60219339,1554838380.491,964.4882,554.6919,1002.9379,597.1104,983.7130500000001,575.90115,21,68,1,/variabl,0,3
25573,"{'x': 994.7432, 'y': 573.0803}",True,"{'avg': {'x': 1005.54, 'y': 599.7394}, 'pcenter': {'x': 0.5019, 'y': 0.4403}, 'psize': 22.1413, 'raw': {'x': 1001.5043, 'y': 599.365}}","{'x': 983.7875, 'y': 576.371}","{'avg': {'x': 972.701, 'y': 561.8544}, 'pcenter': {'x': 0.642, 'y': 0.4393}, 'psize': 23.9441, 'raw': {'x': 966.0706, 'y': 553.3771}}",7,60219373,1554838380.525,966.0706,553.3771,1001.5043,599.365,983.78745,576.37105,21,68,1,/variabl,0,3
25574,"{'x': 993.782, 'y': 573.4973}",True,"{'avg': {'x': 1004.9078, 'y': 599.5918}, 'pcenter': {'x': 0.5019, 'y': 0.4402}, 'psize': 21.8367, 'raw': {'x': 996.2888, 'y': 584.752}}","{'x': 984.6016, 'y': 567.1559}","{'avg': {'x': 972.635, 'y': 561.3036}, 'pcenter': {'x': 0.642, 'y': 0.4393}, 'psize': 23.9285, 'raw': {'x': 972.9144, 'y': 549.5598}}",7,60219406,1554838380.558,972.9144,549.5598,996.2888,584.752,984.6016,567.1559,21,68,1,/variabl,0,3
25575,"{'x': 993.3138, 'y': 574.4734}",True,"{'avg': {'x': 1004.3959, 'y': 599.9773}, 'pcenter': {'x': 0.5019, 'y': 0.4404}, 'psize': 21.4596, 'raw': {'x': 1001.8785, 'y': 606.9003}}","{'x': 990.1442, 'y': 580.852}","{'avg': {'x': 972.778, 'y': 560.7343}, 'pcenter': {'x': 0.642, 'y': 0.4393}, 'psize': 23.8717, 'raw': {'x': 978.41, 'y': 554.8037}}",7,60219450,1554838380.602,978.41,554.8037,1001.8785,606.9003,990.14425,580.8520000000001,21,68,1,/variabl,0,3
25576,"{'x': 992.361, 'y': 574.7733}",True,"{'avg': {'x': 1003.2278, 'y': 599.2949}, 'pcenter': {'x': 0.5018, 'y': 0.4402}, 'psize': 20.6761, 'raw': {'x': 991.3972, 'y': 585.7496}}","{'x': 979.348, 'y': 572.1072}","{'avg': {'x': 972.0959, 'y': 560.4988}, 'pcenter': {'x': 0.642, 'y': 0.4394}, 'psize': 23.2972, 'raw': {'x': 967.299, 'y': 558.4648}}",7,60219483,1554838380.635,967.299,558.4648,991.3972,585.7496,979.3480999999999,572.1071999999999,21,68,1,/variabl,0,3
25577,"{'x': 991.0501, 'y': 574.683}",True,"{'avg': {'x': 1001.7598, 'y': 596.8635}, 'pcenter': {'x': 0.5017, 'y': 0.44}, 'psize': 20.1829, 'raw': {'x': 984.7856, 'y': 563.2501}}","{'x': 970.657, 'y': 560.9262}","{'avg': {'x': 970.7732, 'y': 560.5224}, 'pcenter': {'x': 0.6418, 'y': 0.4393}, 'psize': 22.7195, 'raw': {'x': 956.5285, 'y': 558.6023}}",7,60219517,1554838380.669,956.5285,558.6023,984.7856,563.2501,970.65705,560.9262,21,68,1,/variabl,0,3
25578,"{'x': 991.377, 'y': 576.2001}",True,"{'avg': {'x': 1001.9827, 'y': 595.254}, 'pcenter': {'x': 0.5018, 'y': 0.4401}, 'psize': 19.3917, 'raw': {'x': 1010.0534, 'y': 573.9017}}","{'x': 988.2351, 'y': 552.2833}","{'avg': {'x': 969.9199, 'y': 558.5327}, 'pcenter': {'x': 0.6418, 'y': 0.4391}, 'psize': 21.8653, 'raw': {'x': 966.4168, 'y': 530.665}}",7,60219562,1554838380.714,966.4168,530.665,1010.0534,573.9017,988.2351,552.2833499999999,21,68,1,/variabl,0,3
25579,"{'x': 990.9275, 'y': 576.6799}",True,"{'avg': {'x': 1001.1474, 'y': 594.3267}, 'pcenter': {'x': 0.5017, 'y': 0.4402}, 'psize': 19.2685, 'raw': {'x': 995.8293, 'y': 583.0912}}","{'x': 984.5088, 'y': 557.0043}","{'avg': {'x': 969.8111, 'y': 556.5082}, 'pcenter': {'x': 0.6419, 'y': 0.4391}, 'psize': 21.6696, 'raw': {'x': 973.1882, 'y': 530.9174}}",7,60219595,1554838380.747,973.1882,530.9174,995.8293,583.0912,984.50875,557.0043000000001,21,68,1,/variabl,0,3
25580,"{'x': 989.9927, 'y': 576.3553}",True,"{'avg': {'x': 1001.741, 'y': 593.5413}, 'pcenter': {'x': 0.5019, 'y': 0.4402}, 'psize': 19.0001, 'raw': {'x': 1013.1758, 'y': 586.809}}","{'x': 988.7383, 'y': 565.0372}","{'avg': {'x': 969.3832, 'y': 555.3259}, 'pcenter': {'x': 0.6419, 'y': 0.4392}, 'psize': 21.3099, 'raw': {'x': 964.3008, 'y': 543.2656}}",7,60219629,1554838380.781,964.3008,543.2656,1013.1758,586.809,988.7383,565.0373,21,68,1,/variabl,0,3
25581,"{'x': 989.0911, 'y': 575.9545}",True,"{'avg': {'x': 1000.6819, 'y': 593.0883}, 'pcenter': {'x': 0.5018, 'y': 0.4403}, 'psize': 18.7082, 'raw': {'x': 988.6459, 'y': 591.4971}}","{'x': 983.1733, 'y': 568.4993}","{'avg': {'x': 969.7778, 'y': 554.2068}, 'pcenter': {'x': 0.6419, 'y': 0.4392}, 'psize': 20.8642, 'raw': {'x': 977.7007, 'y': 545.5015}}",7,60219664,1554838380.816,977.7007,545.5015,988.6459,591.4971,983.1732999999999,568.4993,21,68,1,/variabl,0,3
25582,"{'x': 988.3534, 'y': 575.6608}",True,"{'avg': {'x': 999.7231, 'y': 593.3654}, 'pcenter': {'x': 0.5018, 'y': 0.4404}, 'psize': 18.7065, 'raw': {'x': 987.8525, 'y': 599.5175}}","{'x': 977.9625, 'y': 564.3857}","{'avg': {'x': 969.7406, 'y': 552.2789}, 'pcenter': {'x': 0.6419, 'y': 0.4392}, 'psize': 20.6173, 'raw': {'x': 968.0725, 'y': 529.2539}}",7,60219708,1554838380.86,968.0725,529.2539,987.8525,599.5175,977.9625,564.3857,21,68,1,/variabl,0,3
25583,"{'x': 987.6857, 'y': 575.3203}",True,"{'avg': {'x': 999.8611, 'y': 592.464}, 'pcenter': {'x': 0.5019, 'y': 0.4402}, 'psize': 18.7496, 'raw': {'x': 1007.3184, 'y': 581.2907}}","{'x': 985.8555, 'y': 565.4337}","{'avg': {'x': 969.0194, 'y': 551.4155}, 'pcenter': {'x': 0.6419, 'y': 0.4394}, 'psize': 20.7761, 'raw': {'x': 964.3926, 'y': 549.5767}}",7,60219742,1554838380.894,964.3926,549.5767,1007.3184,581.2907,985.8555,565.4337,21,68,1,/variabl,0,3
25584,"{'x': 987.0696, 'y': 574.9077}",True,"{'avg': {'x': 999.9713, 'y': 590.9938}, 'pcenter': {'x': 0.5019, 'y': 0.4401}, 'psize': 18.8553, 'raw': {'x': 999.6271, 'y': 562.3834}}","{'x': 982.2039, 'y': 559.9938}","{'avg': {'x': 968.452, 'y': 551.3389}, 'pcenter': {'x': 0.642, 'y': 0.4395}, 'psize': 20.8517, 'raw': {'x': 964.7806, 'y': 557.6042}}",7,60219777,1554838380.929,964.7806,557.6042,999.6271,562.3834,982.2038500000001,559.9938,21,68,1,/variabl,0,3
25585,"{'x': 986.29, 'y': 574.2394}",True,"{'avg': {'x': 999.1471, 'y': 588.7858}, 'pcenter': {'x': 0.5018, 'y': 0.4401}, 'psize': 18.8391, 'raw': {'x': 990.4244, 'y': 564.5775}}","{'x': 978.2092, 'y': 551.5408}","{'avg': {'x': 967.9114, 'y': 550.4781}, 'pcenter': {'x': 0.6419, 'y': 0.4393}, 'psize': 20.7516, 'raw': {'x': 965.9941, 'y': 538.504}}",7,60219811,1554838380.963,965.9941,538.504,990.4244,564.5775,978.20925,551.54075,21,68,1,/variabl,0,3
25586,"{'x': 986.071, 'y': 574.2358}",True,"{'avg': {'x': 998.7025, 'y': 588.5714}, 'pcenter': {'x': 0.5017, 'y': 0.4406}, 'psize': 19.1821, 'raw': {'x': 993.0107, 'y': 597.7595}}","{'x': 974.1329, 'y': 577.599}","{'avg': {'x': 966.9518, 'y': 550.6475}, 'pcenter': {'x': 0.6418, 'y': 0.4395}, 'psize': 20.8707, 'raw': {'x': 955.2552, 'y': 557.4385}}",7,60219856,1554838381.008,955.2552,557.4385,993.0107,597.7595,974.1329499999999,577.5989999999999,21,68,1,/variabl,0,3
25587,"{'x': 986.579, 'y': 574.9722}",True,"{'avg': {'x': 998.2145, 'y': 586.7791}, 'pcenter': {'x': 0.5016, 'y': 0.4403}, 'psize': 18.9706, 'raw': {'x': 995.0865, 'y': 568.5253}}","{'x': 973.8904, 'y': 552.6807}","{'avg': {'x': 965.7979, 'y': 549.8163}, 'pcenter': {'x': 0.6417, 'y': 0.4393}, 'psize': 20.7534, 'raw': {'x': 952.6942, 'y': 536.8361}}",7,60219891,1554838381.043,952.6942,536.8361,995.0865,568.5253,973.89035,552.6807,21,68,1,/variabl,0,3
25588,"{'x': 985.6705, 'y': 574.025}",True,"{'avg': {'x': 996.8238, 'y': 586.3162}, 'pcenter': {'x': 0.5016, 'y': 0.4404}, 'psize': 19.4658, 'raw': {'x': 981.1995, 'y': 587.4144}}","{'x': 971.9796, 'y': 567.0095}","{'avg': {'x': 965.5024, 'y': 549.0073}, 'pcenter': {'x': 0.6417, 'y': 0.4393}, 'psize': 20.9658, 'raw': {'x': 962.7598, 'y': 546.6045}}",7,60219925,1554838381.077,962.7598,546.6045,981.1995,587.4144,971.97965,567.00945,21,68,1,/variabl,0,3
