,avg,fix,lefteye,raw,righteye,state,time,timestamp,Run,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Behavior_Image_Start
25410,"{'x': 1094.8834, 'y': 824.4462}",True,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 899.6307, 'y': 730.7099}","{'avg': {'x': 1031.7124, 'y': 800.688}, 'pcenter': {'x': 0.7143, 'y': 0.4997}, 'psize': 28.1176, 'raw': {'x': 899.6307, 'y': 730.7099}}",7,296726622,1550779920.478,3,899.6307,730.7099,0.0,0.0,449.81535,365.35495,2,73,1,/variabl,0.0,1550779920.468747
25411,"{'x': 1079.6952, 'y': 819.0416}",True,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 926.7416, 'y': 753.276}","{'avg': {'x': 926.7416, 'y': 753.276}, 'pcenter': {'x': 0.7145, 'y': 0.5}, 'psize': 28.1972, 'raw': {'x': 926.7416, 'y': 753.276}}",7,296726666,1550779920.522,3,926.7416,753.276,0.0,0.0,463.3708,376.638,2,73,1,/variabl,0.0,1550779920.468747
25412,"{'x': 914.2518, 'y': 688.4814}",False,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 914.2518, 'y': 688.4814}","{'avg': {'x': 914.2518, 'y': 688.4814}, 'pcenter': {'x': 0.7146, 'y': 0.4994}, 'psize': 27.9365, 'raw': {'x': 914.2518, 'y': 688.4814}}",7,296726700,1550779920.556,3,914.2518,688.4814,0.0,0.0,457.1259,344.2407,2,73,1,/variabl,0.0,1550779920.468747
25413,"{'x': 1305.4608, 'y': 862.018}",False,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 1695.6732, 'y': 1035.1125}","{'avg': {'x': 1305.4608, 'y': 862.018}, 'pcenter': {'x': 0.7156, 'y': 0.5032}, 'psize': 35.3096, 'raw': {'x': 1695.6732, 'y': 1035.1125}}",7,296726733,1550779920.589,3,1695.6732,1035.1125,0.0,0.0,847.8366,517.55625,2,73,1,/variabl,0.0,1550779920.468747
25414,"{'x': 1227.1504, 'y': 840.2467}",False,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 836.202, 'y': 731.23}","{'avg': {'x': 1149.0393, 'y': 818.5309}, 'pcenter': {'x': 0.7144, 'y': 0.4996}, 'psize': 28.5555, 'raw': {'x': 836.202, 'y': 731.23}}",7,296726778,1550779920.634,3,836.202,731.23,0.0,0.0,418.101,365.615,2,73,1,/variabl,0.0,1550779920.468747
25415,"{'x': 1206.9595, 'y': 838.5942}",False,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.5654, 'y': 0.4909}, 'psize': 22.8246, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 1221.575, 'y': 885.2833}","{'avg': {'x': 1167.2307, 'y': 835.4202}, 'pcenter': {'x': 0.7145, 'y': 0.4999}, 'psize': 28.8909, 'raw': {'x': 1221.575, 'y': 885.2833}}",7,296726812,1550779920.668,3,1221.575,885.2833,0.0,0.0,610.7875,442.64165,2,73,1,/variabl,0.0,1550779920.468747
25416,"{'x': 1154.7329, 'y': 824.2424}",False,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 845.5875, 'y': 712.6249}","{'avg': {'x': 845.5875, 'y': 712.6249}, 'pcenter': {'x': 0.7142, 'y': 0.4995}, 'psize': 28.8576, 'raw': {'x': 845.5875, 'y': 712.6249}}",7,296726845,1550779920.701,3,845.5875,712.6249,0.0,0.0,422.79375,356.31245,2,73,1,/variabl,0.0,1550779920.468747
25417,"{'x': 855.7449, 'y': 735.1191}",False,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 855.7449, 'y': 735.1191}","{'avg': {'x': 855.7449, 'y': 735.1191}, 'pcenter': {'x': 0.7141, 'y': 0.4998}, 'psize': 29.145, 'raw': {'x': 855.7449, 'y': 735.1191}}",7,296726889,1550779920.745,3,855.7449,735.1191,0.0,0.0,427.87245,367.55955,2,73,1,/variabl,0.0,1550779920.468747
25418,"{'x': 846.911, 'y': 747.5262}",False,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 838.0996, 'y': 759.9016}","{'avg': {'x': 846.911, 'y': 747.5262}, 'pcenter': {'x': 0.714, 'y': 0.5}, 'psize': 29.0282, 'raw': {'x': 838.0996, 'y': 759.9016}}",7,296726923,1550779920.779,3,838.0996,759.9016,0.0,0.0,419.0498,379.9508,2,73,1,/variabl,0.0,1550779920.468747
25419,"{'x': 848.7449, 'y': 743.4347}",False,"{'avg': {'x': 0.0, 'y': 0.0}, 'pcenter': {'x': 0.0, 'y': 0.0}, 'psize': 0.0, 'raw': {'x': 0.0, 'y': 0.0}}","{'x': 857.8983, 'y': 723.0493}","{'avg': {'x': 850.5741, 'y': 739.3536}, 'pcenter': {'x': 0.7141, 'y': 0.4997}, 'psize': 28.7398, 'raw': {'x': 857.8983, 'y': 723.0493}}",7,296726956,1550779920.812,3,857.8983,723.0493,0.0,0.0,428.94915,361.52465,2,73,1,/variabl,0.0,1550779920.468747
