Button,Time
"[['3', 431.52781105041504]]",1553710312.34342
"[['3', 492.3170840740204]]",1553710371.812885
"[['3', 58.91428208351135]]",1553710517.309928
"[['1', 104.0967390537262]]",1553710561.571238
"[['1', 143.03846502304077]]",1553710600.549812
"[['1', 168.31807899475098]]",1553710625.79271
"[['3', 174.23088693618774]]",1553710943.795024
"[['1', 202.15888214111328]]",1553710971.741584
"[['3', 222.674222946167]]",1553710992.78239
"[['2', 137.5082881450653]]",1553711629.738782
