,avg,fix,lefteye,raw,righteye,state,time,timestamp,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Run
578,"{'x': 1042.6093, 'y': 672.1613}",True,"{'avg': {'x': 1052.9342, 'y': 667.3259}, 'pcenter': {'x': 0.5066, 'y': 0.5063}, 'psize': 29.1196, 'raw': {'x': 1032.6906, 'y': 681.1055}}","{'x': 1022.7161, 'y': 692.1107}","{'avg': {'x': 1032.6887, 'y': 696.6421}, 'pcenter': {'x': 0.641, 'y': 0.5061}, 'psize': 31.0172, 'raw': {'x': 1012.7417, 'y': 703.116}}",7,300688545,1550783882.401,1012.7417,703.116,1032.6906,681.1055,1022.71615,692.11075,3,87,1,/variabl,0,3
579,"{'x': 1042.8295, 'y': 673.0078}",True,"{'avg': {'x': 1053.066, 'y': 667.7585}, 'pcenter': {'x': 0.5067, 'y': 0.5062}, 'psize': 28.926, 'raw': {'x': 1051.9491, 'y': 656.1337}}","{'x': 1047.7024, 'y': 676.6351}","{'avg': {'x': 1033.567, 'y': 697.4095}, 'pcenter': {'x': 0.6412, 'y': 0.5061}, 'psize': 31.246, 'raw': {'x': 1043.4557, 'y': 697.1365}}",7,300688579,1550783882.435,1043.4557,697.1365,1051.9491,656.1337,1047.7024000000001,676.6351,3,87,1,/variabl,0,3
580,"{'x': 1043.5796, 'y': 673.2961}",True,"{'avg': {'x': 1053.7228, 'y': 670.1842}, 'pcenter': {'x': 0.5068, 'y': 0.5063}, 'psize': 29.5718, 'raw': {'x': 1059.8494, 'y': 690.8958}}","{'x': 1055.8301, 'y': 696.1811}","{'avg': {'x': 1034.687, 'y': 698.6302}, 'pcenter': {'x': 0.6412, 'y': 0.5061}, 'psize': 30.6628, 'raw': {'x': 1051.8109, 'y': 701.4664}}",7,300688623,1550783882.479,1051.8109,701.4664,1059.8494,690.8958,1055.83015,696.1811,3,87,1,/variabl,0,3
581,"{'x': 1043.9976, 'y': 673.9988}",True,"{'avg': {'x': 1054.874, 'y': 669.7878}, 'pcenter': {'x': 0.5069, 'y': 0.506}, 'psize': 29.6187, 'raw': {'x': 1063.8844, 'y': 663.0803}}","{'x': 1039.5692, 'y': 678.1788}","{'avg': {'x': 1033.5933, 'y': 698.1854}, 'pcenter': {'x': 0.6411, 'y': 0.5061}, 'psize': 30.6181, 'raw': {'x': 1015.2541, 'y': 693.2772}}",7,300688657,1550783882.513,1015.2541,693.2772,1063.8844,663.0803,1039.56925,678.17875,3,87,1,/variabl,0,3
582,"{'x': 1044.054, 'y': 674.9669}",True,"{'avg': {'x': 1053.209, 'y': 670.9023}, 'pcenter': {'x': 0.5067, 'y': 0.5061}, 'psize': 29.3971, 'raw': {'x': 1032.5139, 'y': 692.7586}}","{'x': 1022.2582, 'y': 696.0176}","{'avg': {'x': 1032.2162, 'y': 698.5909}, 'pcenter': {'x': 0.6411, 'y': 0.5061}, 'psize': 30.4731, 'raw': {'x': 1012.0026, 'y': 699.2765}}",7,300688691,1550783882.547,1012.0026,699.2765,1032.5139,692.7586,1022.25825,696.01755,3,87,1,/variabl,0,3
583,"{'x': 1044.347, 'y': 675.6018}",True,"{'avg': {'x': 1053.6134, 'y': 670.5329}, 'pcenter': {'x': 0.5067, 'y': 0.5059}, 'psize': 29.8203, 'raw': {'x': 1064.4952, 'y': 666.0464}}","{'x': 1057.2493, 'y': 690.1881}","{'avg': {'x': 1033.3011, 'y': 699.37}, 'pcenter': {'x': 0.6412, 'y': 0.5061}, 'psize': 30.941, 'raw': {'x': 1050.0034, 'y': 714.3298}}",7,300688735,1550783882.591,1050.0034,714.3298,1064.4952,666.0464,1057.2493,690.1881,3,87,1,/variabl,0,3
584,"{'x': 1045.03, 'y': 675.751}",True,"{'avg': {'x': 1053.5834, 'y': 672.5614}, 'pcenter': {'x': 0.5066, 'y': 0.5061}, 'psize': 29.5072, 'raw': {'x': 1053.717, 'y': 695.8183}}","{'x': 1053.9673, 'y': 675.8984}","{'avg': {'x': 1034.7448, 'y': 696.3479}, 'pcenter': {'x': 0.6411, 'y': 0.5057}, 'psize': 30.2986, 'raw': {'x': 1054.2174, 'y': 655.9786}}",7,300688769,1550783882.625,1054.2174,655.9786,1053.717,695.8183,1053.9672,675.89845,3,87,1,/variabl,0,3
585,"{'x': 1045.6774, 'y': 675.8029}",True,"{'avg': {'x': 1052.4962, 'y': 673.1345}, 'pcenter': {'x': 0.5065, 'y': 0.506}, 'psize': 29.8332, 'raw': {'x': 1031.1256, 'y': 675.7349}}","{'x': 1022.7628, 'y': 669.2419}","{'avg': {'x': 1033.3646, 'y': 694.1627}, 'pcenter': {'x': 0.6408, 'y': 0.5058}, 'psize': 29.9786, 'raw': {'x': 1014.3999, 'y': 662.7488}}",7,300688802,1550783882.658,1014.3999,662.7488,1031.1256,675.7349,1022.7627500000001,669.24185,3,87,1,/variabl,0,3
586,"{'x': 1045.4735, 'y': 676.6594}",True,"{'avg': {'x': 1051.8787, 'y': 675.5925}, 'pcenter': {'x': 0.5066, 'y': 0.5063}, 'psize': 29.5708, 'raw': {'x': 1045.4628, 'y': 712.9019}}","{'x': 1031.3364, 'y': 697.5189}","{'avg': {'x': 1032.0782, 'y': 692.9786}, 'pcenter': {'x': 0.6408, 'y': 0.506}, 'psize': 30.0529, 'raw': {'x': 1017.2101, 'y': 682.1359}}",7,300688846,1550783882.702,1017.2101,682.1359,1045.4628,712.9019,1031.33645,697.5189,3,87,1,/variabl,0,3
587,"{'x': 1045.2789, 'y': 677.4426}",True,"{'avg': {'x': 1051.2217, 'y': 677.4337}, 'pcenter': {'x': 0.5066, 'y': 0.5063}, 'psize': 29.0161, 'raw': {'x': 1049.2101, 'y': 702.6895}}","{'x': 1037.8889, 'y': 706.4681}","{'avg': {'x': 1031.6835, 'y': 693.2821}, 'pcenter': {'x': 0.6409, 'y': 0.5063}, 'psize': 29.9014, 'raw': {'x': 1026.5676, 'y': 710.2468}}",7,300688880,1550783882.736,1026.5676,710.2468,1049.2101,702.6895,1037.88885,706.4681499999999,3,87,1,/variabl,0,3
588,"{'x': 1045.036, 'y': 678.1054}",True,"{'avg': {'x': 1049.3334, 'y': 677.0376}, 'pcenter': {'x': 0.5066, 'y': 0.5059}, 'psize': 27.8356, 'raw': {'x': 1031.2749, 'y': 659.08}}","{'x': 1020.5698, 'y': 678.0245}","{'avg': {'x': 1030.3105, 'y': 693.7677}, 'pcenter': {'x': 0.6409, 'y': 0.5062}, 'psize': 29.1422, 'raw': {'x': 1009.8648, 'y': 696.9692}}",7,300688913,1550783882.769,1009.8648,696.9692,1031.2749,659.08,1020.5698499999999,678.0246,3,87,1,/variabl,0,3
589,"{'x': 1044.646, 'y': 678.7425}",True,"{'avg': {'x': 1047.4594, 'y': 676.3964}, 'pcenter': {'x': 0.5065, 'y': 0.5059}, 'psize': 27.5727, 'raw': {'x': 1024.5818, 'y': 667.9365}}","{'x': 1026.9629, 'y': 669.5896}","{'avg': {'x': 1029.9441, 'y': 692.4722}, 'pcenter': {'x': 0.641, 'y': 0.506}, 'psize': 28.3387, 'raw': {'x': 1029.3441, 'y': 671.2427}}",7,300688957,1550783882.813,1029.3441,671.2427,1024.5818,667.9365,1026.96295,669.5896,3,87,1,/variabl,0,3
590,"{'x': 1044.7909, 'y': 678.7881}",True,"{'avg': {'x': 1046.6517, 'y': 676.2821}, 'pcenter': {'x': 0.5065, 'y': 0.506}, 'psize': 26.9343, 'raw': {'x': 1040.8979, 'y': 673.4946}}","{'x': 1017.8828, 'y': 679.0416}","{'avg': {'x': 1027.4475, 'y': 691.6918}, 'pcenter': {'x': 0.6406, 'y': 0.5059}, 'psize': 28.0922, 'raw': {'x': 994.8676, 'y': 684.5886}}",7,300688990,1550783882.846,994.8676,684.5886,1040.8979,673.4946,1017.88275,679.0416,3,87,1,/variabl,0,3
591,"{'x': 1044.1804, 'y': 679.369}",True,"{'avg': {'x': 1045.5808, 'y': 676.4173}, 'pcenter': {'x': 0.5064, 'y': 0.506}, 'psize': 27.0185, 'raw': {'x': 1035.4855, 'y': 666.0197}}","{'x': 1031.9956, 'y': 681.0109}","{'avg': {'x': 1027.1776, 'y': 691.5655}, 'pcenter': {'x': 0.6407, 'y': 0.506}, 'psize': 27.8189, 'raw': {'x': 1028.5059, 'y': 696.002}}",7,300689024,1550783882.88,1028.5059,696.002,1035.4855,666.0197,1031.9957,681.0108499999999,3,87,1,/variabl,0,3
592,"{'x': 1043.5574, 'y': 679.9584}",True,"{'avg': {'x': 1044.6366, 'y': 677.2775}, 'pcenter': {'x': 0.5065, 'y': 0.5062}, 'psize': 26.303, 'raw': {'x': 1035.1964, 'y': 681.1705}}","{'x': 1032.5725, 'y': 688.7197}","{'avg': {'x': 1027.1406, 'y': 691.6658}, 'pcenter': {'x': 0.6408, 'y': 0.5061}, 'psize': 27.3912, 'raw': {'x': 1029.9485, 'y': 696.2689}}",7,300689068,1550783882.924,1029.9485,696.2689,1035.1964,681.1705,1032.5724500000001,688.7197,3,87,1,/variabl,0,3
593,"{'x': 1043.6416, 'y': 679.9871}",True,"{'avg': {'x': 1045.8002, 'y': 677.1465}, 'pcenter': {'x': 0.5067, 'y': 0.5062}, 'psize': 26.4336, 'raw': {'x': 1072.0251, 'y': 670.496}}","{'x': 1047.9451, 'y': 664.391}","{'avg': {'x': 1026.6849, 'y': 689.0846}, 'pcenter': {'x': 0.6408, 'y': 0.5058}, 'psize': 27.4671, 'raw': {'x': 1023.8649, 'y': 658.2861}}",7,300689102,1550783882.958,1023.8649,658.2861,1072.0251,670.496,1047.9450000000002,664.39105,3,87,1,/variabl,0,3
594,"{'x': 1043.142, 'y': 680.3817}",True,"{'avg': {'x': 1045.2128, 'y': 678.1704}, 'pcenter': {'x': 0.5065, 'y': 0.5062}, 'psize': 26.1974, 'raw': {'x': 1040.3964, 'y': 685.5254}}","{'x': 1035.6898, 'y': 681.6809}","{'avg': {'x': 1026.6298, 'y': 688.3918}, 'pcenter': {'x': 0.6408, 'y': 0.5059}, 'psize': 27.6254, 'raw': {'x': 1030.9833, 'y': 677.8364}}",7,300689136,1550783882.992,1030.9833,677.8364,1040.3964,685.5254,1035.6898500000002,681.6809000000001,3,87,1,/variabl,0,3
595,"{'x': 1042.6675, 'y': 680.6116}",True,"{'avg': {'x': 1044.6642, 'y': 676.8112}, 'pcenter': {'x': 0.5066, 'y': 0.5061}, 'psize': 26.4926, 'raw': {'x': 1046.9067, 'y': 654.7911}}","{'x': 1046.1552, 'y': 665.453}","{'avg': {'x': 1027.3849, 'y': 687.2092}, 'pcenter': {'x': 0.6409, 'y': 0.506}, 'psize': 27.2767, 'raw': {'x': 1045.4036, 'y': 676.1149}}",7,300689180,1550783883.036,1045.4036,676.1149,1046.9067,654.7911,1046.15515,665.453,3,87,1,/variabl,0,3
596,"{'x': 1042.1017, 'y': 680.8002}",True,"{'avg': {'x': 1046.2448, 'y': 675.7921}, 'pcenter': {'x': 0.5067, 'y': 0.506}, 'psize': 26.1465, 'raw': {'x': 1065.3291, 'y': 652.1707}}","{'x': 1043.8287, 'y': 664.3826}","{'avg': {'x': 1027.0093, 'y': 686.3219}, 'pcenter': {'x': 0.6408, 'y': 0.5059}, 'psize': 27.4943, 'raw': {'x': 1022.3284, 'y': 676.5944}}",7,300689214,1550783883.07,1022.3284,676.5944,1065.3291,652.1707,1043.82875,664.38255,3,87,1,/variabl,0,3
