,avg,fix,lefteye,raw,righteye,state,time,timestamp,Run,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Behavior_Image_Start
26123,"{'x': 1020.4038, 'y': 602.2952}",True,"{'avg': {'x': 1003.5623, 'y': 604.0077}, 'pcenter': {'x': 0.3586, 'y': 0.566}, 'psize': 35.5479, 'raw': {'x': 994.6323, 'y': 576.3445}}","{'x': 999.0834, 'y': 561.573}","{'avg': {'x': 1025.2015, 'y': 576.2296}, 'pcenter': {'x': 0.5257, 'y': 0.5563}, 'psize': 36.4845, 'raw': {'x': 1003.5345, 'y': 546.8015}}",7,78249088,1574183763.072,0,1003.5345,546.8015,994.6323,576.3445,999.0834,561.5730000000001,21,101,2,/variabl,0.0,1574183763.0586998
26124,"{'x': 1018.7148, 'y': 602.9991}",True,"{'avg': {'x': 1002.9849, 'y': 601.2484}, 'pcenter': {'x': 0.3587, 'y': 0.566}, 'psize': 35.1669, 'raw': {'x': 1002.4227, 'y': 580.8287}}","{'x': 1007.0011, 'y': 557.0936}","{'avg': {'x': 1023.7468, 'y': 572.2338}, 'pcenter': {'x': 0.5257, 'y': 0.5561}, 'psize': 36.5479, 'raw': {'x': 1011.5795, 'y': 533.3586}}",7,78249121,1574183763.105,0,1011.5795,533.3586,1002.4227,580.8287,1007.0011,557.09365,21,101,2,/variabl,0.0,1574183763.0586998
26125,"{'x': 1018.5524, 'y': 601.3062}",True,"{'avg': {'x': 1001.1155, 'y': 598.1462}, 'pcenter': {'x': 0.3587, 'y': 0.5658}, 'psize': 35.1526, 'raw': {'x': 979.1526, 'y': 571.6249}}","{'x': 995.5496, 'y': 561.3861}","{'avg': {'x': 1022.4442, 'y': 569.2752}, 'pcenter': {'x': 0.5258, 'y': 0.5562}, 'psize': 36.6516, 'raw': {'x': 1011.9465, 'y': 551.1473}}",7,78249165,1574183763.149,0,1011.9465,551.1473,979.1526,571.6249,995.54955,561.3860999999999,21,101,2,/variabl,0.0,1574183763.0586998
26126,"{'x': 1017.5667, 'y': 600.4198}",True,"{'avg': {'x': 1000.6658, 'y': 595.831}, 'pcenter': {'x': 0.3589, 'y': 0.5659}, 'psize': 35.3194, 'raw': {'x': 1005.3797, 'y': 573.6727}}","{'x': 1016.9481, 'y': 557.6613}","{'avg': {'x': 1022.1018, 'y': 566.6195}, 'pcenter': {'x': 0.5259, 'y': 0.5562}, 'psize': 36.6989, 'raw': {'x': 1028.5165, 'y': 541.6498}}",7,78249198,1574183763.182,0,1028.5165,541.6498,1005.3797,573.6727,1016.9481,557.66125,21,101,2,/variabl,0.0,1574183763.0586998
26127,"{'x': 1016.7374, 'y': 599.1917}",True,"{'avg': {'x': 1000.0896, 'y': 593.5676}, 'pcenter': {'x': 0.3589, 'y': 0.5658}, 'psize': 35.6279, 'raw': {'x': 993.5049, 'y': 579.1559}}","{'x': 1010.7932, 'y': 569.7866}","{'avg': {'x': 1022.1859, 'y': 565.1185}, 'pcenter': {'x': 0.526, 'y': 0.5563}, 'psize': 36.663, 'raw': {'x': 1028.0814, 'y': 560.4173}}",7,78249231,1574183763.215,0,1028.0814,560.4173,993.5049,579.1559,1010.79315,569.7865999999999,21,101,2,/variabl,0.0,1574183763.0586998
26128,"{'x': 1015.7463, 'y': 598.0438}",True,"{'avg': {'x': 999.2319, 'y': 592.5114}, 'pcenter': {'x': 0.3589, 'y': 0.5659}, 'psize': 35.6579, 'raw': {'x': 994.4069, 'y': 591.8948}}","{'x': 1013.7962, 'y': 563.52}","{'avg': {'x': 1022.322, 'y': 562.4287}, 'pcenter': {'x': 0.5261, 'y': 0.5561}, 'psize': 36.9299, 'raw': {'x': 1033.1855, 'y': 535.1452}}",7,78249275,1574183763.259,0,1033.1855,535.1452,994.4069,591.8948,1013.7962,563.52,21,101,2,/variabl,0.0,1574183763.0586998
26129,"{'x': 1015.0979, 'y': 596.2559}",True,"{'avg': {'x': 999.1046, 'y': 589.2764}, 'pcenter': {'x': 0.3589, 'y': 0.5658}, 'psize': 35.8281, 'raw': {'x': 1006.2471, 'y': 556.2888}}","{'x': 1014.4076, 'y': 548.663}","{'avg': {'x': 1021.8336, 'y': 559.7479}, 'pcenter': {'x': 0.5259, 'y': 0.5563}, 'psize': 37.1171, 'raw': {'x': 1022.5681, 'y': 541.037}}",7,78249308,1574183763.292,0,1022.5681,541.037,1006.2471,556.2888,1014.4076,548.6629,21,101,2,/variabl,0.0,1574183763.0586998
26130,"{'x': 1014.7253, 'y': 593.8062}",True,"{'avg': {'x': 1004.0441, 'y': 588.4883}, 'pcenter': {'x': 0.3598, 'y': 0.5662}, 'psize': 35.6864, 'raw': {'x': 1081.5516, 'y': 591.479}}","{'x': 1096.5374, 'y': 575.3217}","{'avg': {'x': 1027.1149, 'y': 558.7067}, 'pcenter': {'x': 0.5269, 'y': 0.5565}, 'psize': 36.6593, 'raw': {'x': 1111.5232, 'y': 559.1642}}",7,78249342,1574183763.326,0,1111.5232,559.1642,1081.5516,591.479,1096.5374000000002,575.3216,21,101,2,/variabl,0.0,1574183763.0586998
26131,"{'x': 1014.9601, 'y': 591.5927}",True,"{'avg': {'x': 1008.8188, 'y': 586.5762}, 'pcenter': {'x': 0.36, 'y': 0.566}, 'psize': 35.8007, 'raw': {'x': 1076.6041, 'y': 573.2767}}","{'x': 1082.9796, 'y': 566.499}","{'avg': {'x': 1030.9513, 'y': 557.5201}, 'pcenter': {'x': 0.5269, 'y': 0.5565}, 'psize': 36.999, 'raw': {'x': 1089.3551, 'y': 559.7214}}",7,78249386,1574183763.37,0,1089.3551,559.7214,1076.6041,573.2767,1082.9796000000001,566.49905,21,101,2,/variabl,0.0,1574183763.0586998
26132,"{'x': 1015.4039, 'y': 589.6229}",True,"{'avg': {'x': 1014.1036, 'y': 585.7458}, 'pcenter': {'x': 0.3602, 'y': 0.5661}, 'psize': 35.5087, 'raw': {'x': 1089.897, 'y': 586.5774}}","{'x': 1099.0569, 'y': 577.1089}","{'avg': {'x': 1036.1437, 'y': 557.3204}, 'pcenter': {'x': 0.5271, 'y': 0.5566}, 'psize': 37.0335, 'raw': {'x': 1108.2169, 'y': 567.6404}}",7,78249419,1574183763.403,0,1108.2169,567.6404,1089.897,586.5774,1099.05695,577.1089,21,101,2,/variabl,0.0,1574183763.0586998
26133,"{'x': 1016.0587, 'y': 587.7678}",True,"{'avg': {'x': 1018.8627, 'y': 584.8625}, 'pcenter': {'x': 0.3603, 'y': 0.5658}, 'psize': 35.5664, 'raw': {'x': 1082.2352, 'y': 587.1904}}","{'x': 1095.8816, 'y': 575.0998}","{'avg': {'x': 1041.1913, 'y': 556.1611}, 'pcenter': {'x': 0.5273, 'y': 0.5565}, 'psize': 36.662, 'raw': {'x': 1109.528, 'y': 563.0092}}",7,78249452,1574183763.436,0,1109.528,563.0092,1082.2352,587.1904,1095.8816000000002,575.0998,21,101,2,/variabl,0.0,1574183763.0586998
26134,"{'x': 1017.1014, 'y': 585.8746}",True,"{'avg': {'x': 1023.9659, 'y': 584.2809}, 'pcenter': {'x': 0.3604, 'y': 0.5658}, 'psize': 35.0774, 'raw': {'x': 1082.9028, 'y': 587.8858}}","{'x': 1092.4921, 'y': 573.1404}","{'avg': {'x': 1045.9875, 'y': 555.5167}, 'pcenter': {'x': 0.5273, 'y': 0.5565}, 'psize': 36.3732, 'raw': {'x': 1102.0813, 'y': 558.3951}}",7,78249496,1574183763.48,0,1102.0813,558.3951,1082.9028,587.8858,1092.49205,573.14045,21,101,2,/variabl,0.0,1574183763.0586998
26135,"{'x': 1019.1256, 'y': 583.1329}",True,"{'avg': {'x': 1029.9534, 'y': 583.1802}, 'pcenter': {'x': 0.3603, 'y': 0.5657}, 'psize': 35.0486, 'raw': {'x': 1099.4717, 'y': 577.2641}}","{'x': 1103.6194, 'y': 566.3376}","{'avg': {'x': 1050.8787, 'y': 554.6079}, 'pcenter': {'x': 0.5272, 'y': 0.5563}, 'psize': 36.1878, 'raw': {'x': 1107.7672, 'y': 555.4113}}",7,78249529,1574183763.513,0,1107.7672,555.4113,1099.4717,577.2641,1103.6194500000001,566.3377,21,101,2,/variabl,0.0,1574183763.0586998
26136,"{'x': 1020.8931, 'y': 581.3201}",True,"{'avg': {'x': 1034.6542, 'y': 582.6934}, 'pcenter': {'x': 0.3602, 'y': 0.5658}, 'psize': 34.3211, 'raw': {'x': 1081.5781, 'y': 588.9668}}","{'x': 1097.4546, 'y': 577.3815}","{'avg': {'x': 1056.28, 'y': 554.7448}, 'pcenter': {'x': 0.5272, 'y': 0.5564}, 'psize': 35.991, 'raw': {'x': 1113.3309, 'y': 565.7962}}",7,78249572,1574183763.556,0,1113.3309,565.7962,1081.5781,588.9668,1097.4544999999998,577.3815,21,101,2,/variabl,0.0,1574183763.0586998
26137,"{'x': 1023.2305, 'y': 579.2656}",True,"{'avg': {'x': 1039.5674, 'y': 581.8285}, 'pcenter': {'x': 0.3602, 'y': 0.5658}, 'psize': 34.4333, 'raw': {'x': 1087.9454, 'y': 579.4958}}","{'x': 1094.1121, 'y': 570.8049}","{'avg': {'x': 1060.8298, 'y': 554.6337}, 'pcenter': {'x': 0.5271, 'y': 0.5564}, 'psize': 35.4706, 'raw': {'x': 1100.2786, 'y': 562.114}}",7,78249606,1574183763.59,0,1100.2786,562.114,1087.9454,579.4958,1094.112,570.8049000000001,21,101,2,/variabl,0.0,1574183763.0586998
26138,"{'x': 1025.6176, 'y': 577.4862}",True,"{'avg': {'x': 1044.2957, 'y': 581.5549}, 'pcenter': {'x': 0.3601, 'y': 0.5658}, 'psize': 34.0784, 'raw': {'x': 1086.1475, 'y': 589.206}}","{'x': 1092.8594, 'y': 566.0298}","{'avg': {'x': 1064.9128, 'y': 553.6646}, 'pcenter': {'x': 0.527, 'y': 0.5562}, 'psize': 35.405, 'raw': {'x': 1099.5712, 'y': 542.8536}}",7,78249639,1574183763.623,0,1099.5712,542.8536,1086.1475,589.206,1092.8593500000002,566.0298,21,101,2,/variabl,0.0,1574183763.0586998
26139,"{'x': 1028.1588, 'y': 575.9261}",True,"{'avg': {'x': 1048.6298, 'y': 581.2224}, 'pcenter': {'x': 0.36, 'y': 0.5659}, 'psize': 33.6097, 'raw': {'x': 1083.8774, 'y': 587.977}}","{'x': 1099.947, 'y': 574.7889}","{'avg': {'x': 1069.7953, 'y': 553.5223}, 'pcenter': {'x': 0.527, 'y': 0.5564}, 'psize': 34.9107, 'raw': {'x': 1116.0165, 'y': 561.6008}}",7,78249682,1574183763.666,0,1116.0165,561.6008,1083.8774,587.977,1099.94695,574.7889,21,101,2,/variabl,0.0,1574183763.0586998
26140,"{'x': 1031.0133, 'y': 574.1949}",True,"{'avg': {'x': 1052.3773, 'y': 580.6645}, 'pcenter': {'x': 0.3598, 'y': 0.5659}, 'psize': 33.6103, 'raw': {'x': 1080.9916, 'y': 580.21}}","{'x': 1074.863, 'y': 562.5184}","{'avg': {'x': 1071.728, 'y': 552.4158}, 'pcenter': {'x': 0.5266, 'y': 0.5563}, 'psize': 34.753, 'raw': {'x': 1068.7346, 'y': 544.8268}}",7,78249716,1574183763.7,0,1068.7346,544.8268,1080.9916,580.21,1074.8631,562.5184,21,101,2,/variabl,0.0,1574183763.0586998
26141,"{'x': 1035.7385, 'y': 573.1108}",True,"{'avg': {'x': 812.7305, 'y': 610.9103}, 'pcenter': {'x': 0.3565, 'y': 0.5668}, 'psize': 33.1091, 'raw': {'x': 812.7305, 'y': 610.9103}}","{'x': 819.2473, 'y': 589.7754}","{'avg': {'x': 825.7641, 'y': 568.6405}, 'pcenter': {'x': 0.523, 'y': 0.5568}, 'psize': 34.574, 'raw': {'x': 825.7641, 'y': 568.6405}}",7,78249749,1574183763.733,0,825.7641,568.6405,812.7305,610.9103,819.2473,589.7754,21,101,2,/variabl,0.0,1574183763.0586998
26142,"{'x': 812.1752, 'y': 584.1249}",False,"{'avg': {'x': 807.1658, 'y': 612.4357}, 'pcenter': {'x': 0.3564, 'y': 0.5668}, 'psize': 32.8464, 'raw': {'x': 807.1658, 'y': 612.4357}}","{'x': 812.1752, 'y': 584.1249}","{'avg': {'x': 817.1846, 'y': 555.8141}, 'pcenter': {'x': 0.523, 'y': 0.5567}, 'psize': 34.48, 'raw': {'x': 817.1846, 'y': 555.8141}}",7,78249792,1574183763.776,0,817.1846,555.8141,807.1658,612.4357,812.1752,584.1249,21,101,2,/variabl,0.0,1574183763.0586998
26143,"{'x': 811.1313, 'y': 591.7463}",False,"{'avg': {'x': 803.2029, 'y': 616.8362}, 'pcenter': {'x': 0.3563, 'y': 0.5668}, 'psize': 33.1833, 'raw': {'x': 799.25, 'y': 621.2255}}","{'x': 810.0901, 'y': 599.3481}","{'avg': {'x': 819.0598, 'y': 566.6563}, 'pcenter': {'x': 0.5232, 'y': 0.5569}, 'psize': 34.4104, 'raw': {'x': 820.9302, 'y': 577.4708}}",7,78249825,1574183763.809,0,820.9302,577.4708,799.25,621.2255,810.0901,599.34815,21,101,2,/variabl,0.0,1574183763.0586998
26144,"{'x': 849.332, 'y': 594.6143}",False,"{'avg': {'x': 879.5731, 'y': 616.3226}, 'pcenter': {'x': 0.3591, 'y': 0.5666}, 'psize': 33.1555, 'raw': {'x': 1031.3636, 'y': 615.2795}}","{'x': 1041.5022, 'y': 603.0145}","{'avg': {'x': 896.9196, 'y': 574.7399}, 'pcenter': {'x': 0.5261, 'y': 0.5568}, 'psize': 34.124, 'raw': {'x': 1051.6407, 'y': 590.7495}}",7,78249868,1574183763.852,0,1051.6407,590.7495,1031.3636,615.2795,1041.5021499999998,603.0145,21,101,2,/variabl,0.0,1574183763.0586998
26145,"{'x': 876.4023, 'y': 595.9566}",False,"{'avg': {'x': 921.216, 'y': 617.9416}, 'pcenter': {'x': 0.3594, 'y': 0.5666}, 'psize': 33.0996, 'raw': {'x': 1043.5382, 'y': 622.727}}","{'x': 1051.3827, 'y': 610.4223}","{'avg': {'x': 938.1574, 'y': 580.6808}, 'pcenter': {'x': 0.5263, 'y': 0.557}, 'psize': 34.1314, 'raw': {'x': 1059.2272, 'y': 598.1176}}",7,78249902,1574183763.886,0,1059.2272,598.1176,1043.5382,622.727,1051.3827,610.4223,21,101,2,/variabl,0.0,1574183763.0586998
26146,"{'x': 917.2134, 'y': 598.4954}",False,"{'avg': {'x': 1055.319, 'y': 624.2812}, 'pcenter': {'x': 0.3593, 'y': 0.5668}, 'psize': 32.7609, 'raw': {'x': 1055.319, 'y': 624.2812}}","{'x': 1049.5809, 'y': 612.9702}","{'avg': {'x': 1043.8429, 'y': 601.6592}, 'pcenter': {'x': 0.5261, 'y': 0.5571}, 'psize': 34.1074, 'raw': {'x': 1043.8429, 'y': 601.6592}}",7,78249935,1574183763.919,0,1043.8429,601.6592,1055.319,624.2812,1049.58095,612.9702,21,101,2,/variabl,0.0,1574183763.0586998
