9.7759 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1680, 1050]. Using actual size
10.5571 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='black', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x113bdf890>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1680, 1050]), stereo=False, units='deg', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.5572 	EXP 	window1: recordFrameIntervals = False
10.7228 	EXP 	window1: recordFrameIntervals = True
10.9061 	EXP 	window1: recordFrameIntervals = False
10.9967 	EXP 	Created fixation = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='lightGrey', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=2, italic=False, name='fixation', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 211.,  211.,  211.]), text=u'+', units='deg', win=Window(...), wrapWidth=15.0)
10.9996 	EXP 	Created posner = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='lightGrey', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=2, italic=False, name='posner', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 211.,  211.,  211.]), text=u'o', units='deg', win=Window(...), wrapWidth=15.0)
11.0023 	EXP 	Created cue_right = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='lightGrey', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=2, italic=False, name='cue_right', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 211.,  211.,  211.]), text=u'>', units='deg', win=Window(...), wrapWidth=15.0)
11.0049 	EXP 	Created cue_left = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='lightGrey', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=2, italic=False, name='cue_left', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 211.,  211.,  211.]), text=u'<', units='deg', win=Window(...), wrapWidth=15.0)
11.0728 	EXP 	Created cue_img1 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='../../stim/Cue/scene_icon.png', interpolate=False, mask=None, maskParams=None, name='cue_img1', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 2.,  2.]), texRes=128, units='deg', win=Window(...))
11.0761 	EXP 	Created cue_img2 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image='../../stim/Cue/face_icon.png', interpolate=False, mask=None, maskParams=None, name='cue_img2', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 2.,  2.]), texRes=128, units='deg', win=Window(...))
11.0845 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.0, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=u'Hello World', units='deg', win=Window(...), wrapWidth=40)
11.0931 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
11.2101 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.0, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=40)
11.2129 	EXP 	window1: blendMode = 'avg'
11.2224 	EXP 	cue_img1: pos = array([ 0.,  2.])
11.2224 	EXP 	cue_img2: pos = array([ 0.,  2.])
11.2224 	EXP 	unnamed TextStim: autoDraw = True
11.2228 	EXP 	window1: blendMode = 'avg'
12.1367 	DATA 	Keypress: return
12.1556 	EXP 	unnamed TextStim: autoDraw = False
12.1561 	EXP 	New trial (rep=0, index=0): {}
12.1806 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=1.0, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=40)
12.1810 	EXP 	window1: blendMode = 'avg'
12.1891 	EXP 	unnamed TextStim: autoDraw = True
