Button,Time
"[['3', 281.1917898654938]]",1554135657.713628
"[['2', 287.439866065979]]",1554135662.932555
"[['space', 216.5319368839264]]",1554135998.074617
"[['3', 173.76238417625427]]",1554136341.568994
"[['2', 184.6495180130005]]",1554136352.390475
"[['2', 112.7610731124878]]",1554136991.648115
"[['4', 243.2036530971527]]",1554137121.507105
"[['2', 48.44615292549133]]",1554137390.195748
