,avg,fix,lefteye,raw,righteye,state,time,timestamp,Run,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Behavior_Image_Start
22652,"{'x': 1057.8015, 'y': 558.1599}",True,"{'avg': {'x': 1126.0704, 'y': 579.7042}, 'pcenter': {'x': 0.4237, 'y': 0.5247}, 'psize': 27.3827, 'raw': {'x': 1135.0597, 'y': 616.0514}}","{'x': 1055.5227, 'y': 587.0342}","{'avg': {'x': 978.6075, 'y': 541.3138}, 'pcenter': {'x': 0.5728, 'y': 0.5146}, 'psize': 26.3827, 'raw': {'x': 975.9857, 'y': 558.017}}",7,88130244,1570972418.756,0,975.9857,558.017,1135.0597,616.0514,1055.5227,587.0342,34,30,2,/sustain,0.0,1570972418.7190998
22653,"{'x': 1058.1896, 'y': 558.5789}",True,"{'avg': {'x': 1125.3136, 'y': 578.9644}, 'pcenter': {'x': 0.4236, 'y': 0.5243}, 'psize': 26.2717, 'raw': {'x': 1109.5447, 'y': 554.072}}","{'x': 1045.4841, 'y': 556.311}","{'avg': {'x': 979.1573, 'y': 543.6395}, 'pcenter': {'x': 0.5728, 'y': 0.5147}, 'psize': 26.4907, 'raw': {'x': 981.4235, 'y': 558.55}}",7,88130277,1570972418.789,0,981.4235,558.55,1109.5447,554.072,1045.4841,556.3109999999999,34,30,2,/sustain,0.0,1570972418.7190998
22654,"{'x': 1062.4459, 'y': 560.0571}",True,"{'avg': {'x': 1126.8267, 'y': 582.0341}, 'pcenter': {'x': 0.4239, 'y': 0.5248}, 'psize': 27.6792, 'raw': {'x': 1146.8109, 'y': 606.4227}}","{'x': 1071.5814, 'y': 565.5468}","{'avg': {'x': 980.3581, 'y': 543.0545}, 'pcenter': {'x': 0.573, 'y': 0.5144}, 'psize': 26.3255, 'raw': {'x': 996.3519, 'y': 524.6709}}",7,88130311,1570972418.823,0,996.3519,524.6709,1146.8109,606.4227,1071.5814,565.5468,34,30,2,/sustain,0.0,1570972418.7190998
22655,"{'x': 1062.7966, 'y': 560.5203}",True,"{'avg': {'x': 1127.4639, 'y': 583.2619}, 'pcenter': {'x': 0.4238, 'y': 0.5248}, 'psize': 27.627, 'raw': {'x': 1142.0682, 'y': 600.3448}}","{'x': 1066.5084, 'y': 567.2236}","{'avg': {'x': 981.3688, 'y': 542.8246}, 'pcenter': {'x': 0.5729, 'y': 0.5146}, 'psize': 26.3826, 'raw': {'x': 990.9485, 'y': 534.1024}}",7,88130355,1570972418.867,0,990.9485,534.1024,1142.0682,600.3448,1066.50835,567.2236,34,30,2,/sustain,0.0,1570972418.7190998
22656,"{'x': 1062.8462, 'y': 560.8748}",True,"{'avg': {'x': 1128.4666, 'y': 584.0552}, 'pcenter': {'x': 0.4238, 'y': 0.5248}, 'psize': 27.3709, 'raw': {'x': 1145.1199, 'y': 593.2201}}","{'x': 1069.0408, 'y': 563.9056}","{'avg': {'x': 982.4466, 'y': 542.6472}, 'pcenter': {'x': 0.5728, 'y': 0.5145}, 'psize': 26.7538, 'raw': {'x': 992.9617, 'y': 534.5911}}",7,88130389,1570972418.901,0,992.9617,534.5911,1145.1199,593.2201,1069.0408,563.9056,34,30,2,/sustain,0.0,1570972418.7190998
22657,"{'x': 1064.689, 'y': 561.803}",True,"{'avg': {'x': 1130.4177, 'y': 587.2756}, 'pcenter': {'x': 0.4239, 'y': 0.5252}, 'psize': 28.2304, 'raw': {'x': 1163.2893, 'y': 641.293}}","{'x': 1086.3281, 'y': 577.6295}","{'avg': {'x': 984.527, 'y': 541.2838}, 'pcenter': {'x': 0.5729, 'y': 0.5143}, 'psize': 26.2183, 'raw': {'x': 1009.3671, 'y': 513.9659}}",7,88130423,1570972418.935,0,1009.3671,513.9659,1163.2893,641.293,1086.3282,577.62945,34,30,2,/sustain,0.0,1570972418.7190998
22658,"{'x': 1065.9838, 'y': 562.5623}",True,"{'avg': {'x': 1131.2869, 'y': 587.6015}, 'pcenter': {'x': 0.4237, 'y': 0.5247}, 'psize': 27.2329, 'raw': {'x': 1141.9215, 'y': 574.8895}}","{'x': 1074.0312, 'y': 560.7942}","{'avg': {'x': 986.2954, 'y': 541.4813}, 'pcenter': {'x': 0.5729, 'y': 0.5146}, 'psize': 26.5997, 'raw': {'x': 1006.1411, 'y': 546.6989}}",7,88130466,1570972418.978,0,1006.1411,546.6989,1141.9215,574.8895,1074.0313,560.7942,34,30,2,/sustain,0.0,1570972418.7190998
22659,"{'x': 1071.0966, 'y': 564.6465}",True,"{'avg': {'x': 1135.5537, 'y': 590.695}, 'pcenter': {'x': 0.4241, 'y': 0.5252}, 'psize': 27.5645, 'raw': {'x': 1191.9819, 'y': 624.3566}}","{'x': 1115.6699, 'y': 569.2611}","{'avg': {'x': 990.1764, 'y': 539.9988}, 'pcenter': {'x': 0.5733, 'y': 0.5144}, 'psize': 25.9969, 'raw': {'x': 1039.3579, 'y': 514.1656}}",7,88130500,1570972419.012,0,1039.3579,514.1656,1191.9819,624.3566,1115.6698999999999,569.2610999999999,34,30,2,/sustain,0.0,1570972418.7190998
22660,"{'x': 1072.7965, 'y': 565.8951}",True,"{'avg': {'x': 1400.6367, 'y': 624.0341}, 'pcenter': {'x': 0.4264, 'y': 0.5252}, 'psize': 26.7897, 'raw': {'x': 1400.6367, 'y': 624.0341}}","{'x': 1274.7937, 'y': 579.0576}","{'avg': {'x': 1000.874, 'y': 539.7162}, 'pcenter': {'x': 0.5754, 'y': 0.5148}, 'psize': 25.9582, 'raw': {'x': 1148.9506, 'y': 534.0811}}",7,88130535,1570972419.047,0,1148.9506,534.0811,1400.6367,624.0341,1274.79365,579.0576,34,30,2,/sustain,0.0,1570972418.7190998
22661,"{'x': 1424.1407, 'y': 628.5778}",False,"{'avg': {'x': 1424.1407, 'y': 628.5778}, 'pcenter': {'x': 0.4266, 'y': 0.5253}, 'psize': 26.2018, 'raw': {'x': 1424.1407, 'y': 628.5778}}","{'x': 1286.6426, 'y': 595.4164}","{'avg': {'x': 1011.4587, 'y': 541.0145}, 'pcenter': {'x': 0.5753, 'y': 0.515}, 'psize': 25.3251, 'raw': {'x': 1149.1443, 'y': 562.255}}",7,88130579,1570972419.091,0,1149.1443,562.255,1424.1407,628.5778,1286.6425,595.4164000000001,34,30,2,/sustain,0.0,1570972418.7190998
