,Run,avg,fix,lefteye,raw,righteye,state,time,timestamp,xRaw_righteye,yRaw_righteye,xRaw_lefteye,yRaw_lefteye,av_x_coord,av_y_coord,Subject,UniqueID,Group,Experiment,Trial,Behavior_Image_Start
11174,0,"{'x': 1026.3716, 'y': 604.0121}",True,"{'avg': {'x': 993.9535, 'y': 588.7433}, 'pcenter': {'x': 0.4735, 'y': 0.4111}, 'psize': 36.1798, 'raw': {'x': 982.3152, 'y': 600.6958}}","{'x': 1032.6733, 'y': 655.433}","{'avg': {'x': 1078.925, 'y': 695.3171}, 'pcenter': {'x': 0.6314, 'y': 0.4245}, 'psize': 36.2852, 'raw': {'x': 1083.0315, 'y': 710.1702}}",7.0,562180479.0,1570372727.167,1083.0315,710.1702,982.3152,600.6958,1032.67335,655.433,2,36,2,/sustain,0.0,1570372727.1388
11175,0,"{'x': 1027.5143, 'y': 607.9745}",True,"{'avg': {'x': 993.3781, 'y': 591.3}, 'pcenter': {'x': 0.4735, 'y': 0.4111}, 'psize': 36.1619, 'raw': {'x': 985.7603, 'y': 602.7565}}","{'x': 1032.8979, 'y': 660.3587}","{'avg': {'x': 1079.2113, 'y': 698.2679}, 'pcenter': {'x': 0.6314, 'y': 0.4246}, 'psize': 36.2848, 'raw': {'x': 1080.0355, 'y': 717.9609}}",7.0,562180513.0,1570372727.201,1080.0355,717.9609,985.7603,602.7565,1032.8979,660.3587,2,36,2,/sustain,0.0,1570372727.1388
11176,0,"{'x': 1028.0833, 'y': 611.3192}",True,"{'avg': {'x': 992.9431, 'y': 594.3062}, 'pcenter': {'x': 0.4735, 'y': 0.4111}, 'psize': 36.1368, 'raw': {'x': 985.9456, 'y': 611.1249}}","{'x': 1035.967, 'y': 662.9295}","{'avg': {'x': 1080.0372, 'y': 700.9647}, 'pcenter': {'x': 0.6314, 'y': 0.4246}, 'psize': 36.3066, 'raw': {'x': 1085.9886, 'y': 714.7341}}",7.0,562180546.0,1570372727.234,1085.9886,714.7341,985.9456,611.1249,1035.9670999999998,662.9295,2,36,2,/sustain,0.0,1570372727.1388
11177,0,"{'x': 1029.011, 'y': 615.2239}",True,"{'avg': {'x': 992.1149, 'y': 597.2759}, 'pcenter': {'x': 0.4735, 'y': 0.4111}, 'psize': 36.0989, 'raw': {'x': 982.2629, 'y': 611.1487}}","{'x': 1032.259, 'y': 665.925}","{'avg': {'x': 1080.3483, 'y': 703.6832}, 'pcenter': {'x': 0.6314, 'y': 0.4246}, 'psize': 36.3211, 'raw': {'x': 1082.2551, 'y': 720.7015}}",7.0,562180589.0,1570372727.277,1082.2551,720.7015,982.2629,611.1487,1032.259,665.9250999999999,2,36,2,/sustain,0.0,1570372727.1388
11178,0,"{'x': 1030.2186, 'y': 619.5172}",True,"{'avg': {'x': 990.9568, 'y': 599.9075}, 'pcenter': {'x': 0.4735, 'y': 0.411}, 'psize': 35.9395, 'raw': {'x': 975.8694, 'y': 614.6555}}","{'x': 1032.5957, 'y': 661.6655}","{'avg': {'x': 1081.1172, 'y': 705.6221}, 'pcenter': {'x': 0.6315, 'y': 0.4245}, 'psize': 36.3477, 'raw': {'x': 1089.3219, 'y': 708.6755}}",7.0,562180623.0,1570372727.311,1089.3219,708.6755,975.8694,614.6555,1032.59565,661.6655000000001,2,36,2,/sustain,0.0,1570372727.1388
11179,0,"{'x': 1030.2745, 'y': 622.4601}",True,"{'avg': {'x': 990.5274, 'y': 601.8962}, 'pcenter': {'x': 0.4735, 'y': 0.4109}, 'psize': 36.1199, 'raw': {'x': 989.4189, 'y': 607.0991}}","{'x': 1040.2244, 'y': 660.843}","{'avg': {'x': 1082.1056, 'y': 707.5202}, 'pcenter': {'x': 0.6315, 'y': 0.4245}, 'psize': 36.3204, 'raw': {'x': 1091.0297, 'y': 714.5868}}",7.0,562180656.0,1570372727.344,1091.0297,714.5868,989.4189,607.0991,1040.2243,660.84295,2,36,2,/sustain,0.0,1570372727.1388
11180,0,"{'x': 1031.8479, 'y': 627.2336}",True,"{'avg': {'x': 989.6942, 'y': 603.6192}, 'pcenter': {'x': 0.4736, 'y': 0.4109}, 'psize': 35.7885, 'raw': {'x': 984.6956, 'y': 610.6064}}","{'x': 1032.9067, 'y': 661.6721}","{'avg': {'x': 1082.4703, 'y': 709.1665}, 'pcenter': {'x': 0.6316, 'y': 0.4245}, 'psize': 36.0975, 'raw': {'x': 1081.118, 'y': 712.7378}}",7.0,562180701.0,1570372727.389,1081.118,712.7378,984.6956,610.6064,1032.9068,661.6721,2,36,2,/sustain,0.0,1570372727.1388
11181,0,"{'x': 1032.761, 'y': 631.7111}",True,"{'avg': {'x': 985.7977, 'y': 604.5959}, 'pcenter': {'x': 0.4729, 'y': 0.4108}, 'psize': 35.5249, 'raw': {'x': 932.9397, 'y': 602.7291}}","{'x': 994.2159, 'y': 654.8866}","{'avg': {'x': 1081.1024, 'y': 709.9641}, 'pcenter': {'x': 0.6309, 'y': 0.4244}, 'psize': 36.0594, 'raw': {'x': 1055.4921, 'y': 707.044}}",7.0,562180734.0,1570372727.422,1055.4921,707.044,932.9397,602.7291,994.2158999999999,654.8865499999999,2,36,2,/sustain,0.0,1570372727.1388
11182,0,"{'x': 1032.6812, 'y': 634.9225}",True,"{'avg': {'x': 696.7466, 'y': 619.209}, 'pcenter': {'x': 0.4699, 'y': 0.4113}, 'psize': 35.3656, 'raw': {'x': 696.7466, 'y': 619.209}}","{'x': 767.0719, 'y': 661.3621}","{'avg': {'x': 837.3971, 'y': 703.5152}, 'pcenter': {'x': 0.628, 'y': 0.4245}, 'psize': 35.9748, 'raw': {'x': 837.3971, 'y': 703.5152}}",7.0,562180768.0,1570372727.456,837.3971,703.5152,696.7466,619.209,767.07185,661.3621,2,36,2,/sustain,0.0,1570372727.1388
11183,0,"{'x': 763.2015, 'y': 667.6725}",False,"{'avg': {'x': 700.1275, 'y': 624.8966}, 'pcenter': {'x': 0.4698, 'y': 0.4113}, 'psize': 35.3414, 'raw': {'x': 700.1275, 'y': 624.8966}}","{'x': 763.2015, 'y': 667.6725}","{'avg': {'x': 826.2755, 'y': 710.4484}, 'pcenter': {'x': 0.6277, 'y': 0.4245}, 'psize': 35.9141, 'raw': {'x': 826.2755, 'y': 710.4484}}",7.0,562180811.0,1570372727.499,826.2755,710.4484,700.1275,624.8966,763.2015,667.6725,2,36,2,/sustain,0.0,1570372727.1388
