,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Stimulus Start
160,KIRSTEN_LAST,Memory,3,,,,,,,00481940519fa.jpg,,,,,1.33,3,,,,,,,,1530914541.246955,1530914539.209991
161,KIRSTEN_LAST,Memory,3,,,,,,,sunaptrqvaooxfvktvw.jpg,,,,,1.484,3,,,,,,,,1530914544.531191,1530914542.549412
162,KIRSTEN_LAST,Memory,3,,,,,,,sunbagfpovqwbuexqdn.jpg,,,,,1.091,3,,,,,,,,1530914547.749452,1530914545.759808
163,KIRSTEN_LAST,Memory,3,,,,,,,00967960627fa.jpg,,,,,1.645,1,,,,,,,,1530914550.949519,1530914548.974189
164,KIRSTEN_LAST,Memory,3,,,,,,,sunanainkqdvktzoxyl.jpg,,,,,1.179,3,,,,,,,,1530914554.150644,1530914552.174209
165,KIRSTEN_LAST,Memory,3,,,,,,,sunaakxgygjfqrzpyoz.jpg,,,,,0.924,2,,,,,,,,1530914557.369709,1530914555.380729
166,KIRSTEN_LAST,Memory,3,,,,,,,00210940128fb.jpg,,,,,1.047,1,,,,,,,,1530914560.703026,1530914558.724856
167,KIRSTEN_LAST,Memory,3,,,,,,,sunabueyoajufbkraki.jpg,,,,,1.411,1,,,,,,,,1530914563.921149,1530914561.928428
168,KIRSTEN_LAST,Memory,3,,,,,,,sunadrmfzmstgdjdcod.jpg,,,,,1.155,1,,,,,,,,1530914567.122327,1530914565.135733
169,KIRSTEN_LAST,Memory,3,,,,,,,sunbwdrdvsweerwsdrj.jpg,,,,,1.276,3,,,,,,,,1530914570.339637,1530914568.349031
170,KIRSTEN_LAST,Memory,3,,,,,,,00776941205fa.jpg,,,,,0.907,1,,,,,,,,1530914573.540614,1530914571.552639
171,KIRSTEN_LAST,Memory,3,,,,,,,sunaaeowapdkwzqpgqr.jpg,,,,,0.904,1,,,,,,,,1530914576.8418,1530914574.856739
172,KIRSTEN_LAST,Memory,3,,,,,,,00540940519fa.jpg,,,,,0.937,1,,,,,,,,1530914580.042952,1530914578.057865
173,KIRSTEN_LAST,Memory,3,,,,,,,sunacycdoztxoluxjyk.jpg,,,,,1.036,2,,,,,,,,1530914583.260324,1530914581.276543
174,KIRSTEN_LAST,Memory,3,,,,,,,00694941121fa.jpg,,,,,1.511,3,,,,,,,,1530914586.478387,1530914584.485922
