,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Stimulus Start
150,KIRSTEN_LAST,Presentation,3,00540940519fa_sunacdnquypmsshhsbk.jpg,00554940519fa_sunacfdkbsrughwqwtt.jpg,00540940519fa.jpg,sunacdnquypmsshhsbk.jpg,00554940519fa.jpg,sunacfdkbsrughwqwtt.jpg,,,<,Place,1.7142457962036133,,,,1,,,1,,,1530914491.0472,1530914488.004784
151,KIRSTEN_LAST,Presentation,3,00892960530fa_sunalntxqqadigcletd.jpg,00069931230fb_sunaaeowapdkwzqpgqr.jpg,00892960530fa.jpg,sunalntxqqadigcletd.jpg,00069931230fb.jpg,sunaaeowapdkwzqpgqr.jpg,,,<,Place,0.4974329471588135,,,,1,,,1,,,1530914496.96481,1530914493.978606
152,KIRSTEN_LAST,Presentation,3,00749941201fa_sunaeuvjbmdpknaqqaj.jpg,00950960627fa_sunasrjlmglmjzbmqxb.jpg,00749941201fa.jpg,sunaeuvjbmdpknaqqaj.jpg,00950960627fa.jpg,sunasrjlmglmjzbmqxb.jpg,,,<,Place,0.3805859088897705,,,,1,,,1,,,1530914501.667641,1530914498.688949
153,KIRSTEN_LAST,Presentation,3,00129931230fb_sunaamsdyakblkfoydx.jpg,00609940928fa_sunacycdoztxoluxjyk.jpg,00129931230fb.jpg,sunaamsdyakblkfoydx.jpg,00609940928fa.jpg,sunacycdoztxoluxjyk.jpg,,,<,Place,1.6308939456939697,,,,1,,,1,,,1530914506.235242,1530914503.255636
154,KIRSTEN_LAST,Presentation,3,01003960627fb_sunbwdrdvsweerwsdrj.jpg,00296940422fa_sunabrwnslxalcohfre.jpg,01003960627fb.jpg,sunbwdrdvsweerwsdrj.jpg,00296940422fa.jpg,sunabrwnslxalcohfre.jpg,,,<,Place,0.31280088424682617,,,,1,,,1,,,1530914512.069556,1530914509.087886
155,KIRSTEN_LAST,Presentation,3,00818940307fa_sunahpblecxtmuzkmxb.jpg,00938960627fa_sunaqyylsngywqzwfmx.jpg,00818940307fa.jpg,sunahpblecxtmuzkmxb.jpg,00938960627fa.jpg,sunaqyylsngywqzwfmx.jpg,,,<,Place,0.39725613594055176,,,,1,,,1,,,1530914516.571524,1530914513.594493
156,KIRSTEN_LAST,Presentation,3,00638941031fa_sunadfktsqjthoglcsm.jpg,00776941205fa_sunafxokyavhgptyfye.jpg,00638941031fa.jpg,sunadfktsqjthoglcsm.jpg,00776941205fa.jpg,sunafxokyavhgptyfye.jpg,,,<,Place,0.31327390670776367,,,,1,,,1,,,1530914521.1739,1530914518.188948
157,KIRSTEN_LAST,Presentation,3,00905960530fa_sunanmoqeyprjjjfxjt.jpg,00097931230fa_sunaajayojuslbbnneg.jpg,00905960530fa.jpg,sunanmoqeyprjjjfxjt.jpg,00097931230fa.jpg,sunaajayojuslbbnneg.jpg,,,<,Place,0.26690101623535156,,,,1,,,1,,,1530914525.692165,1530914522.710349
158,KIRSTEN_LAST,Presentation,3,00210940128fb_sunabanoxjtqxamkucc.jpg,00937960627fa_sunaqsolmfydodnakub.jpg,00210940128fb.jpg,sunabanoxjtqxamkucc.jpg,00937960627fa.jpg,sunaqsolmfydodnakub.jpg,,,<,Place,0.49632811546325684,,,,1,,,1,,,1530914530.159485,1530914527.174877
159,KIRSTEN_LAST,Presentation,3,00766960620fa_sunafijbgncijwykrnl.jpg,00957960627fa_sunavhxgmgrqsaptynb.jpg,00766960620fa.jpg,sunafijbgncijwykrnl.jpg,00957960627fa.jpg,sunavhxgmgrqsaptynb.jpg,,,<,Place,0.5634040832519531,,,,1,,,1,,,1530914534.861604,1530914531.884002
