,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Stimulus Start
310,KIRSTEN_LAST,Memory,6,,,,,,,sunaiwduelojtwaqeyh.jpg,,,,,1.575,2,,,,,,,,1530915143.77495,1530915141.729173
311,KIRSTEN_LAST,Memory,6,,,,,,,sunaooaqzputrowwbsw.jpg,,,,,1.637,1,,,,,,,,1530915146.975194,1530915144.990923
312,KIRSTEN_LAST,Memory,6,,,,,,,00719941201fa.jpg,,,,,1.436,3,,,,,,,,1530915150.193356,1530915148.210349
313,KIRSTEN_LAST,Memory,6,,,,,,,sunaauhozyxzeeqstxi.jpg,,,,,1.136,2,,,,,,,,1530915153.527873,1530915151.54507
314,KIRSTEN_LAST,Memory,6,,,,,,,sunaccdtpgenvcbcbcf.jpg,,,,,1.203,1,,,,,,,,1530915156.728949,1530915154.744794
315,KIRSTEN_LAST,Memory,6,,,,,,,sunaaekxzjzrfgtkwjf.jpg,,,,,,,,,,,,,,,
316,KIRSTEN_LAST,Memory,6,,,,,,,00098931230fa.jpg,,,,,,,,,,,,,,,
317,KIRSTEN_LAST,Memory,6,,,,,,,sunaecpkgfewqqreqwe.jpg,,,,,,,,,,,,,,,
318,KIRSTEN_LAST,Memory,6,,,,,,,00153931230fa.jpg,,,,,,,,,,,,,,,
319,KIRSTEN_LAST,Memory,6,,,,,,,sunaaiqiqcggrskoqgy.jpg,,,,,,,,,,,,,,,
320,KIRSTEN_LAST,Memory,6,,,,,,,sunadochqcucscehsgk.jpg,,,,,,,,,,,,,,,
321,KIRSTEN_LAST,Memory,6,,,,,,,sunabjzyxcjnmztdonj.jpg,,,,,,,,,,,,,,,
322,KIRSTEN_LAST,Memory,6,,,,,,,sunaletopenvvozhpxc.jpg,,,,,,,,,,,,,,,
323,KIRSTEN_LAST,Memory,6,,,,,,,00532960627fa.jpg,,,,,,,,,,,,,,,
324,KIRSTEN_LAST,Memory,6,,,,,,,sunahbvlpavurqoxdeq.jpg,,,,,,,,,,,,,,,
325,KIRSTEN_LAST,Memory,6,,,,,,,sunaixpqndlwhwjtjek.jpg,,,,,,,,,,,,,,,
326,KIRSTEN_LAST,Memory,6,,,,,,,00971960627fa.jpg,,,,,,,,,,,,,,,
327,KIRSTEN_LAST,Memory,6,,,,,,,00911960530fa.jpg,,,,,,,,,,,,,,,
328,KIRSTEN_LAST,Memory,6,,,,,,,00096931230fa.jpg,,,,,,,,,,,,,,,
329,KIRSTEN_LAST,Memory,6,,,,,,,sunagrmyoovzukhxmlo.jpg,,,,,,,,,,,,,,,
330,KIRSTEN_LAST,Memory,6,,,,,,,sunapqkpqdfvxlbqwyo.jpg,,,,,,,,,,,,,,,
331,KIRSTEN_LAST,Memory,6,,,,,,,00061931230fb.jpg,,,,,,,,,,,,,,,
332,KIRSTEN_LAST,Memory,6,,,,,,,00799941205fa.jpg,,,,,,,,,,,,,,,
333,KIRSTEN_LAST,Memory,6,,,,,,,00854940307fa.jpg,,,,,,,,,,,,,,,
334,KIRSTEN_LAST,Memory,6,,,,,,,00809960620fa.jpg,,,,,,,,,,,,,,,
335,KIRSTEN_LAST,Memory,6,,,,,,,sunbloeoiozwjjsiamp.jpg,,,,,,,,,,,,,,,
336,KIRSTEN_LAST,Memory,6,,,,,,,00264940128fb.jpg,,,,,,,,,,,,,,,
337,KIRSTEN_LAST,Memory,6,,,,,,,sunbbegcweqnetpdlrh.jpg,,,,,,,,,,,,,,,
338,KIRSTEN_LAST,Memory,6,,,,,,,00987960627fa.jpg,,,,,,,,,,,,,,,
339,KIRSTEN_LAST,Memory,6,,,,,,,00921960627fa.jpg,,,,,,,,,,,,,,,
340,KIRSTEN_LAST,Memory,6,,,,,,,00791941205fa.jpg,,,,,,,,,,,,,,,
341,KIRSTEN_LAST,Memory,6,,,,,,,sunaajpqmulidejvjsr.jpg,,,,,,,,,,,,,,,
342,KIRSTEN_LAST,Memory,6,,,,,,,00670941121fa.jpg,,,,,,,,,,,,,,,
343,KIRSTEN_LAST,Memory,6,,,,,,,00077931230fb.jpg,,,,,,,,,,,,,,,
344,KIRSTEN_LAST,Memory,6,,,,,,,00720960620fa.jpg,,,,,,,,,,,,,,,
345,KIRSTEN_LAST,Memory,6,,,,,,,sunaafgqutfaishsxyu.jpg,,,,,,,,,,,,,,,
346,KIRSTEN_LAST,Memory,6,,,,,,,sunadvithllcgmfxsrn.jpg,,,,,,,,,,,,,,,
347,KIRSTEN_LAST,Memory,6,,,,,,,00889960530fa.jpg,,,,,,,,,,,,,,,
348,KIRSTEN_LAST,Memory,6,,,,,,,00858940307fa.jpg,,,,,,,,,,,,,,,
349,KIRSTEN_LAST,Memory,6,,,,,,,sunagutjvdvnhxejerz.jpg,,,,,,,,,,,,,,,
