,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Stimulus Start
200,KIRSTEN_LAST,Presentation,4,00810941205fa_sunahctntqrunhdxhtb.jpg,00589940928fa_sunacwggadqsfpovdjv.jpg,00810941205fa.jpg,sunahctntqrunhdxhtb.jpg,00589940928fa.jpg,sunacwggadqsfpovdjv.jpg,,,<,Face,0.7963531017303467,,,,0,,,3,,,1530914675.107207,1530914672.068368
201,KIRSTEN_LAST,Presentation,4,01004960627fa_sunbwtlihsuptkrckid.jpg,00909960530_sunaobtizabegtwfwul.jpg,01004960627fa.jpg,sunbwtlihsuptkrckid.jpg,00909960530.jpg,sunaobtizabegtwfwul.jpg,,,<,Face,0.39727091789245605,,,,1,,,1,,,1530914680.092299,1530914677.116039
202,KIRSTEN_LAST,Presentation,4,00290940422fa_sunabqowuarvqqcnipn.jpg,00972960627fa_sunbbfqwjpdxniyhies.jpg,00290940422fa.jpg,sunabqowuarvqqcnipn.jpg,00972960627fa.jpg,sunbbfqwjpdxniyhies.jpg,,,<,Face,0.8302900791168213,,,,1,,,1,,,1530914684.693473,1530914681.711867
203,KIRSTEN_LAST,Presentation,4,00815941205fa_sunahiphsekjihkafsl.jpg,00725941201fa_sunaefgzwiramypjvtd.jpg,00815941205fa.jpg,sunahiphsekjihkafsl.jpg,00725941201fa.jpg,sunaefgzwiramypjvtd.jpg,,,<,Face,0.4136011600494385,,,,1,,,1,,,1530914689.727981,1530914686.740715
204,KIRSTEN_LAST,Presentation,4,00785941205fa_sunaglqunwuycxydmyu.jpg,00847940307fa_sunaivdjruhkrfywfed.jpg,00785941205fa.jpg,sunaglqunwuycxydmyu.jpg,00847940307fa.jpg,sunaivdjruhkrfywfed.jpg,,,<,Face,0.5794088840484619,,,,1,,,1,,,1530914694.329329,1530914691.347877
205,KIRSTEN_LAST,Presentation,4,00884960530fa_sunakodkcslgqhqlgwl.jpg,00876960620fa_sunajwqkfsykceonyig.jpg,00884960530fa.jpg,sunakodkcslgqhqlgwl.jpg,00876960620fa.jpg,sunajwqkfsykceonyig.jpg,,,<,Face,0.38025808334350586,,,,0,,,1,,,1530914699.23076,1530914696.249259
206,KIRSTEN_LAST,Presentation,4,00996960627fa_sunbpvgllfdejxcpjqp.jpg,00895960530fa_sunamczizlzavhzhpay.jpg,00996960627fa.jpg,sunbpvgllfdejxcpjqp.jpg,00895960530fa.jpg,sunamczizlzavhzhpay.jpg,,,<,Face,0.5465800762176514,,,,1,,,1,,,1530914703.816643,1530914700.828573
207,KIRSTEN_LAST,Presentation,4,00184940128fa_sunaavtbadenwnzeutj.jpg,00747941201fa_sunaeutbrtswvsozxyk.jpg,00184940128fa.jpg,sunaavtbadenwnzeutj.jpg,00747941201fa.jpg,sunaeutbrtswvsozxyk.jpg,,,<,Face,0.41324400901794434,,,,1,,,1,,,1530914708.567835,1530914705.585956
208,KIRSTEN_LAST,Presentation,4,00123931230fb_sunaalcrrdbjgdztbiz.jpg,00922960627fa_sunapqkyghktgtosuuk.jpg,00123931230fb.jpg,sunaalcrrdbjgdztbiz.jpg,00922960627fa.jpg,sunapqkyghktgtosuuk.jpg,,,<,Face,0.5132789611816406,,,,1,,,1,,,1530914713.18598,1530914710.197885
209,KIRSTEN_LAST,Presentation,4,00093931230fa_sunaahwnmtqsrhocysw.jpg,00910960530fa_sunaofikylqtxphvdem.jpg,00093931230fa.jpg,sunaahwnmtqsrhocysw.jpg,00910960530fa.jpg,sunaofikylqtxphvdem.jpg,,,<,Face,0.42887306213378906,,,,1,,,1,,,1530914717.904607,1530914714.92311
