,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Stimulus Start
260,KIRSTEN_LAST,Memory,5,,,,,,,00483940519fa.jpg,,,,,1.301,1,,,,,,,,1530914905.964292,1530914903.922746
261,KIRSTEN_LAST,Memory,5,,,,,,,sunafbwnojpqeyzssoe.jpg,,,,,1.03,3,,,,,,,,1530914909.165583,1530914907.187433
262,KIRSTEN_LAST,Memory,5,,,,,,,sunaeisnjeetzmkbuad.jpg,,,,,1.158,2,,,,,,,,1530914912.383769,1530914910.394217
263,KIRSTEN_LAST,Memory,5,,,,,,,00115931230fa.jpg,,,,,0.944,1,,,,,,,,1530914915.60109,1530914913.609698
264,KIRSTEN_LAST,Memory,5,,,,,,,sunabasphceswhwwqvv.jpg,,,,,1.257,3,,,,,,,,1530914918.819184,1530914916.830064
265,KIRSTEN_LAST,Memory,5,,,,,,,00963960627fa.jpg,,,,,1.3,3,,,,,,,,1530914922.020205,1530914920.038793
266,KIRSTEN_LAST,Memory,5,,,,,,,00973960627fa.jpg,,,,,0.987,2,,,,,,,,1530914925.221357,1530914923.236367
267,KIRSTEN_LAST,Memory,5,,,,,,,00144931230fb.jpg,,,,,0.893,1,,,,,,,,1530914928.505916,1530914926.515356
268,KIRSTEN_LAST,Memory,5,,,,,,,00267940128fb.jpg,,,,,0.891,3,,,,,,,,1530914931.72297,1530914929.733961
269,KIRSTEN_LAST,Memory,5,,,,,,,sunanwjjyqqwzqrqagd.jpg,,,,,0.0,,,,,,,,,1530914934.941068,1530914932.95782
270,KIRSTEN_LAST,Memory,5,,,,,,,00803941205fa.jpg,,,,,0.003,4,,,,,,,,1530914938.159228,1530914936.17749
271,KIRSTEN_LAST,Memory,5,,,,,,,sunaanptmsknhirrzed.jpg,,,,,1.304,3,,,,,,,,1530914941.376135,1530914939.390452
272,KIRSTEN_LAST,Memory,5,,,,,,,00822940307fa.jpg,,,,,0.839,2,,,,,,,,1530914944.577766,1530914942.591307
273,KIRSTEN_LAST,Memory,5,,,,,,,sunaetydippjxikifsb.jpg,,,,,1.029,1,,,,,,,,1530914947.812536,1530914945.835119
274,KIRSTEN_LAST,Memory,5,,,,,,,sunagvxkjokqimstxpe.jpg,,,,,1.538,2,,,,,,,,1530914951.01211,1530914949.026795
275,KIRSTEN_LAST,Memory,5,,,,,,,00136931230fb.jpg,,,,,0.989,2,,,,,,,,1530914954.213162,1530914952.227622
276,KIRSTEN_LAST,Memory,5,,,,,,,00727941205fa.jpg,,,,,0.888,1,,,,,,,,1530914957.415149,1530914955.427767
277,KIRSTEN_LAST,Memory,5,,,,,,,00908960530fa.jpg,,,,,1.39,1,,,,,,,,1530914960.632423,1530914958.643393
278,KIRSTEN_LAST,Memory,5,,,,,,,00131931230fb.jpg,,,,,0.808,2,,,,,,,,1530914963.850508,1530914961.860757
279,KIRSTEN_LAST,Memory,5,,,,,,,sunbbgtoeuzierkkajt.jpg,,,,,1.269,2,,,,,,,,1530914967.167654,1530914965.18431
280,KIRSTEN_LAST,Memory,5,,,,,,,sunablfqiwfqomjarht.jpg,,,,,0.697,2,,,,,,,,1530914970.3688,1530914968.390099
281,KIRSTEN_LAST,Memory,5,,,,,,,00752960620fa.jpg,,,,,0.922,2,,,,,,,,1530914973.569908,1530914971.583988
282,KIRSTEN_LAST,Memory,5,,,,,,,sunaakmxzhuceuiryah.jpg,,,,,1.395,3,,,,,,,,1530914976.787245,1530914974.795438
283,KIRSTEN_LAST,Memory,5,,,,,,,00109931230fa.jpg,,,,,1.038,2,,,,,,,,1530914980.005566,1530914978.020659
284,KIRSTEN_LAST,Memory,5,,,,,,,sunaangbuylfvckqqoo.jpg,,,,,0.927,2,,,,,,,,1530914983.223761,1530914981.230779
285,KIRSTEN_LAST,Memory,5,,,,,,,sunaauglwmctnkxyird.jpg,,,,,0.754,3,,,,,,,,1530914986.423893,1530914984.438396
286,KIRSTEN_LAST,Memory,5,,,,,,,sunayaepykrqvenaqqy.jpg,,,,,1.165,1,,,,,,,,1530914989.625005,1530914987.645495
287,KIRSTEN_LAST,Memory,5,,,,,,,00211940128fa.jpg,,,,,0.861,1,,,,,,,,1530914992.842929,1530914990.850634
288,KIRSTEN_LAST,Memory,5,,,,,,,sunaajuzribjrizdshh.jpg,,,,,1.414,1,,,,,,,,1530914996.044163,1530914994.065771
289,KIRSTEN_LAST,Memory,5,,,,,,,00746941201fa.jpg,,,,,1.713,1,,,,,,,,1530914999.261465,1530914997.268459
290,KIRSTEN_LAST,Memory,5,,,,,,,00969960627fa.jpg,,,,,0.678,1,,,,,,,,1530915002.479847,1530915000.487155
291,KIRSTEN_LAST,Memory,5,,,,,,,sunabyvpwkgsjtijdwj.jpg,,,,,0.71,1,,,,,,,,1530915005.696961,1530915003.706176
292,KIRSTEN_LAST,Memory,5,,,,,,,sunaathajvxrgptwhoj.jpg,,,,,1.439,3,,,,,,,,1530915008.915021,1530915006.927801
293,KIRSTEN_LAST,Memory,5,,,,,,,sunbaoizrfijvhpnnjn.jpg,,,,,1.06,2,,,,,,,,1530915012.132038,1530915010.141206
294,KIRSTEN_LAST,Memory,5,,,,,,,sunahqrxievfeusiqlt.jpg,,,,,1.218,1,,,,,,,,1530915015.350308,1530915013.367814
295,KIRSTEN_LAST,Memory,5,,,,,,,sunbwaafjdebjzttuvq.jpg,,,,,0.986,1,,,,,,,,1530915018.552304,1530915016.566601
296,KIRSTEN_LAST,Memory,5,,,,,,,00149931230fa.jpg,,,,,1.955,4,,,,,,,,1530915021.751689,1530915019.766102
297,KIRSTEN_LAST,Memory,5,,,,,,,01002960627fb.jpg,,,,,0.764,2,,,,,,,,1530915025.053006,1530915023.075659
298,KIRSTEN_LAST,Memory,5,,,,,,,sunajawzbrlrwafowen.jpg,,,,,0.517,4,,,,,,,,1530915028.271756,1530915026.288777
299,KIRSTEN_LAST,Memory,5,,,,,,,00864940307fa.jpg,,,,,1.428,1,,,,,,,,1530915031.488103,1530915029.496004
