,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Stimulus Start
10,tsk,Memory,0,,,,,,,sunbtpilbhhbmhmeuzq.jpg,,,,,0.0,,,,,,,,,1530909257.010723,1530909254.9482
11,tsk,Memory,0,,,,,,,00308940422fb.jpg,,,,,1.377,3,,,,,,,,1530909260.227801,1530909258.237503
12,tsk,Memory,0,,,,,,,sunaletopenvvozhpxc.jpg,,,,,1.371,2,,,,,,,,1530909263.57986,1530909261.593358
13,tsk,Memory,0,,,,,,,00746941201fa.jpg,,,,,1.356,1,,,,,,,,1530909266.797038,1530909264.810247
14,tsk,Memory,0,,,,,,,00221940128fa.jpg,,,,,1.171,3,,,,,,,,1530909270.014299,1530909268.028543
15,tsk,Memory,0,,,,,,,sunaenwuebvlpdmntju.jpg,,,,,1.472,2,,,,,,,,1530909273.232456,1530909271.245248
16,tsk,Memory,0,,,,,,,sunahtfxgsrmkiulnwk.jpg,,,,,1.622,3,,,,,,,,1530909276.433462,1530909274.44833
17,tsk,Memory,0,,,,,,,sunaffgsyyvoqdlkmnk.jpg,,,,,1.314,2,,,,,,,,1530909279.634454,1530909277.655331
18,tsk,Memory,0,,,,,,,sunaaexqbtdswxrqjvz.jpg,,,,,0.846,2,,,,,,,,1530909282.835027,1530909280.859194
19,tsk,Memory,0,,,,,,,00834940307fa.jpg,,,,,1.029,2,,,,,,,,1530909286.037168,1530909284.059579
20,tsk,Memory,0,,,,,,,sunagsiwrmuixqgdimb.jpg,,,,,1.472,2,,,,,,,,1530909289.254181,1530909287.267384
21,tsk,Memory,0,,,,,,,00792941205fa.jpg,,,,,1.457,2,,,,,,,,1530909292.472418,1530909290.483674
22,tsk,Memory,0,,,,,,,sunaetydippjxikifsb.jpg,,,,,0.716,2,,,,,,,,1530909295.689796,1530909293.707704
23,tsk,Memory,0,,,,,,,00242940128fa.jpg,,,,,0.81,3,,,,,,,,1530909298.906821,1530909296.916428
24,tsk,Memory,0,,,,,,,sunabcfpwlpolnutyju.jpg,,,,,0.777,2,,,,,,,,1530909302.241932,1530909300.251134
25,tsk,Memory,0,,,,,,,00938960627fa.jpg,,,,,1.194,3,,,,,,,,1530909305.460077,1530909303.467245
26,tsk,Memory,0,,,,,,,sunabgfhvifeijihhjw.jpg,,,,,1.061,3,,,,,,,,1530909308.677499,1530909306.686134
27,tsk,Memory,0,,,,,,,00260940128fa.jpg,,,,,1.212,4,,,,,,,,1530909311.895461,1530909309.902462
28,tsk,Memory,0,,,,,,,00754941201fa.jpg,,,,,1.019,2,,,,,,,,1530909315.095643,1530909313.112069
29,tsk,Memory,0,,,,,,,sunaajqmsaavkmgbsth.jpg,,,,,1.207,3,,,,,,,,1530909318.313542,1530909316.325537
30,tsk,Memory,0,,,,,,,sunaaheqzstzxuadglu.jpg,,,,,1.242,2,,,,,,,,1530909321.531776,1530909319.542225
31,tsk,Memory,0,,,,,,,00101931230fb.jpg,,,,,1.025,2,,,,,,,,1530909324.74815,1530909322.759741
32,tsk,Memory,0,,,,,,,sunaalhlvzmjmitybdn.jpg,,,,,1.291,2,,,,,,,,1530909328.050345,1530909326.061329
33,tsk,Memory,0,,,,,,,00071941031fa.jpg,,,,,1.101,2,,,,,,,,1530909331.268532,1530909329.284772
34,tsk,Memory,0,,,,,,,00124931230fa.jpg,,,,,1.47,1,,,,,,,,1530909334.468607,1530909332.483594
35,tsk,Memory,0,,,,,,,00889960530fa.jpg,,,,,1.285,4,,,,,,,,1530909337.6869,1530909335.704085
36,tsk,Memory,0,,,,,,,sunaaemixhfquhnxxlm.jpg,,,,,0.937,2,,,,,,,,1530909340.887983,1530909338.902674
37,tsk,Memory,0,,,,,,,sunajbwkywmsqkldfml.jpg,,,,,0.95,2,,,,,,,,1530909344.12203,1530909342.141193
38,tsk,Memory,0,,,,,,,00540940519fa.jpg,,,,,0.739,2,,,,,,,,1530909347.340314,1530909345.353731
39,tsk,Memory,0,,,,,,,00827940307fa.jpg,,,,,1.404,3,,,,,,,,1530909350.541262,1530909348.555073
40,tsk,Memory,0,,,,,,,sunabcuurugvxwparpk.jpg,,,,,0.949,2,,,,,,,,1530909353.758624,1530909351.777747
41,tsk,Memory,0,,,,,,,sunaqyylsngywqzwfmx.jpg,,,,,0.659,2,,,,,,,,1530909356.976714,1530909354.987048
42,tsk,Memory,0,,,,,,,00866940307fa.jpg,,,,,0.688,2,,,,,,,,1530909360.210169,1530909358.224094
43,tsk,Memory,0,,,,,,,sunacdnquypmsshhsbk.jpg,,,,,0.906,2,,,,,,,,1530909363.428205,1530909361.440359
44,tsk,Memory,0,,,,,,,00065931230fb.jpg,,,,,0.991,4,,,,,,,,1530909366.646214,1530909364.657837
45,tsk,Memory,0,,,,,,,sunaibnpvhkdpdnzcnz.jpg,,,,,0.841,2,,,,,,,,1530909369.863636,1530909367.874677
46,tsk,Memory,0,,,,,,,00742941201fa.jpg,,,,,1.271,2,,,,,,,,1530909373.080917,1530909371.095581
47,tsk,Memory,0,,,,,,,00997960627fa.jpg,,,,,1.117,1,,,,,,,,1530909376.299744,1530909374.317235
48,tsk,Memory,0,,,,,,,sunabwfvcqqidycwypa.jpg,,,,,0.777,1,,,,,,,,1530909379.566981,1530909377.575074
49,tsk,Memory,0,,,,,,,00092931230fa.jpg,,,,,0.817,1,,,,,,,,1530909382.784107,1530909380.803488
