,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Stimulus Start
0,tsk,Presentation,0,00071941031fa_sunaaexqbtdswxrqjvz.jpg,00825940307fa_sunahrltmuwbiehihpe.jpg,00071941031fa.jpg,sunaaexqbtdswxrqjvz.jpg,00825940307fa.jpg,sunahrltmuwbiehihpe.jpg,,,>,Face,0.5802590847015381,,,,1,,,3,,,1530909201.392586,1530909198.338695
1,tsk,Presentation,0,00866940307fa_sunajbwkywmsqkldfml.jpg,00092931230fa_sunaaheqzstzxuadglu.jpg,00866940307fa.jpg,sunajbwkywmsqkldfml.jpg,00092931230fa.jpg,sunaaheqzstzxuadglu.jpg,,,>,Face,0.5803499221801758,,,,1,,,3,,,1530909206.211039,1530909203.207642
2,tsk,Presentation,0,00788941205fa_sunagountlxpzkytsmp.jpg,00834940307fa_sunaibnpvhkdpdnzcnz.jpg,00788941205fa.jpg,sunagountlxpzkytsmp.jpg,00834940307fa.jpg,sunaibnpvhkdpdnzcnz.jpg,,,>,Face,0.46308183670043945,,,,1,,,3,,,1530909210.996358,1530909208.001352
3,tsk,Presentation,0,00848940307fa_sunaivdylrawbmhryfp.jpg,00876960620fa_sunajwqkfsykceonyig.jpg,00848940307fa.jpg,sunaivdylrawbmhryfp.jpg,00876960620fa.jpg,sunajwqkfsykceonyig.jpg,,,>,Face,0.5134232044219971,,,,1,,,3,,,1530909215.664356,1530909212.673645
4,tsk,Presentation,0,00540940519fa_sunacdnquypmsshhsbk.jpg,00827940307fa_sunahtfxgsrmkiulnwk.jpg,00540940519fa.jpg,sunacdnquypmsshhsbk.jpg,00827940307fa.jpg,sunahtfxgsrmkiulnwk.jpg,,,>,Face,0.5970859527587891,,,,1,,,3,,,1530909220.399427,1530909217.39262
5,tsk,Presentation,0,00636941031fa_sunaddtdkycxbqlpfqa.jpg,00308940422fb_sunabwfvcqqidycwypa.jpg,00636941031fa.jpg,sunaddtdkycxbqlpfqa.jpg,00308940422fb.jpg,sunabwfvcqqidycwypa.jpg,,,>,Face,0.4974710941314697,,,,1,,,3,,,1530909225.216034,1530909222.216692
6,tsk,Presentation,0,00858940307fa_sunaixpqndlwhwjtjek.jpg,00124931230fa_sunaalhlvzmjmitybdn.jpg,00858940307fa.jpg,sunaixpqndlwhwjtjek.jpg,00124931230fa.jpg,sunaalhlvzmjmitybdn.jpg,,,>,Face,0.6636741161346436,,,,1,,,3,,,1530909229.934085,1530909226.938068
7,tsk,Presentation,0,00065931230fb_sunaaemixhfquhnxxlm.jpg,00218940128fa_sunabbwggenhfbftyvi.jpg,00065931230fb.jpg,sunaaemixhfquhnxxlm.jpg,00218940128fa.jpg,sunabbwggenhfbftyvi.jpg,,,>,Face,0.4645559787750244,,,,1,,,3,,,1530909234.802439,1530909231.808315
8,tsk,Presentation,0,00101931230fb_sunaajqmsaavkmgbsth.jpg,00797960620fa_sunagufzbeteqdjxais.jpg,00101931230fb.jpg,sunaajqmsaavkmgbsth.jpg,00797960620fa.jpg,sunagufzbeteqdjxais.jpg,,,>,Face,0.564141035079956,,,,1,,,3,,,1530909239.471415,1530909236.477795
9,tsk,Presentation,0,00999960627fa_sunbvbrvgbpanfrawft.jpg,00681941121fa_sunadqmjrhfjyuzyvdd.jpg,00999960627fa.jpg,sunbvbrvgbpanfrawft.jpg,00681941121fa.jpg,sunadqmjrhfjyuzyvdd.jpg,,,>,Face,0.4309837818145752,,,,1,,,3,,,1530909244.239611,1530909241.249334
