,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Stimulus Start
50,tsk,Presentation,1,00939960627fa_sunarceibpcyacbmfga.jpg,00926960627Fa_sunapqwoeotxshkukbh.jpg,00939960627fa.jpg,sunarceibpcyacbmfga.jpg,00926960627Fa.jpg,sunapqwoeotxshkukbh.jpg,,,>,Face,0.5473859310150146,,,,1,,,3,,,1530909399.222225,1530909396.171461
51,tsk,Presentation,1,00812941205fa_sunahgtbwgsmtqeodwh.jpg,00111931230fb_sunaakgekhjklxmvulj.jpg,00812941205fa.jpg,sunahgtbwgsmtqeodwh.jpg,00111931230fb.jpg,sunaakgekhjklxmvulj.jpg,,,>,Face,0.7635250091552734,,,,1,,,3,,,1530909403.990455,1530909400.984748
52,tsk,Presentation,1,00158931230fb_sunaavchcbptaerhcfy.jpg,00483940519fa_sunabyvpwkgsjtijdwj.jpg,00158931230fb.jpg,sunaavchcbptaerhcfy.jpg,00483940519fa.jpg,sunabyvpwkgsjtijdwj.jpg,,,>,Face,0.5140941143035889,,,,0,,,3,,,1530909409.059401,1530909406.054218
53,tsk,Presentation,1,00306940422fa_sunabueyoajufbkraki.jpg,00959960627fa_sunavxokzybtomhbmvm.jpg,00306940422fa.jpg,sunabueyoajufbkraki.jpg,00959960627fa.jpg,sunavxokzybtomhbmvm.jpg,,,>,Face,0.6632668972015381,,,,1,,,3,,,1530909413.794818,1530909410.792153
54,tsk,Presentation,1,00818940307fa_sunahpblecxtmuzkmxb.jpg,00982960627fa_sunbesrwkdsffeogeqq.jpg,00818940307fa.jpg,sunahpblecxtmuzkmxb.jpg,00982960627fa.jpg,sunbesrwkdsffeogeqq.jpg,,,>,Face,0.6806299686431885,,,,1,,,3,,,1530909418.679057,1530909415.680684
55,tsk,Presentation,1,00778941205fa_sunagcthdfirrcawoic.jpg,00198940128fb_sunaazezcsunmhttzxz.jpg,00778941205fa.jpg,sunagcthdfirrcawoic.jpg,00198940128fb.jpg,sunaazezcsunmhttzxz.jpg,,,>,Face,0.5964920520782471,,,,1,,,3,,,1530909423.597326,1530909420.599022
56,tsk,Presentation,1,00836940307fa_sunainqelldeebvxtcz.jpg,00543940519fa_sunacepzfrmtkiqonpy.jpg,00836940307fa.jpg,sunainqelldeebvxtcz.jpg,00543940519fa.jpg,sunacepzfrmtkiqonpy.jpg,,,>,Face,0.7141621112823486,,,,1,,,3,,,1530909428.399376,1530909425.404857
57,tsk,Presentation,1,00864940307fa_sunajawzbrlrwafowen.jpg,00893960530Fa_sunaloffvbvysigxent.jpg,00864940307fa.jpg,sunajawzbrlrwafowen.jpg,00893960530Fa.jpg,sunaloffvbvysigxent.jpg,,,>,Face,0.5463500022888184,,,,1,,,3,,,1530909433.317634,1530909430.319188
58,tsk,Presentation,1,00109931230fa_sunaajuzribjrizdshh.jpg,00280940422fb_sunabohxbskznglnrhv.jpg,00109931230fa.jpg,sunaajuzribjrizdshh.jpg,00280940422fb.jpg,sunabohxbskznglnrhv.jpg,,,>,Face,0.5638549327850342,,,,1,,,3,,,1530909438.085383,1530909435.078644
59,tsk,Presentation,1,00313940422fa_sunabwjvmoaddlyxfjr.jpg,00529940519fa_sunacbeefkxpymwevpk.jpg,00313940422fa.jpg,sunabwjvmoaddlyxfjr.jpg,00529940519fa.jpg,sunacbeefkxpymwevpk.jpg,,,>,Face,0.5800318717956543,,,,0,,,3,,,1530909442.854246,1530909439.859336
