,Unnamed: 0,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Attention Probe,Trial
160,160,16.0,Memory,3.0,,,,,,,00819940307fa.jpg,,,,,1.933,1.0,Novel,,,,,,1554136262.578598,1554136264.578541,,
161,161,16.0,Memory,3.0,,,,,,,sunaapxkpvrhpjplsok.jpg,,,,,1.0859999999999999,2.0,Novel,,,,,,1554136265.828005,1554136267.75931,,
163,163,16.0,Memory,3.0,,,,,,,00636941031fa.jpg,,,,,1.315,3.0,Novel,,,,,,1554136272.2320712,1554136274.160467,,
165,165,16.0,Memory,3.0,,,,,,,sunagcinxkccdtrjmlv.jpg,,,,,0.0,,Novel,,,,,,1554136278.649656,1554136280.5793,,
169,169,16.0,Memory,3.0,,,,,,,00647941031fa.jpg,,,,,0.711,2.0,Novel,,,,,,1554136291.904485,1554136294.938533,,
175,175,16.0,Memory,3.0,,,,,,,sunadflbrkckmepztql.jpg,,,,,1.912,1.0,Novel,,,,,,1554136322.048061,1554136325.915109,,
176,176,16.0,Memory,3.0,,,,,,,sunaddtdkycxbqlpfqa.jpg,,,,,1.4769999999999999,4.0,Novel,,,,,,1554136327.199661,1554136331.066714,,
178,178,16.0,Memory,3.0,,,,,,,00069931230fb.jpg,,,,,0.8109999999999999,2.0,Novel,,,,,,1554136337.519118,1554136341.386123,,
180,180,16.0,Memory,3.0,,,,,,,00996960627fa.jpg,,,,,1.311,3.0,Novel,,,,,,1554136347.872685,1554136352.207948,,
182,182,16.0,Memory,3.0,,,,,,,sunbpvgllfdejxcpjqp.jpg,,,,,1.345,3.0,Novel,,,,,,1554136358.8762481,1554136362.7441869,,
183,183,16.0,Memory,3.0,,,,,,,sunaeouogqolxvggaoq.jpg,,,,,1.81,2.0,Novel,,,,,,1554136364.044574,1554136367.912559,,
185,185,16.0,Memory,3.0,,,,,,,sunahqldjibofgsfdgb.jpg,,,,,1.212,2.0,Novel,,,,,,1554136374.3481581,1554136378.216232,,
186,186,16.0,Memory,3.0,,,,,,,00745941205fa.jpg,,,,,1.1440000000000001,3.0,Novel,,,,,,1554136379.516232,1554136383.384457,,
189,189,16.0,Memory,3.0,,,,,,,00270940422fb.jpg,,,,,0.877,2.0,Novel,,,,,,1554136395.0043552,1554136398.873162,,
191,191,16.0,Memory,3.0,,,,,,,sunabllobxadqcyttej.jpg,,,,,1.0759999999999998,2.0,Novel,,,,,,1554136405.390585,1554136409.2589982,,
192,192,16.0,Memory,3.0,,,,,,,00142931230fb.jpg,,,,,1.244,2.0,Novel,,,,,,1554136410.5591161,1554136414.427418,,
193,193,16.0,Memory,3.0,,,,,,,00777941205fa.jpg,,,,,0.977,2.0,Novel,,,,,,1554136415.744478,1554136419.1930711,,
194,194,16.0,Memory,3.0,,,,,,,suncnkvbhypnivcohyx.jpg,,,,,1.766,2.0,Novel,,,,,,1554136420.441147,1554136422.3763962,,
197,197,16.0,Memory,3.0,,,,,,,01010960627fa.jpg,,,,,0.6970000000000001,2.0,Novel,,,,,,1554136429.994389,1554136431.93082,,
199,199,16.0,Memory,3.0,,,,,,,sunaaeowapdkwzqpgqr.jpg,,,,,0.652,2.0,Novel,,,,,,1554136436.379041,1554136438.314126,,
284,364,16.0,Memory,7.0,,,,,,,00796941205fa.jpg,,,,,2.412,2.0,Novel,,,,,,1554137780.706519,1554137784.6738698,,
285,365,16.0,Memory,7.0,,,,,,,00634940928fa.jpg,,,,,1.177,2.0,Novel,,,,,,1554137785.990973,1554137789.9592369,,
286,366,16.0,Memory,7.0,,,,,,,sunahawfngukizslzsd.jpg,,,,,1.9780000000000002,3.0,Novel,,,,,,1554137791.276182,1554137795.243294,,
287,367,16.0,Memory,7.0,,,,,,,sunaahedjlmtqekgyvj.jpg,,,,,1.546,2.0,Novel,,,,,,1554137796.560524,1554137800.52882,,
291,371,16.0,Memory,7.0,,,,,,,sunaeuvjbmdpknaqqaj.jpg,,,,,2.645,2.0,Novel,,,,,,1554137817.635664,1554137821.602813,,
293,373,16.0,Memory,7.0,,,,,,,sunaguchqqnrtodtezq.jpg,,,,,2.677,2.0,Novel,,,,,,1554137828.18901,1554137832.155476,,
294,374,16.0,Memory,7.0,,,,,,,00807941205fa.jpg,,,,,2.477,2.0,Novel,,,,,,1554137833.4896731,1554137837.4567368,,
295,375,16.0,Memory,7.0,,,,,,,sunaaxjpzcnxligjtjq.jpg,,,,,2.612,2.0,Novel,,,,,,1554137838.758851,1554137842.726827,,
296,376,16.0,Memory,7.0,,,,,,,sunaaekxzjzrfgtkwjf.jpg,,,,,2.81,3.0,Novel,,,,,,1554137844.026907,1554137847.994657,,
299,379,16.0,Memory,7.0,,,,,,,sunadcphrizvfpljiqt.jpg,,,,,1.2109999999999999,2.0,Novel,,,,,,1554137859.7310688,1554137863.7000802,,
302,382,16.0,Memory,7.0,,,,,,,00193940928fa.jpg,,,,,1.045,2.0,Novel,,,,,,1554137875.5699449,1554137879.538938,,
303,383,16.0,Memory,7.0,,,,,,,00568940928fa.jpg,,,,,2.144,2.0,Novel,,,,,,1554137880.83812,1554137884.8064241,,
305,385,16.0,Memory,7.0,,,,,,,00887960530.jpg,,,,,2.279,2.0,Novel,,,,,,1554137891.3748848,1554137895.343201,,
307,387,16.0,Memory,7.0,,,,,,,00102931230fa.jpg,,,,,1.511,3.0,Novel,,,,,,1554137901.962213,1554137905.9296038,,
308,388,16.0,Memory,7.0,,,,,,,00090931230fa.jpg,,,,,1.212,2.0,Novel,,,,,,1554137907.2468991,1554137911.214936,,
311,391,16.0,Memory,7.0,,,,,,,sunaajspcoepticvplv.jpg,,,,,2.7439999999999998,2.0,Novel,,,,,,1554137923.06951,1554137927.036804,,
313,393,16.0,Memory,7.0,,,,,,,sunalcrtwiycqobgelp.jpg,,,,,1.811,3.0,Novel,,,,,,1554137933.622355,1554137937.5905118,,
314,394,16.0,Memory,7.0,,,,,,,00749941201fa.jpg,,,,,0.9109999999999999,2.0,Novel,,,,,,1554137938.907894,1554137942.87556,,
316,396,16.0,Memory,7.0,,,,,,,00061931230fb.jpg,,,,,1.31,2.0,Novel,,,,,,1554137949.156807,1554137952.579283,,
317,397,16.0,Memory,7.0,,,,,,,sunacsdhbbsybcyxnel.jpg,,,,,2.1109999999999998,4.0,Novel,,,,,,1554137953.896304,1554137957.86435,,
284,364,16.0,Memory,7.0,,,,,,,00796941205fa.jpg,,,,,2.412,2.0,Novel,,,,,,1554137780.706519,1554137784.6738698,,
285,365,16.0,Memory,7.0,,,,,,,00634940928fa.jpg,,,,,1.177,2.0,Novel,,,,,,1554137785.990973,1554137789.9592369,,
286,366,16.0,Memory,7.0,,,,,,,sunahawfngukizslzsd.jpg,,,,,1.9780000000000002,3.0,Novel,,,,,,1554137791.276182,1554137795.243294,,
287,367,16.0,Memory,7.0,,,,,,,sunaahedjlmtqekgyvj.jpg,,,,,1.546,2.0,Novel,,,,,,1554137796.560524,1554137800.52882,,
291,371,16.0,Memory,7.0,,,,,,,sunaeuvjbmdpknaqqaj.jpg,,,,,2.645,2.0,Novel,,,,,,1554137817.635664,1554137821.602813,,
293,373,16.0,Memory,7.0,,,,,,,sunaguchqqnrtodtezq.jpg,,,,,2.677,2.0,Novel,,,,,,1554137828.18901,1554137832.155476,,
294,374,16.0,Memory,7.0,,,,,,,00807941205fa.jpg,,,,,2.477,2.0,Novel,,,,,,1554137833.4896731,1554137837.4567368,,
295,375,16.0,Memory,7.0,,,,,,,sunaaxjpzcnxligjtjq.jpg,,,,,2.612,2.0,Novel,,,,,,1554137838.758851,1554137842.726827,,
296,376,16.0,Memory,7.0,,,,,,,sunaaekxzjzrfgtkwjf.jpg,,,,,2.81,3.0,Novel,,,,,,1554137844.026907,1554137847.994657,,
299,379,16.0,Memory,7.0,,,,,,,sunadcphrizvfpljiqt.jpg,,,,,1.2109999999999999,2.0,Novel,,,,,,1554137859.7310688,1554137863.7000802,,
302,382,16.0,Memory,7.0,,,,,,,00193940928fa.jpg,,,,,1.045,2.0,Novel,,,,,,1554137875.5699449,1554137879.538938,,
303,383,16.0,Memory,7.0,,,,,,,00568940928fa.jpg,,,,,2.144,2.0,Novel,,,,,,1554137880.83812,1554137884.8064241,,
305,385,16.0,Memory,7.0,,,,,,,00887960530.jpg,,,,,2.279,2.0,Novel,,,,,,1554137891.3748848,1554137895.343201,,
307,387,16.0,Memory,7.0,,,,,,,00102931230fa.jpg,,,,,1.511,3.0,Novel,,,,,,1554137901.962213,1554137905.9296038,,
308,388,16.0,Memory,7.0,,,,,,,00090931230fa.jpg,,,,,1.212,2.0,Novel,,,,,,1554137907.2468991,1554137911.214936,,
311,391,16.0,Memory,7.0,,,,,,,sunaajspcoepticvplv.jpg,,,,,2.7439999999999998,2.0,Novel,,,,,,1554137923.06951,1554137927.036804,,
313,393,16.0,Memory,7.0,,,,,,,sunalcrtwiycqobgelp.jpg,,,,,1.811,3.0,Novel,,,,,,1554137933.622355,1554137937.5905118,,
314,394,16.0,Memory,7.0,,,,,,,00749941201fa.jpg,,,,,0.9109999999999999,2.0,Novel,,,,,,1554137938.907894,1554137942.87556,,
316,396,16.0,Memory,7.0,,,,,,,00061931230fb.jpg,,,,,1.31,2.0,Novel,,,,,,1554137949.156807,1554137952.579283,,
317,397,16.0,Memory,7.0,,,,,,,sunacsdhbbsybcyxnel.jpg,,,,,2.1109999999999998,4.0,Novel,,,,,,1554137953.896304,1554137957.86435,,
284,364,16.0,Memory,7.0,,,,,,,00796941205fa.jpg,,,,,2.412,2.0,Novel,,,,,,1554137780.706519,1554137784.6738698,,
285,365,16.0,Memory,7.0,,,,,,,00634940928fa.jpg,,,,,1.177,2.0,Novel,,,,,,1554137785.990973,1554137789.9592369,,
286,366,16.0,Memory,7.0,,,,,,,sunahawfngukizslzsd.jpg,,,,,1.9780000000000002,3.0,Novel,,,,,,1554137791.276182,1554137795.243294,,
287,367,16.0,Memory,7.0,,,,,,,sunaahedjlmtqekgyvj.jpg,,,,,1.546,2.0,Novel,,,,,,1554137796.560524,1554137800.52882,,
291,371,16.0,Memory,7.0,,,,,,,sunaeuvjbmdpknaqqaj.jpg,,,,,2.645,2.0,Novel,,,,,,1554137817.635664,1554137821.602813,,
293,373,16.0,Memory,7.0,,,,,,,sunaguchqqnrtodtezq.jpg,,,,,2.677,2.0,Novel,,,,,,1554137828.18901,1554137832.155476,,
294,374,16.0,Memory,7.0,,,,,,,00807941205fa.jpg,,,,,2.477,2.0,Novel,,,,,,1554137833.4896731,1554137837.4567368,,
295,375,16.0,Memory,7.0,,,,,,,sunaaxjpzcnxligjtjq.jpg,,,,,2.612,2.0,Novel,,,,,,1554137838.758851,1554137842.726827,,
296,376,16.0,Memory,7.0,,,,,,,sunaaekxzjzrfgtkwjf.jpg,,,,,2.81,3.0,Novel,,,,,,1554137844.026907,1554137847.994657,,
299,379,16.0,Memory,7.0,,,,,,,sunadcphrizvfpljiqt.jpg,,,,,1.2109999999999999,2.0,Novel,,,,,,1554137859.7310688,1554137863.7000802,,
302,382,16.0,Memory,7.0,,,,,,,00193940928fa.jpg,,,,,1.045,2.0,Novel,,,,,,1554137875.5699449,1554137879.538938,,
303,383,16.0,Memory,7.0,,,,,,,00568940928fa.jpg,,,,,2.144,2.0,Novel,,,,,,1554137880.83812,1554137884.8064241,,
305,385,16.0,Memory,7.0,,,,,,,00887960530.jpg,,,,,2.279,2.0,Novel,,,,,,1554137891.3748848,1554137895.343201,,
307,387,16.0,Memory,7.0,,,,,,,00102931230fa.jpg,,,,,1.511,3.0,Novel,,,,,,1554137901.962213,1554137905.9296038,,
308,388,16.0,Memory,7.0,,,,,,,00090931230fa.jpg,,,,,1.212,2.0,Novel,,,,,,1554137907.2468991,1554137911.214936,,
311,391,16.0,Memory,7.0,,,,,,,sunaajspcoepticvplv.jpg,,,,,2.7439999999999998,2.0,Novel,,,,,,1554137923.06951,1554137927.036804,,
313,393,16.0,Memory,7.0,,,,,,,sunalcrtwiycqobgelp.jpg,,,,,1.811,3.0,Novel,,,,,,1554137933.622355,1554137937.5905118,,
314,394,16.0,Memory,7.0,,,,,,,00749941201fa.jpg,,,,,0.9109999999999999,2.0,Novel,,,,,,1554137938.907894,1554137942.87556,,
316,396,16.0,Memory,7.0,,,,,,,00061931230fb.jpg,,,,,1.31,2.0,Novel,,,,,,1554137949.156807,1554137952.579283,,
317,397,16.0,Memory,7.0,,,,,,,sunacsdhbbsybcyxnel.jpg,,,,,2.1109999999999998,4.0,Novel,,,,,,1554137953.896304,1554137957.86435,,
216,126,23.0,Memory,2.0,,,,,,,sunaeisnjeetzmkbuad.jpg,Place,,Place,,0.92,4.0,Full,,,,,,1554920994.761952,1554920996.744828,,
235,145,23.0,Memory,2.0,,,,,,,00727941205fa.jpg,Face,,Place,,0.951,3.0,Side,,,,,,1554921076.6886759,1554921078.6706529,,
238,148,23.0,Memory,2.0,,,,,,,sunabckqabszusgcykj.jpg,Place,,Place,,1.444,2.0,Category,,,,,,1554921088.05911,1554921091.809592,,
239,149,23.0,Memory,2.0,,,,,,,00227940128fa.jpg,Face,,Place,,1.01,2.0,None,,,,,,1554921093.127301,1554921097.011815,,
216,126,23.0,Memory,2.0,,,,,,,sunaeisnjeetzmkbuad.jpg,Place,,Place,,0.92,4.0,Full,,,,,,1554920994.761952,1554920996.744828,,
235,145,23.0,Memory,2.0,,,,,,,00727941205fa.jpg,Face,,Place,,0.951,3.0,Side,,,,,,1554921076.6886759,1554921078.6706529,,
238,148,23.0,Memory,2.0,,,,,,,sunabckqabszusgcykj.jpg,Place,,Place,,1.444,2.0,Category,,,,,,1554921088.05911,1554921091.809592,,
239,149,23.0,Memory,2.0,,,,,,,00227940128fa.jpg,Face,,Place,,1.01,2.0,None,,,,,,1554921093.127301,1554921097.011815,,
373,223,23.0,Memory,4.0,,,,,,,00635941031fa.jpg,Face,,Place,,0.8270000000000001,1.0,None,,,,,,1554921627.402064,1554921631.219625,,
383,233,23.0,Memory,4.0,,,,,,,sunaangbuylfvckqqoo.jpg,Place,,Place,,1.126,2.0,Full,,,,,,1554921678.634118,1554921682.469582,,
386,236,23.0,Memory,4.0,,,,,,,00131931230fb.jpg,Face,,Place,,0.5760000000000001,1.0,Side,,,,,,1554921691.055918,1554921694.873411,,
394,244,23.0,Memory,4.0,,,,,,,sunaddsaeicthrfbkhe.jpg,Place,,Place,,1.143,1.0,Category,,,,,,1554921731.919244,1554921735.803669,,
328,268,23.0,Memory,5.0,,,,,,,sunaazezcsunmhttzxz.jpg,Place,,Face,,0.877,1.0,None,,,,,,1554922068.128069,1554922071.913359,,
341,281,23.0,Memory,5.0,,,,,,,00198940128fb.jpg,Face,,Face,,0.586,1.0,Category,,,,,,1554922119.740687,1554922121.72696,,
328,268,23.0,Memory,5.0,,,,,,,sunaazezcsunmhttzxz.jpg,Place,,Face,,0.877,1.0,None,,,,,,1554922068.128069,1554922071.913359,,
341,281,23.0,Memory,5.0,,,,,,,00198940128fb.jpg,Face,,Face,,0.586,1.0,Category,,,,,,1554922119.740687,1554922121.72696,,
120,60,23.0,Memory,1.0,,,,,,,sunbtpilbhhbmhmeuzq.jpg,,,,,0.0,,Novel,,,,,,1554920567.755925,1554920570.607142,,
121,61,23.0,Memory,1.0,,,,,,,sunaeuvjbmdpknaqqaj.jpg,,,,,1.193,1.0,Novel,,,,,,1554920571.957061,1554920575.791672,,
123,63,23.0,Memory,1.0,,,,,,,sunbmaiocftdtvnzgap.jpg,,,,,1.409,2.0,Novel,,,,,,1554920582.193896,1554920586.062022,,
126,66,23.0,Memory,1.0,,,,,,,00943960627fa.jpg,,,,,1.3119999999999998,2.0,Novel,,,,,,1554920597.732466,1554920601.567063,,
127,67,23.0,Memory,1.0,,,,,,,00988960627fa.jpg,,,,,1.694,3.0,Novel,,,,,,1554920602.8670368,1554920606.6013439,,
130,70,23.0,Memory,1.0,,,,,,,sunabwmcbaxwioksdgw.jpg,,,,,3.0010000000000003,,Novel,,,,,,1554920618.1380038,1554920621.990922,,
131,71,23.0,Memory,1.0,,,,,,,00804960530fa.jpg,,,,,1.028,2.0,Novel,,,,,,1554920623.323427,1554920627.09129,,
132,72,23.0,Memory,1.0,,,,,,,00749941201fa.jpg,,,,,1.2429999999999999,4.0,Novel,,,,,,1554920628.409264,1554920632.110734,,
133,73,23.0,Memory,1.0,,,,,,,00221940128fa.jpg,,,,,1.01,3.0,Novel,,,,,,1554920633.410076,1554920637.227995,,
134,74,23.0,Memory,1.0,,,,,,,00997960627fa.jpg,,,,,1.01,1.0,Novel,,,,,,1554920638.528072,1554920642.108055,,
141,81,23.0,Memory,1.0,,,,,,,00763941205fa.jpg,,,,,0.966,1.0,Novel,,,,,,1554920662.915121,1554920665.6998901,,
142,82,23.0,Memory,1.0,,,,,,,sunaanlwnpqndclffxt.jpg,,,,,1.7930000000000001,1.0,Novel,,,,,,1554920666.971646,1554920669.238837,,
144,84,23.0,Memory,1.0,,,,,,,sunacdnquypmsshhsbk.jpg,,,,,1.594,3.0,Novel,,,,,,1554920675.3409019,1554920679.1254,,
146,86,23.0,Memory,1.0,,,,,,,00133931230fa.jpg,,,,,0.915,1.0,Novel,,,,,,1554920685.544484,1554920687.557682,,
149,89,23.0,Memory,1.0,,,,,,,sunafhmnhsdurlvddpw.jpg,,,,,0.932,1.0,Novel,,,,,,1554920695.347899,1554920697.326842,,
152,92,23.0,Memory,1.0,,,,,,,sunagwswhkvnsmuszlz.jpg,,,,,1.315,3.0,Novel,,,,,,1554920705.117208,1554920707.097708,,
155,95,23.0,Memory,1.0,,,,,,,sunarpsxqkduedrrzyi.jpg,,,,,1.05,4.0,Novel,,,,,,1554920714.882395,1554920716.866919,,
156,96,23.0,Memory,1.0,,,,,,,sunabcfpwlpolnutyju.jpg,,,,,1.204,2.0,Novel,,,,,,1554920718.133525,1554920720.117525,,
158,98,23.0,Memory,1.0,,,,,,,00540940519fa.jpg,,,,,1.193,1.0,Novel,,,,,,1554920725.8739212,1554920729.692842,,
159,99,23.0,Memory,1.0,,,,,,,00314940422fa.jpg,,,,,0.843,1.0,Novel,,,,,,1554920731.009206,1554920734.827182,,
200,110,23.0,Memory,2.0,,,,,,,sunaloffvbvysigxent.jpg,,,,,1.2930000000000001,1.0,Novel,,,,,,1554920914.586323,1554920918.486418,,
202,112,23.0,Memory,2.0,,,,,,,sunagsiwrmuixqgdimb.jpg,,,,,1.3940000000000001,3.0,Novel,,,,,,1554920924.98915,1554920928.806281,,
205,115,23.0,Memory,2.0,,,,,,,00144931230fb.jpg,,,,,0.843,1.0,Novel,,,,,,1554920940.5439029,1554920944.212148,,
208,118,23.0,Memory,2.0,,,,,,,sunabcuurugvxwparpk.jpg,,,,,0.826,1.0,Novel,,,,,,1554920955.665705,1554920959.484778,,
209,119,23.0,Memory,2.0,,,,,,,00242940128fa.jpg,,,,,0.777,2.0,Novel,,,,,,1554920960.7841551,1554920964.586236,,
211,121,23.0,Memory,2.0,,,,,,,00792941205fa.jpg,,,,,0.6759999999999999,1.0,Novel,,,,,,1554920971.103962,1554920974.688939,,
212,122,23.0,Memory,2.0,,,,,,,00893960530Fa.jpg,,,,,0.009000000000000001,2.0,Novel,,,,,,1554920975.989123,1554920979.791004,,
214,124,23.0,Memory,2.0,,,,,,,00785941205fa.jpg,,,,,0.943,1.0,Novel,,,,,,1554920986.2924962,1554920989.83944,,
215,125,23.0,Memory,2.0,,,,,,,sunaatpeezlljqaxlhj.jpg,,,,,0.865,4.0,Novel,,,,,,1554920991.127664,1554920993.2094,,
217,127,23.0,Memory,2.0,,,,,,,sunaathajvxrgptwhoj.jpg,,,,,1.2819999999999998,3.0,Novel,,,,,,1554920998.029816,1554921000.010055,,
218,128,23.0,Memory,2.0,,,,,,,00093931230fa.jpg,,,,,0.7929999999999999,1.0,Novel,,,,,,1554921001.2798882,1554921004.698608,,
219,129,23.0,Memory,2.0,,,,,,,00810941205fa.jpg,,,,,0.644,1.0,Novel,,,,,,1554921006.0155349,1554921008.900068,,
220,130,23.0,Memory,2.0,,,,,,,sunaahwnmtqsrhocysw.jpg,,,,,1.6,2.0,Novel,,,,,,1554921010.200813,1554921012.895597,,
221,131,23.0,Memory,2.0,,,,,,,00146960620fb.jpg,,,,,0.91,1.0,Novel,,,,,,1554921014.1852221,1554921018.019216,,
222,132,23.0,Memory,2.0,,,,,,,sunaalcrrdbjgdztbiz.jpg,,,,,1.209,2.0,Novel,,,,,,1554921019.320499,1554921023.154525,,
225,135,23.0,Memory,2.0,,,,,,,sunaglqunwuycxydmyu.jpg,,,,,1.21,3.0,Novel,,,,,,1554921034.708325,1554921038.575548,,
226,136,23.0,Memory,2.0,,,,,,,sunbasypfgzjtomktmu.jpg,,,,,1.011,2.0,Novel,,,,,,1554921039.8775811,1554921043.660093,,
229,139,23.0,Memory,2.0,,,,,,,sunahctntqrunhdxhtb.jpg,,,,,1.609,2.0,Novel,,,,,,1554921055.2990189,1554921059.117404,,
234,144,23.0,Memory,2.0,,,,,,,00970960627fa.jpg,,,,,0.483,1.0,Novel,,,,,,1554921073.448889,1554921075.4331949,,
237,147,23.0,Memory,2.0,,,,,,,00123931230fb.jpg,,,,,1.3619999999999999,2.0,Novel,,,,,,1554921083.440865,1554921086.742031,,
200,110,23.0,Memory,2.0,,,,,,,sunaloffvbvysigxent.jpg,,,,,1.2930000000000001,1.0,Novel,,,,,,1554920914.586323,1554920918.486418,,
202,112,23.0,Memory,2.0,,,,,,,sunagsiwrmuixqgdimb.jpg,,,,,1.3940000000000001,3.0,Novel,,,,,,1554920924.98915,1554920928.806281,,
205,115,23.0,Memory,2.0,,,,,,,00144931230fb.jpg,,,,,0.843,1.0,Novel,,,,,,1554920940.5439029,1554920944.212148,,
208,118,23.0,Memory,2.0,,,,,,,sunabcuurugvxwparpk.jpg,,,,,0.826,1.0,Novel,,,,,,1554920955.665705,1554920959.484778,,
209,119,23.0,Memory,2.0,,,,,,,00242940128fa.jpg,,,,,0.777,2.0,Novel,,,,,,1554920960.7841551,1554920964.586236,,
211,121,23.0,Memory,2.0,,,,,,,00792941205fa.jpg,,,,,0.6759999999999999,1.0,Novel,,,,,,1554920971.103962,1554920974.688939,,
212,122,23.0,Memory,2.0,,,,,,,00893960530Fa.jpg,,,,,0.009000000000000001,2.0,Novel,,,,,,1554920975.989123,1554920979.791004,,
214,124,23.0,Memory,2.0,,,,,,,00785941205fa.jpg,,,,,0.943,1.0,Novel,,,,,,1554920986.2924962,1554920989.83944,,
215,125,23.0,Memory,2.0,,,,,,,sunaatpeezlljqaxlhj.jpg,,,,,0.865,4.0,Novel,,,,,,1554920991.127664,1554920993.2094,,
217,127,23.0,Memory,2.0,,,,,,,sunaathajvxrgptwhoj.jpg,,,,,1.2819999999999998,3.0,Novel,,,,,,1554920998.029816,1554921000.010055,,
218,128,23.0,Memory,2.0,,,,,,,00093931230fa.jpg,,,,,0.7929999999999999,1.0,Novel,,,,,,1554921001.2798882,1554921004.698608,,
219,129,23.0,Memory,2.0,,,,,,,00810941205fa.jpg,,,,,0.644,1.0,Novel,,,,,,1554921006.0155349,1554921008.900068,,
220,130,23.0,Memory,2.0,,,,,,,sunaahwnmtqsrhocysw.jpg,,,,,1.6,2.0,Novel,,,,,,1554921010.200813,1554921012.895597,,
221,131,23.0,Memory,2.0,,,,,,,00146960620fb.jpg,,,,,0.91,1.0,Novel,,,,,,1554921014.1852221,1554921018.019216,,
222,132,23.0,Memory,2.0,,,,,,,sunaalcrrdbjgdztbiz.jpg,,,,,1.209,2.0,Novel,,,,,,1554921019.320499,1554921023.154525,,
225,135,23.0,Memory,2.0,,,,,,,sunaglqunwuycxydmyu.jpg,,,,,1.21,3.0,Novel,,,,,,1554921034.708325,1554921038.575548,,
226,136,23.0,Memory,2.0,,,,,,,sunbasypfgzjtomktmu.jpg,,,,,1.011,2.0,Novel,,,,,,1554921039.8775811,1554921043.660093,,
229,139,23.0,Memory,2.0,,,,,,,sunahctntqrunhdxhtb.jpg,,,,,1.609,2.0,Novel,,,,,,1554921055.2990189,1554921059.117404,,
234,144,23.0,Memory,2.0,,,,,,,00970960627fa.jpg,,,,,0.483,1.0,Novel,,,,,,1554921073.448889,1554921075.4331949,,
237,147,23.0,Memory,2.0,,,,,,,00123931230fb.jpg,,,,,1.3619999999999999,2.0,Novel,,,,,,1554921083.440865,1554921086.742031,,
161,161,23.0,Memory,3.0,,,,,,,00124931230fa.jpg,,,,,0.981,1.0,Novel,,,,,,1554921258.9422839,1554921260.91091,,
163,163,23.0,Memory,3.0,,,,,,,sunagfvluwixdsozaql.jpg,,,,,1.0979999999999999,2.0,Novel,,,,,,1554921265.6454911,1554921267.614841,,
164,164,23.0,Memory,3.0,,,,,,,sunagjzcrjvmxzqzljx.jpg,,,,,1.103,3.0,Novel,,,,,,1554921268.867068,1554921270.833327,,
165,165,23.0,Memory,3.0,,,,,,,sunbgzjryivyczuvkvm.jpg,,,,,1.0859999999999999,1.0,Novel,,,,,,1554921272.113948,1554921274.083841,,
166,166,23.0,Memory,3.0,,,,,,,00776941205fa.jpg,,,,,1.3019999999999998,1.0,Novel,,,,,,1554921275.3544269,1554921277.315273,,
169,169,23.0,Memory,3.0,,,,,,,sunaalhlvzmjmitybdn.jpg,,,,,0.867,2.0,Novel,,,,,,1554921285.256882,1554921287.219285,,
174,174,23.0,Memory,3.0,,,,,,,00986960627fa.jpg,,,,,1.315,1.0,Novel,,,,,,1554921301.462163,1554921303.423766,,
176,176,23.0,Memory,3.0,,,,,,,00700941121fa.jpg,,,,,0.7140000000000001,1.0,Novel,,,,,,1554921307.942827,1554921309.911619,,
177,177,23.0,Memory,3.0,,,,,,,sunavxokzybtomhbmvm.jpg,,,,,1.365,2.0,Novel,,,,,,1554921311.1811461,1554921313.146606,,
179,179,23.0,Memory,3.0,,,,,,,00784941205fb.jpg,,,,,0.9329999999999999,1.0,Novel,,,,,,1554921317.6621711,1554921319.633986,,
180,180,23.0,Memory,3.0,,,,,,,00959960627fa.jpg,,,,,0.6970000000000001,1.0,Novel,,,,,,1554921320.896679,1554921322.8672462,,
184,184,23.0,Memory,3.0,,,,,,,sunafxokyavhgptyfye.jpg,,,,,1.153,2.0,Novel,,,,,,1554921334.022445,1554921335.9848962,,
186,186,23.0,Memory,3.0,,,,,,,sunbwaafjdebjzttuvq.jpg,,,,,1.181,2.0,Novel,,,,,,1554921340.553507,1554921342.521475,,
190,190,23.0,Memory,3.0,,,,,,,sunahuynahneraqftyz.jpg,,,,,0.948,1.0,Novel,,,,,,1554921353.706665,1554921355.6746712,,
191,191,23.0,Memory,3.0,,,,,,,00185940422fb.jpg,,,,,1.314,1.0,Novel,,,,,,1554921356.941675,1554921358.9083939,,
192,192,23.0,Memory,3.0,,,,,,,00782941205fa.jpg,,,,,0.899,1.0,Novel,,,,,,1554921360.1651359,1554921362.1262689,,
193,193,23.0,Memory,3.0,,,,,,,sunaawqdbpihmlbwyyn.jpg,,,,,1.07,1.0,Novel,,,,,,1554921363.414422,1554921365.3788052,,
195,195,23.0,Memory,3.0,,,,,,,00828940307fa.jpg,,,,,0.843,1.0,Novel,,,,,,1554921370.0183358,1554921373.818033,,
198,198,23.0,Memory,3.0,,,,,,,01002960627fb.jpg,,,,,1.0590000000000002,1.0,Novel,,,,,,1554921385.4059892,1554921389.290975,,
199,199,23.0,Memory,3.0,,,,,,,sunadsgmtznewzyasnk.jpg,,,,,1.66,4.0,Novel,,,,,,1554921390.62508,1554921394.426137,,
