,Unnamed: 0,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Attention Probe,Trial
124,64,1.0,Memory,1.0,,,,,,,sunabxmguapjekttvwm.jpg,Place,,Place,,0.9390000000000001,4.0,Full,,,,,,1550775197.301143,1550775199.2843812,,
131,71,1.0,Memory,1.0,,,,,,,00719941201fa.jpg,Face,,Place,,0.6709999999999999,1.0,None,,,,,,1550775220.4630132,1550775222.443375,,
137,77,1.0,Memory,1.0,,,,,,,sunadvithllcgmfxsrn.jpg,Place,,Place,,0.85,1.0,Category,,,,,,1550775240.164425,1550775242.150041,,
156,96,1.0,Memory,1.0,,,,,,,00316940422fa.jpg,Face,,Place,,0.915,2.0,Side,,,,,,1550775303.307688,1550775305.336488,,
124,64,1.0,Memory,1.0,,,,,,,sunabxmguapjekttvwm.jpg,Place,,Place,,0.9390000000000001,4.0,Full,,,,,,1550775197.301143,1550775199.2843812,,
131,71,1.0,Memory,1.0,,,,,,,00719941201fa.jpg,Face,,Place,,0.6709999999999999,1.0,None,,,,,,1550775220.4630132,1550775222.443375,,
137,77,1.0,Memory,1.0,,,,,,,sunadvithllcgmfxsrn.jpg,Place,,Place,,0.85,1.0,Category,,,,,,1550775240.164425,1550775242.150041,,
156,96,1.0,Memory,1.0,,,,,,,00316940422fa.jpg,Face,,Place,,0.915,2.0,Side,,,,,,1550775303.307688,1550775305.336488,,
210,120,1.0,Memory,2.0,,,,,,,00804960530fa.jpg,Face,,Place,,1.198,4.0,None,,,,,,1550775560.636878,1550775562.67068,,
217,127,1.0,Memory,2.0,,,,,,,sunaguchqqnrtodtezq.jpg,Place,,Place,,1.442,3.0,Full,,,,,,1550775584.6991231,1550775586.7470212,,
219,129,1.0,Memory,2.0,,,,,,,00796941205fa.jpg,Face,,Place,,0.972,2.0,Side,,,,,,1550775591.347076,1550775593.389192,,
235,145,1.0,Memory,2.0,,,,,,,sunagwswhkvnsmuszlz.jpg,Place,,Place,,0.935,2.0,Category,,,,,,1550775645.218426,1550775647.237158,,
160,160,1.0,Memory,3.0,,,,,,,sunadakkdovnuzlycvp.jpg,Place,,Face,,1.232,4.0,Side,,,,,,1550775892.916895,1550775895.045549,,
180,180,1.0,Memory,3.0,,,,,,,00630941031fa.jpg,Face,,Face,,1.1159999999999999,2.0,Full,,,,,,1550775960.021743,1550775962.102551,,
190,190,1.0,Memory,3.0,,,,,,,00294940422fb.jpg,Face,,Face,,1.055,1.0,Category,,,,,,1550775993.216461,1550775995.232934,,
192,192,1.0,Memory,3.0,,,,,,,sunabrlndkruqokhury.jpg,Place,,Face,,1.921,1.0,None,,,,,,1550775999.868944,1550776001.915129,,
325,265,1.0,Memory,5.0,,,,,,,00081941031fa.jpg,Face,,Place,,1.124,1.0,None,,,,,,1550776642.895556,1550776644.874611,,
335,275,1.0,Memory,5.0,,,,,,,00564941031fa.jpg,Face,,Place,,1.249,2.0,Side,,,,,,1550776675.939918,1550776678.0863929,,
337,277,1.0,Memory,5.0,,,,,,,sunacsaovnjezqwbykf.jpg,Place,,Place,,1.003,2.0,Full,,,,,,1550776682.642525,1550776684.676128,,
351,291,1.0,Memory,5.0,,,,,,,sunaaftlyfudyzuhqzf.jpg,Place,,Place,,1.058,2.0,Category,,,,,,1550776729.024016,1550776731.103717,,
325,265,1.0,Memory,5.0,,,,,,,00081941031fa.jpg,Face,,Place,,1.124,1.0,None,,,,,,1550776642.895556,1550776644.874611,,
335,275,1.0,Memory,5.0,,,,,,,00564941031fa.jpg,Face,,Place,,1.249,2.0,Side,,,,,,1550776675.939918,1550776678.0863929,,
337,277,1.0,Memory,5.0,,,,,,,sunacsaovnjezqwbykf.jpg,Place,,Place,,1.003,2.0,Full,,,,,,1550776682.642525,1550776684.676128,,
351,291,1.0,Memory,5.0,,,,,,,sunaaftlyfudyzuhqzf.jpg,Place,,Place,,1.058,2.0,Category,,,,,,1550776729.024016,1550776731.103717,,
123,63,1.0,Memory,1.0,,,,,,,sunakgbnzxmfohgehnu.jpg,,,,,0.981,1.0,Novel,,,,,,1550775193.975397,1550775196.0533,,
126,66,1.0,Memory,1.0,,,,,,,00115931230fa.jpg,,,,,0.792,1.0,Novel,,,,,,1550775203.841079,1550775205.8937972,,
128,68,1.0,Memory,1.0,,,,,,,00743941201fa.jpg,,,,,0.6920000000000001,2.0,Novel,,,,,,1550775210.459401,1550775212.556615,,
133,73,1.0,Memory,1.0,,,,,,,00760960620fa.jpg,,,,,0.9670000000000001,1.0,Novel,,,,,,1550775227.033142,1550775229.014237,,
135,75,1.0,Memory,1.0,,,,,,,sunaeoghzrjarigmwua.jpg,,,,,0.9179999999999999,2.0,Novel,,,,,,1550775233.584407,1550775235.662983,,
138,78,1.0,Memory,1.0,,,,,,,sunadkazmlajmohnwfl.jpg,,,,,0.92,1.0,Novel,,,,,,1550775243.404079,1550775245.432976,,
139,79,1.0,Memory,1.0,,,,,,,00239940128fa.jpg,,,,,1.368,2.0,Novel,,,,,,1550775246.6893759,1550775248.751315,,
141,81,1.0,Memory,1.0,,,,,,,sunacfdkbsrughwqwtt.jpg,,,,,1.2819999999999998,1.0,Novel,,,,,,1550775253.2692661,1550775255.386625,,
144,84,1.0,Memory,1.0,,,,,,,00878960530fa.jpg,,,,,0.935,3.0,Novel,,,,,,1550775263.194036,1550775265.306343,,
145,85,1.0,Memory,1.0,,,,,,,sunabctlikybqabezjv.jpg,,,,,0.9740000000000001,1.0,Novel,,,,,,1550775266.562305,1550775268.642053,,
146,86,1.0,Memory,1.0,,,,,,,sunajawzbrlrwafowen.jpg,,,,,0.958,1.0,Novel,,,,,,1550775269.874474,1550775271.959476,,
147,87,1.0,Memory,1.0,,,,,,,sunaffstbkappprzxnv.jpg,,,,,0.903,1.0,Novel,,,,,,1550775273.247987,1550775275.259857,,
148,88,1.0,Memory,1.0,,,,,,,00662941121fa.jpg,,,,,1.359,3.0,Novel,,,,,,1550775276.5150821,1550775278.544986,,
149,89,1.0,Memory,1.0,,,,,,,sunaakmxzhuceuiryah.jpg,,,,,0.836,2.0,Novel,,,,,,1550775279.799132,1550775282.0956962,,
150,90,1.0,Memory,1.0,,,,,,,sunadrmfzmstgdjdcod.jpg,,,,,1.1740000000000002,2.0,Novel,,,,,,1550775283.3675802,1550775285.496767,,
152,92,1.0,Memory,1.0,,,,,,,sunaedtgwjvvziytspa.jpg,,,,,0.721,1.0,Novel,,,,,,1550775290.1360278,1550775292.149117,,
154,94,1.0,Memory,1.0,,,,,,,00554940519fa.jpg,,,,,0.767,1.0,Novel,,,,,,1550775296.717128,1550775298.784307,,
155,95,1.0,Memory,1.0,,,,,,,00864940307fa.jpg,,,,,1.1340000000000001,1.0,Novel,,,,,,1550775300.021252,1550775302.0353038,,
157,97,1.0,Memory,1.0,,,,,,,00694941121fa.jpg,,,,,1.153,3.0,Novel,,,,,,1550775306.592024,1550775308.5934641,,
159,99,1.0,Memory,1.0,,,,,,,00723941201fa.jpg,,,,,0.8320000000000001,1.0,Novel,,,,,,1550775313.2393632,1550775315.256623,,
123,63,1.0,Memory,1.0,,,,,,,sunakgbnzxmfohgehnu.jpg,,,,,0.981,1.0,Novel,,,,,,1550775193.975397,1550775196.0533,,
126,66,1.0,Memory,1.0,,,,,,,00115931230fa.jpg,,,,,0.792,1.0,Novel,,,,,,1550775203.841079,1550775205.8937972,,
128,68,1.0,Memory,1.0,,,,,,,00743941201fa.jpg,,,,,0.6920000000000001,2.0,Novel,,,,,,1550775210.459401,1550775212.556615,,
133,73,1.0,Memory,1.0,,,,,,,00760960620fa.jpg,,,,,0.9670000000000001,1.0,Novel,,,,,,1550775227.033142,1550775229.014237,,
135,75,1.0,Memory,1.0,,,,,,,sunaeoghzrjarigmwua.jpg,,,,,0.9179999999999999,2.0,Novel,,,,,,1550775233.584407,1550775235.662983,,
138,78,1.0,Memory,1.0,,,,,,,sunadkazmlajmohnwfl.jpg,,,,,0.92,1.0,Novel,,,,,,1550775243.404079,1550775245.432976,,
139,79,1.0,Memory,1.0,,,,,,,00239940128fa.jpg,,,,,1.368,2.0,Novel,,,,,,1550775246.6893759,1550775248.751315,,
141,81,1.0,Memory,1.0,,,,,,,sunacfdkbsrughwqwtt.jpg,,,,,1.2819999999999998,1.0,Novel,,,,,,1550775253.2692661,1550775255.386625,,
144,84,1.0,Memory,1.0,,,,,,,00878960530fa.jpg,,,,,0.935,3.0,Novel,,,,,,1550775263.194036,1550775265.306343,,
145,85,1.0,Memory,1.0,,,,,,,sunabctlikybqabezjv.jpg,,,,,0.9740000000000001,1.0,Novel,,,,,,1550775266.562305,1550775268.642053,,
146,86,1.0,Memory,1.0,,,,,,,sunajawzbrlrwafowen.jpg,,,,,0.958,1.0,Novel,,,,,,1550775269.874474,1550775271.959476,,
147,87,1.0,Memory,1.0,,,,,,,sunaffstbkappprzxnv.jpg,,,,,0.903,1.0,Novel,,,,,,1550775273.247987,1550775275.259857,,
148,88,1.0,Memory,1.0,,,,,,,00662941121fa.jpg,,,,,1.359,3.0,Novel,,,,,,1550775276.5150821,1550775278.544986,,
149,89,1.0,Memory,1.0,,,,,,,sunaakmxzhuceuiryah.jpg,,,,,0.836,2.0,Novel,,,,,,1550775279.799132,1550775282.0956962,,
150,90,1.0,Memory,1.0,,,,,,,sunadrmfzmstgdjdcod.jpg,,,,,1.1740000000000002,2.0,Novel,,,,,,1550775283.3675802,1550775285.496767,,
152,92,1.0,Memory,1.0,,,,,,,sunaedtgwjvvziytspa.jpg,,,,,0.721,1.0,Novel,,,,,,1550775290.1360278,1550775292.149117,,
154,94,1.0,Memory,1.0,,,,,,,00554940519fa.jpg,,,,,0.767,1.0,Novel,,,,,,1550775296.717128,1550775298.784307,,
155,95,1.0,Memory,1.0,,,,,,,00864940307fa.jpg,,,,,1.1340000000000001,1.0,Novel,,,,,,1550775300.021252,1550775302.0353038,,
157,97,1.0,Memory,1.0,,,,,,,00694941121fa.jpg,,,,,1.153,3.0,Novel,,,,,,1550775306.592024,1550775308.5934641,,
159,99,1.0,Memory,1.0,,,,,,,00723941201fa.jpg,,,,,0.8320000000000001,1.0,Novel,,,,,,1550775313.2393632,1550775315.256623,,
200,110,1.0,Memory,2.0,,,,,,,00136931230fb.jpg,,,,,1.2690000000000001,1.0,Novel,,,,,,1550775527.081298,1550775529.193025,,
201,111,1.0,Memory,2.0,,,,,,,00774941201fa.jpg,,,,,1.119,1.0,Novel,,,,,,1550775530.481493,1550775532.514547,,
203,113,1.0,Memory,2.0,,,,,,,00700941121fa.jpg,,,,,0.7340000000000001,1.0,Novel,,,,,,1550775537.284029,1550775539.299756,,
204,114,1.0,Memory,2.0,,,,,,,00271940422fa.jpg,,,,,1.526,1.0,Novel,,,,,,1550775540.584362,1550775542.615432,,
205,115,1.0,Memory,2.0,,,,,,,sunabxsbfwjccqxxzxq.jpg,,,,,1.27,3.0,Novel,,,,,,1550775543.903557,1550775546.000282,,
206,116,1.0,Memory,2.0,,,,,,,sunabmbnddafmywtjjj.jpg,,,,,0.7140000000000001,2.0,Novel,,,,,,1550775547.282477,1550775549.28579,,
207,117,1.0,Memory,2.0,,,,,,,01009960627fa.jpg,,,,,0.9890000000000001,1.0,Novel,,,,,,1550775550.566056,1550775552.575771,,
208,118,1.0,Memory,2.0,,,,,,,sunafvtpfczkzopbgue.jpg,,,,,1.27,2.0,Novel,,,,,,1550775553.872933,1550775556.002927,,
214,124,1.0,Memory,2.0,,,,,,,sunabjzyxcjnmztdonj.jpg,,,,,1.1909999999999998,1.0,Novel,,,,,,1550775574.4253411,1550775576.525855,,
215,125,1.0,Memory,2.0,,,,,,,sunbloeoiozwjjsiamp.jpg,,,,,0.851,2.0,Novel,,,,,,1550775577.925891,1550775580.042674,,
220,130,1.0,Memory,2.0,,,,,,,sunaprnrbmgkomdbchr.jpg,,,,,0.9229999999999999,1.0,Novel,,,,,,1550775594.685386,1550775596.766184,,
223,133,1.0,Memory,2.0,,,,,,,00929960627fa.jpg,,,,,1.051,1.0,Novel,,,,,,1550775604.8351212,1550775606.935786,,
224,134,1.0,Memory,2.0,,,,,,,00987960627fa.jpg,,,,,0.6859999999999999,1.0,Novel,,,,,,1550775608.201901,1550775610.222651,,
226,136,1.0,Memory,2.0,,,,,,,sunaanptmsknhirrzed.jpg,,,,,0.8190000000000001,1.0,Novel,,,,,,1550775614.975437,1550775616.993365,,
228,138,1.0,Memory,2.0,,,,,,,sunadsgmtznewzyasnk.jpg,,,,,0.9309999999999999,1.0,Novel,,,,,,1550775621.578958,1550775623.573584,,
229,139,1.0,Memory,2.0,,,,,,,00857940307fa.jpg,,,,,1.124,1.0,Novel,,,,,,1550775624.8619108,1550775626.910784,,
230,140,1.0,Memory,2.0,,,,,,,00264940128fb.jpg,,,,,1.568,4.0,Novel,,,,,,1550775628.197241,1550775630.343372,,
233,143,1.0,Memory,2.0,,,,,,,sunbxzweleltykebgan.jpg,,,,,1.386,3.0,Novel,,,,,,1550775638.533936,1550775640.5512369,,
236,146,1.0,Memory,2.0,,,,,,,sunaiwfobocrruqznsv.jpg,,,,,1.556,4.0,Novel,,,,,,1550775648.537549,1550775650.766144,,
237,147,1.0,Memory,2.0,,,,,,,00479940519fa.jpg,,,,,1.265,4.0,Novel,,,,,,1550775652.034356,1550775654.1519141,,
161,161,1.0,Memory,3.0,,,,,,,00598941031fa.jpg,,,,,1.034,3.0,Novel,,,,,,1550775896.302779,1550775898.3334439,,
164,164,1.0,Memory,3.0,,,,,,,00829940307fa.jpg,,,,,0.8340000000000001,1.0,Novel,,,,,,1550775906.32247,1550775908.3684368,,
165,165,1.0,Memory,3.0,,,,,,,sunaakjaacuzulqckgl.jpg,,,,,0.848,2.0,Novel,,,,,,1550775909.733886,1550775911.719902,,
166,166,1.0,Memory,3.0,,,,,,,sunabrwnslxalcohfre.jpg,,,,,1.135,1.0,Novel,,,,,,1550775912.9910269,1550775915.003986,,
167,167,1.0,Memory,3.0,,,,,,,sunbvbrvgbpanfrawft.jpg,,,,,0.8859999999999999,2.0,Novel,,,,,,1550775916.308944,1550775918.389729,,
168,168,1.0,Memory,3.0,,,,,,,00296940422fa.jpg,,,,,0.907,2.0,Novel,,,,,,1550775919.6759632,1550775921.807322,,
172,172,1.0,Memory,3.0,,,,,,,sunbddbivbptlrlauhy.jpg,,,,,1.207,3.0,Novel,,,,,,1550775933.164638,1550775935.3760462,,
173,173,1.0,Memory,3.0,,,,,,,sunahwgbqkqcrwprgvh.jpg,,,,,1.335,2.0,Novel,,,,,,1550775936.648488,1550775938.6781151,,
174,174,1.0,Memory,3.0,,,,,,,00999960627fa.jpg,,,,,0.775,1.0,Novel,,,,,,1550775939.96551,1550775942.1457381,,
175,175,1.0,Memory,3.0,,,,,,,00978960627fa.jpg,,,,,0.9990000000000001,3.0,Novel,,,,,,1550775943.412462,1550775945.478961,,
176,176,1.0,Memory,3.0,,,,,,,00647941031fa.jpg,,,,,0.882,2.0,Novel,,,,,,1550775946.768835,1550775948.801791,,
181,181,1.0,Memory,3.0,,,,,,,sunarceibpcyacbmfga.jpg,,,,,1.584,1.0,Novel,,,,,,1550775963.3520288,1550775965.386456,,
185,185,1.0,Memory,3.0,,,,,,,sunadflbrkckmepztql.jpg,,,,,1.12,2.0,Novel,,,,,,1550775976.678605,1550775978.657198,,
186,186,1.0,Memory,3.0,,,,,,,sunaampvucecsfbdafn.jpg,,,,,1.023,1.0,Novel,,,,,,1550775979.9455938,1550775982.008977,,
187,187,1.0,Memory,3.0,,,,,,,00133931230fa.jpg,,,,,1.064,3.0,Novel,,,,,,1550775983.258999,1550775985.308749,,
189,189,1.0,Memory,3.0,,,,,,,sunacxtcahkymosigud.jpg,,,,,0.72,1.0,Novel,,,,,,1550775989.849071,1550775991.9285538,,
191,191,1.0,Memory,3.0,,,,,,,00127931230fa.jpg,,,,,1.084,1.0,Novel,,,,,,1550775996.50049,1550775998.598656,,
193,193,1.0,Memory,3.0,,,,,,,00112931230fa.jpg,,,,,0.816,2.0,Novel,,,,,,1550776003.1870232,1550776005.318942,,
195,195,1.0,Memory,3.0,,,,,,,00939960627fa.jpg,,,,,0.599,1.0,Novel,,,,,,1550776009.955658,1550776011.953212,,
199,199,1.0,Memory,3.0,,,,,,,sunaanlwnpqndclffxt.jpg,,,,,0.7979999999999999,2.0,Novel,,,,,,1550776023.076149,1550776025.08916,,
320,260,1.0,Memory,5.0,,,,,,,00543940519fa.jpg,,,,,0.841,1.0,Novel,,,,,,1550776626.3908632,1550776628.50314,,
321,261,1.0,Memory,5.0,,,,,,,01002960627fb.jpg,,,,,0.8690000000000001,1.0,Novel,,,,,,1550776629.791878,1550776631.806241,,
323,263,1.0,Memory,5.0,,,,,,,sunacepzfrmtkiqonpy.jpg,,,,,0.867,1.0,Novel,,,,,,1550776636.345263,1550776638.3576539,,
327,267,1.0,Memory,5.0,,,,,,,sunaooaqzputrowwbsw.jpg,,,,,0.924,2.0,Novel,,,,,,1550776649.481273,1550776651.563621,,
328,268,1.0,Memory,5.0,,,,,,,00847940307fa.jpg,,,,,0.675,1.0,Novel,,,,,,1550776652.81573,1550776654.832203,,
331,271,1.0,Memory,5.0,,,,,,,00483940519fa.jpg,,,,,1.018,2.0,Novel,,,,,,1550776662.716408,1550776664.749223,,
332,272,1.0,Memory,5.0,,,,,,,sunahgtbwgsmtqeodwh.jpg,,,,,1.054,1.0,Novel,,,,,,1550776666.0190198,1550776668.020835,,
333,273,1.0,Memory,5.0,,,,,,,sunadpnqovzckyikrjo.jpg,,,,,0.975,1.0,Novel,,,,,,1550776669.287563,1550776671.341181,,
341,281,1.0,Memory,5.0,,,,,,,sunbwaafjdebjzttuvq.jpg,,,,,1.071,4.0,Novel,,,,,,1550776695.896818,1550776697.927264,,
343,283,1.0,Memory,5.0,,,,,,,sunaipyohrqlwngaqif.jpg,,,,,0.836,1.0,Novel,,,,,,1550776702.466368,1550776704.5147939,,
344,284,1.0,Memory,5.0,,,,,,,sunabyvpwkgsjtijdwj.jpg,,,,,1.3430000000000002,1.0,Novel,,,,,,1550776705.80059,1550776707.912698,,
346,286,1.0,Memory,5.0,,,,,,,sunabclssnoeuigtawp.jpg,,,,,1.15,2.0,Novel,,,,,,1550776712.519172,1550776714.5864038,,
347,287,1.0,Memory,5.0,,,,,,,sunalqmfgeadpqsyzpd.jpg,,,,,0.787,1.0,Novel,,,,,,1550776715.87005,1550776717.8673232,,
348,288,1.0,Memory,5.0,,,,,,,00894960620fa.jpg,,,,,0.8190000000000001,1.0,Novel,,,,,,1550776719.1383471,1550776721.149634,,
350,290,1.0,Memory,5.0,,,,,,,sunaivdjruhkrfywfed.jpg,,,,,1.7,3.0,Novel,,,,,,1550776725.739633,1550776727.757385,,
352,292,1.0,Memory,5.0,,,,,,,00911960530fa.jpg,,,,,1.119,1.0,Novel,,,,,,1550776732.375981,1550776734.40895,,
353,293,1.0,Memory,5.0,,,,,,,00839940307fa.jpg,,,,,0.7509999999999999,1.0,Novel,,,,,,1550776735.671175,1550776737.675502,,
354,294,1.0,Memory,5.0,,,,,,,00812941205fa.jpg,,,,,0.607,1.0,Novel,,,,,,1550776738.97758,1550776740.9899151,,
356,296,1.0,Memory,5.0,,,,,,,00235940128fb.jpg,,,,,0.937,1.0,Novel,,,,,,1550776745.579255,1550776747.5951,,
358,298,1.0,Memory,5.0,,,,,,,00676941121fa.jpg,,,,,1.4980000000000002,3.0,Novel,,,,,,1550776752.210511,1550776754.2472289,,
320,260,1.0,Memory,5.0,,,,,,,00543940519fa.jpg,,,,,0.841,1.0,Novel,,,,,,1550776626.3908632,1550776628.50314,,
321,261,1.0,Memory,5.0,,,,,,,01002960627fb.jpg,,,,,0.8690000000000001,1.0,Novel,,,,,,1550776629.791878,1550776631.806241,,
323,263,1.0,Memory,5.0,,,,,,,sunacepzfrmtkiqonpy.jpg,,,,,0.867,1.0,Novel,,,,,,1550776636.345263,1550776638.3576539,,
327,267,1.0,Memory,5.0,,,,,,,sunaooaqzputrowwbsw.jpg,,,,,0.924,2.0,Novel,,,,,,1550776649.481273,1550776651.563621,,
328,268,1.0,Memory,5.0,,,,,,,00847940307fa.jpg,,,,,0.675,1.0,Novel,,,,,,1550776652.81573,1550776654.832203,,
331,271,1.0,Memory,5.0,,,,,,,00483940519fa.jpg,,,,,1.018,2.0,Novel,,,,,,1550776662.716408,1550776664.749223,,
332,272,1.0,Memory,5.0,,,,,,,sunahgtbwgsmtqeodwh.jpg,,,,,1.054,1.0,Novel,,,,,,1550776666.0190198,1550776668.020835,,
333,273,1.0,Memory,5.0,,,,,,,sunadpnqovzckyikrjo.jpg,,,,,0.975,1.0,Novel,,,,,,1550776669.287563,1550776671.341181,,
341,281,1.0,Memory,5.0,,,,,,,sunbwaafjdebjzttuvq.jpg,,,,,1.071,4.0,Novel,,,,,,1550776695.896818,1550776697.927264,,
343,283,1.0,Memory,5.0,,,,,,,sunaipyohrqlwngaqif.jpg,,,,,0.836,1.0,Novel,,,,,,1550776702.466368,1550776704.5147939,,
344,284,1.0,Memory,5.0,,,,,,,sunabyvpwkgsjtijdwj.jpg,,,,,1.3430000000000002,1.0,Novel,,,,,,1550776705.80059,1550776707.912698,,
346,286,1.0,Memory,5.0,,,,,,,sunabclssnoeuigtawp.jpg,,,,,1.15,2.0,Novel,,,,,,1550776712.519172,1550776714.5864038,,
347,287,1.0,Memory,5.0,,,,,,,sunalqmfgeadpqsyzpd.jpg,,,,,0.787,1.0,Novel,,,,,,1550776715.87005,1550776717.8673232,,
348,288,1.0,Memory,5.0,,,,,,,00894960620fa.jpg,,,,,0.8190000000000001,1.0,Novel,,,,,,1550776719.1383471,1550776721.149634,,
350,290,1.0,Memory,5.0,,,,,,,sunaivdjruhkrfywfed.jpg,,,,,1.7,3.0,Novel,,,,,,1550776725.739633,1550776727.757385,,
352,292,1.0,Memory,5.0,,,,,,,00911960530fa.jpg,,,,,1.119,1.0,Novel,,,,,,1550776732.375981,1550776734.40895,,
353,293,1.0,Memory,5.0,,,,,,,00839940307fa.jpg,,,,,0.7509999999999999,1.0,Novel,,,,,,1550776735.671175,1550776737.675502,,
354,294,1.0,Memory,5.0,,,,,,,00812941205fa.jpg,,,,,0.607,1.0,Novel,,,,,,1550776738.97758,1550776740.9899151,,
356,296,1.0,Memory,5.0,,,,,,,00235940128fb.jpg,,,,,0.937,1.0,Novel,,,,,,1550776745.579255,1550776747.5951,,
358,298,1.0,Memory,5.0,,,,,,,00676941121fa.jpg,,,,,1.4980000000000002,3.0,Novel,,,,,,1550776752.210511,1550776754.2472289,,
164,164,25.0,Memory,3.0,,,,,,,sunaqyylsngywqzwfmx.jpg,Place,,Place,,1.791,3.0,Category,,,,,,1555439616.228278,1555439619.0917199,,
177,177,25.0,Memory,3.0,,,,,,,00938960627fa.jpg,Face,,Place,,1.492,2.0,None,,,,,,1555439669.8115,1555439672.4652948,,
320,260,25.0,Memory,5.0,,,,,,,00787941205fa.jpg,Face,,Place,,1.232,2.0,Side,,,,,,1555440382.945437,1555440385.140617,,
333,273,25.0,Memory,5.0,,,,,,,00210940128fb.jpg,Face,,Place,,1.092,3.0,None,,,,,,1555440431.078197,1555440433.322864,,
337,277,25.0,Memory,5.0,,,,,,,sunabanoxjtqxamkucc.jpg,Place,,Place,,1.061,2.0,Category,,,,,,1555440445.148332,1555440447.578009,,
351,291,25.0,Memory,5.0,,,,,,,sunagmwxxwymwojbvgi.jpg,Place,,Place,,1.1909999999999998,2.0,Full,,,,,,1555440497.215374,1555440499.7639608,,
122,62,25.0,Memory,1.0,,,,,,,00133931230fa.jpg,,,,,1.6,2.0,Novel,,,,,,1555438955.942393,1555438957.926427,,
124,64,25.0,Memory,1.0,,,,,,,sunadfktsqjthoglcsm.jpg,,,,,1.432,3.0,Novel,,,,,,1555438962.444551,1555438964.4282641,,
125,65,25.0,Memory,1.0,,,,,,,sunabtrnbvpppgczjim.jpg,,,,,0.0,,Novel,,,,,,1555438965.700372,1555438967.6807358,,
126,66,25.0,Memory,1.0,,,,,,,sunaafgqutfaishsxyu.jpg,,,,,1.3,2.0,Novel,,,,,,1555438968.945893,1555438970.9327,,
128,68,25.0,Memory,1.0,,,,,,,00061931230fb.jpg,,,,,1.469,2.0,Novel,,,,,,1555438975.466126,1555438977.449489,,
129,69,25.0,Memory,1.0,,,,,,,sunaalcrrdbjgdztbiz.jpg,,,,,1.4169999999999998,3.0,Novel,,,,,,1555438978.703891,1555438980.684984,,
131,71,25.0,Memory,1.0,,,,,,,00743941201fa.jpg,,,,,1.4,4.0,Novel,,,,,,1555438985.2026641,1555438987.1870039,,
133,73,25.0,Memory,1.0,,,,,,,sunaanlwnpqndclffxt.jpg,,,,,1.966,2.0,Novel,,,,,,1555438991.674822,1555438993.654181,,
135,75,25.0,Memory,1.0,,,,,,,00123931230fb.jpg,,,,,1.499,1.0,Novel,,,,,,1555438998.142916,1555439000.1248472,,
136,76,25.0,Memory,1.0,,,,,,,00996960627fa.jpg,,,,,1.501,2.0,Novel,,,,,,1555439001.373595,1555439003.3607,,
137,77,25.0,Memory,1.0,,,,,,,sunabwfvcqqidycwypa.jpg,,,,,1.649,3.0,Novel,,,,,,1555439004.624992,1555439006.615899,,
138,78,25.0,Memory,1.0,,,,,,,00077931230fb.jpg,,,,,1.248,2.0,Novel,,,,,,1555439007.87615,1555439009.862766,,
139,79,25.0,Memory,1.0,,,,,,,sunaaekxzjzrfgtkwjf.jpg,,,,,1.653,3.0,Novel,,,,,,1555439011.1111,1555439013.0993779,,
143,83,25.0,Memory,1.0,,,,,,,00540940519fa.jpg,,,,,1.72,1.0,Novel,,,,,,1555439024.185424,1555439026.16845,,
145,85,25.0,Memory,1.0,,,,,,,00305940422fa.jpg,,,,,2.476,1.0,Novel,,,,,,1555439031.337634,1555439034.44242,,
149,89,25.0,Memory,1.0,,,,,,,sunacdnquypmsshhsbk.jpg,,,,,2.477,1.0,Novel,,,,,,1555439048.326695,1555439051.027011,,
151,91,25.0,Memory,1.0,,,,,,,00308940422fb.jpg,,,,,1.0759999999999998,2.0,Novel,,,,,,1555439056.24605,1555439058.625984,,
152,92,25.0,Memory,1.0,,,,,,,sunaeoghzrjarigmwua.jpg,,,,,2.278,1.0,Novel,,,,,,1555439059.908318,1555439062.693558,,
154,94,25.0,Memory,1.0,,,,,,,00638941031fa.jpg,,,,,1.995,1.0,Novel,,,,,,1555439067.9160519,1555439070.729901,,
157,97,25.0,Memory,1.0,,,,,,,sunbpvgllfdejxcpjqp.jpg,,,,,2.56,3.0,Novel,,,,,,1555439079.486643,1555439082.3998961,,
160,160,25.0,Memory,3.0,,,,,,,00086931230fa.jpg,,,,,1.834,3.0,Novel,,,,,,1555439599.622987,1555439602.137033,,
162,162,25.0,Memory,3.0,,,,,,,00961960627fa.jpg,,,,,2.367,2.0,Novel,,,,,,1555439607.8251119,1555439610.789951,,
163,163,25.0,Memory,3.0,,,,,,,00723941201fa.jpg,,,,,2.092,3.0,Novel,,,,,,1555439612.0600688,1555439614.9390929,,
165,165,25.0,Memory,3.0,,,,,,,sunadrmfzmstgdjdcod.jpg,,,,,2.6430000000000002,2.0,Novel,,,,,,1555439620.379651,1555439623.209397,,
167,167,25.0,Memory,3.0,,,,,,,00725941201fa.jpg,,,,,3.0189999999999997,2.0,Novel,,,,,,1555439628.465009,1555439631.695375,,
169,169,25.0,Memory,3.0,,,,,,,00804960530fa.jpg,,,,,1.8419999999999999,3.0,Novel,,,,,,1555439637.36853,1555439640.231905,,
